1,ภาพจำ,"Pop Pongkool",89781,https://open.spotify.com/track/4YRpjJaJpiI36HM36Dn5lS
2,"no tears left to cry","Ariana Grande",80595,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
3,นอนได้แล้ว,"Fukking Hero",75876,https://open.spotify.com/track/5JhLoyD2idGlKXwD9nmYuB
4,"Good Morning Teacher","Atom Chanakan",70387,https://open.spotify.com/track/4AsE3bvoh6yuZls617lj4Z
5,ถ้าฉันหายไป(Skyline),"Earth Patravee",65893,https://open.spotify.com/track/0goff2JabkZTEq1yKeyoM8
6,"Let Me",ZAYN,63208,https://open.spotify.com/track/7Fg342AJtNsIDdwCfX0paC
7,"Psycho (feat. Ty Dolla $ign)","Post Malone",62968,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
8,"Strawberries & Cigarettes","Troye Sivan",61959,https://open.spotify.com/track/2z7UKVsBdbA7HFPunDKDP4
9,คนที่ไม่ใช่,O-Pavee,60415,https://open.spotify.com/track/76rs0Apd4Ct5LwJm8pB6r1
10,"The Middle",Zedd,56857,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
11,หมอกร้าย,Lipta,56578,https://open.spotify.com/track/0EYgFMIXhjcFgX6xe2NY9v
12,"อยู่ดีๆก็… (feat. Youngohm)",Wonderframe,56571,https://open.spotify.com/track/0b9JDLbAgCazIwPSWj6DNL
13,FRIENDS,Marshmello,56507,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
14,04:00,"The Toys",53042,https://open.spotify.com/track/3h7TbK7x7yxJavEZydbOzX
15,"Day 1 ◑",HONNE,52113,https://open.spotify.com/track/7AWZvcyaSBxRzaBJcHf9XL
16,ร้อยล้านวิว,Stamp,51461,https://open.spotify.com/track/2KKwNFzypGehPrAZCKc1HW
17,"คิดถึงจัง (มาหาหน่อย)","Oat Pramote",50713,https://open.spotify.com/track/63quSq4p0NagZdZI3ttb4f
18,รู้ดีว่าไม่ดี,Getsunova,50036,https://open.spotify.com/track/37LAaRNSnB6b1T2ckX6VSk
19,"ของขวัญ - Cover Version","The Toys",46479,https://open.spotify.com/track/72bifeUJaxwOtGjGiVqAeB
20,ผิดที่ฉัน,60Miles,46454,https://open.spotify.com/track/65SM4x81LohlqhSVFqITWd
21,"Better Now","Post Malone",46084,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
22,พอจะรู้,meyou.,44708,https://open.spotify.com/track/4p4SOBQ0fxHYluEcba6Xrq
23,Delicate,"Taylor Swift",43777,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf
24,"One Kiss (with Dua Lipa)","Calvin Harris",43634,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
25,"Galaxy (feat. Kob The X Factor)","D Gerrard",43220,https://open.spotify.com/track/0yO5RrszdEpqXhDwyhP6nX
26,IDGAF,"Dua Lipa",42457,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
27,"พริบตา x STAMP","Bird Thongchai",41937,https://open.spotify.com/track/20Tl8mWZhryG75y3nqnlKE
28,"Call Out My Name","The Weeknd",41458,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
29,เกลียด,"The Yers",41273,https://open.spotify.com/track/6iXBlrBFuV6W3jExGuWy6f
30,"555 (ToT)",Wonderframe,41071,https://open.spotify.com/track/5LcwUVWyRxuOfSawnKlbBV
31,Mine,Bazzi,40025,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
32,ฝันฤดูร้อน,"The Toys",39977,https://open.spotify.com/track/03UCygRxVwn1CyFEA7fiTV
33,"Freaky Friday (feat. Chris Brown)","Lil Dicky",39124,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
34,Somebody,"The Chainsmokers",38669,https://open.spotify.com/track/3pWcj8hxj3fsb9TDAcMpEl
35,"All The Stars (with SZA)","Kendrick Lamar",38655,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
36,"In My Blood","Shawn Mendes",38552,https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K
37,คิดถึงเสมอ,Lipta,38131,https://open.spotify.com/track/7dfs4SVfLPVORzjmYYqorK
38,อย่าบอก,"Atom Chanakan",37781,https://open.spotify.com/track/3CrDt4x72gWHaglwnM0CAH
39,TOY,"The Toys",37075,https://open.spotify.com/track/2Es5K3EnKVXsGqU8PtZLEL
40,"Love Lies (with Normani)",Khalid,35768,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
41,ที่เก่า,"Marc Tatchapon",33562,https://open.spotify.com/track/0xBShp4NOIh5ChC55Xj0zz
42,"Paris in the Rain",Lauv,33500,https://open.spotify.com/track/0RGUIOZtmOXTWOy5EjvQbP
43,มะงึกๆอุ๋งๆ,"Ornly You",32686,https://open.spotify.com/track/3Wz7m9QeE8EAfpg98uxhRk
44,2002,Anne-Marie,32335,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
45,ฝืนตัวเองไม่เป็น,"Non Tanon",31850,https://open.spotify.com/track/0FlZM6SFefxfXzX68IpVxb
