,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
60,Rise,"Jonas Blue",36434,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
61,"Shape of You","Ed Sheeran",35816,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
62,"SICKO MODE","Travis Scott",34386,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
63,ไม่ตอบ,UrboyTJ,34186,https://open.spotify.com/track/2MezCXpLYYWcShseflM6NB
64,ฝืนตัวเองไม่เป็น,"Non Tanon",33637,https://open.spotify.com/track/0FlZM6SFefxfXzX68IpVxb
65,บางครั้งแค่บางครั้ง,electric.neon.lamp,32848,https://open.spotify.com/track/4AL8A0VMt0RktnDjZQ6y9Y
66,ร้อยล้านวิว,Stamp,32205,https://open.spotify.com/track/2KKwNFzypGehPrAZCKc1HW
67,มีแฟน'ยัง,"LOTTE Thakorn",31587,https://open.spotify.com/track/63ZR6CaIe8mYwgg8vEWxTQ
68,"Strawberries & Cigarettes","Troye Sivan",31486,https://open.spotify.com/track/2z7UKVsBdbA7HFPunDKDP4
69,Happier,Marshmello,31446,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
70,"I'm a Mess","Bebe Rexha",31372,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
71,"no tears left to cry","Ariana Grande",31280,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
72,"FAKE LOVE",BTS,31216,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo
73,everytime,"Ariana Grande",30522,https://open.spotify.com/track/0WdR2AyLW1Drd3OUdwezM0
74,พอ,"Atom Chanakan",30452,https://open.spotify.com/track/72KOmS4Af9IEFsT87TK1VQ
75,ไม่เหมือนใคร,"D Gerrard",30172,https://open.spotify.com/track/39Mg8slCqS2tyaZUZ1cQ1M
76,"Solo (feat. Demi Lovato)","Clean Bandit",29701,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
77,ผิดที่ฉัน,60Miles,29572,https://open.spotify.com/track/65SM4x81LohlqhSVFqITWd
78,BAAM,MOMOLAND,29439,https://open.spotify.com/track/4Is1b37KJY9XVCgzp81FBW
79,"Dance The Night Away",TWICE,29336,https://open.spotify.com/track/281tmNk46TBQS9ACYMLYyA
80,"Bad Boy","Red Velvet",29147,https://open.spotify.com/track/5GKwq4sO5ZHKuWaDmdwMQc
81,รู้ทั้งรู้,OG-ANIC,29105,https://open.spotify.com/track/0KnDJSGxu03x8idlKLKKki
82,"Me & You ◑",HONNE,28723,https://open.spotify.com/track/2mDeWOqdFJLV2zsrTCPG0T
83,จูบ,Illslick,28484,https://open.spotify.com/track/6RvSPE7NJCkzSrc7rn5OOC
84,"BOOMBAYAH - KR Ver.",BLACKPINK,28410,https://open.spotify.com/track/1qAPA8TooLVEqAZ58fhcrt
85,แค่เราไม่ได้รักกัน,Indigo,28173,https://open.spotify.com/track/7Fi43HjA5FTTCPOj2wai00
86,อย่าทำอย่างนั้น,PORTRAIT,28133,https://open.spotify.com/track/1tMotuXLRwAZYpRfz4oAMx
87,"Bye Bye",P-Hot,28042,https://open.spotify.com/track/08oX4H0Td1Fza9eBXzmojN
88,"Taste (feat. Offset)",Tyga,27982,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
89,"PLAYING WITH FIRE - KR Ver.",BLACKPINK,27884,https://open.spotify.com/track/5OepnJhqZoyJN8qWo2LZzy
90,เบอร์มาดิ,P-Hot,27088,https://open.spotify.com/track/740TQSOivzfTgFYcMPWbnf
91,"What is Love?",TWICE,26845,https://open.spotify.com/track/5Ek40FyMPprcvtyZDjqylX
92,"แบตสำรอง (POWER BANK)","Boy Peacemaker",26815,https://open.spotify.com/track/7bQDFcUedFgkqIxqugAJLj
93,Youngblood,"5 Seconds of Summer",26743,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
94,"In My Mind",Dynoro,26521,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
95,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",26350,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
96,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,25373,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
97,Thunderclouds,Sia,25323,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi
98,"WHISTLE - KR Ver.",BLACKPINK,25288,https://open.spotify.com/track/67BbMuItfrHmaNqDxBPF7c
99,"Body (feat. brando)","Loud Luxury",25245,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
100,รองเท้าเก่า,"Tattoo Colour",25155,https://open.spotify.com/track/3Eu82PdSTJ8whj8KFJj4au
101,sweetener,"Ariana Grande",25016,https://open.spotify.com/track/70khXICDeTTxgYtw3EysKH
102,โคตรจะภักดี,O-Pavee,24911,https://open.spotify.com/track/5HEUm9PnNxzZAIbThvehky
103,เจ็บจนไม่เข้าใจ,PORTRAIT,24873,https://open.spotify.com/track/4URCEQmgwuwaHiySIqGmIa
104,"Let Me",ZAYN,24830,https://open.spotify.com/track/7Fg342AJtNsIDdwCfX0paC
105,"Aow La Woii","Twopee Southside",24705,https://open.spotify.com/track/5CVG6LsBNhEkDpVzXOaqMq
106,"BBoom BBoom",MOMOLAND,24153,https://open.spotify.com/track/3BPoSr2pO34Aan6alFfVto
107,Natural,"Imagine Dragons",24072,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
108,"Better Now","Post Malone",23572,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
109,Havana,"Camila Cabello",23421,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
110,Connection,OneRepublic,23356,https://open.spotify.com/track/3T4UodGkfZObJ43RtA5KFU
111,เป็นทุกอย่าง,"Room 39",23170,https://open.spotify.com/track/09zqmrjQokoAfQJ1WeLkFK
112,PLEASE,"Atom Chanakan",23158,https://open.spotify.com/track/60hF3gZXQ33xdAXXk6tE1x
113,"Ocean (feat. Khalid)","Martin Garrix",22837,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
114,"Lucid Dreams","Juice WRLD",22806,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
115,รถคันเก่า,"Atom Chanakan",22344,https://open.spotify.com/track/5tYSThnYOKQCEjtvFiGcL0
116,SAD!,XXXTENTACION,22065,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
117,"Born To Be Yours",Kygo,21896,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
118,LATATA,(G)I-DLE,21747,https://open.spotify.com/track/2ezKXygNO30pXyDQXkm6oD
119,แด่ศาลที่เคารพ,"น้อย พรู",21715,https://open.spotify.com/track/6n0rmCVUHJs7gERNwjcIjW
120,"The Middle",Zedd,21669,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
121,"Jackie Chan",Tiësto,21301,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
122,Perfect,"Ed Sheeran",21092,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
123,Egotistic,Mamamoo,21026,https://open.spotify.com/track/5Z4aqpT39KpY8gbHoJWdou
124,"Psycho (feat. Ty Dolla $ign)","Post Malone",21023,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
125,Shine,PENTAGON,20960,https://open.spotify.com/track/7nkp1uuSbKkoxMvEs8cSw0
126,"คนชั่ว 2018","The Parkinson",20933,https://open.spotify.com/track/7ei0VnJbGojtdCDCp2Mow1
127,Patient,"Charlie Puth",20901,https://open.spotify.com/track/2ZrHbO88rM6Ijeg0aJmSzl
128,"8 Letters","Why Don't We",20806,https://open.spotify.com/track/6AkFxZzBfyzV5RF7mGkASM
129,"PICK ME","PRODUCE 48",20734,https://open.spotify.com/track/1LShDXXs40R8bQFNBBupI3
130,TOOTIMETOOTIMETOOTIME,"The 1975",20557,https://open.spotify.com/track/6wvlEKW2qxucJSBXYpMV2P
131,"ปล่อย (Miss)","Clockwork Motionless",20435,https://open.spotify.com/track/7ihijRsdyrrQQR2iwSdibF
132,"I Like Me Better",Lauv,20313,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
133,"I Like It","Cardi B",20142,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
134,"피카부 Peek-A-Boo","Red Velvet",19509,https://open.spotify.com/track/42tFTth2jcF7iSo0RBjfJF
135,"New Rules","Dua Lipa",19483,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
136,"Too Good At Goodbyes","Sam Smith",19405,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
137,ไวน์,"Max Jenmana",19341,https://open.spotify.com/track/00Hj710RrsLX5s9bothwlW
138,FRIENDS,Marshmello,19251,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
139,"Side Effects (feat. Emily Warren)","The Chainsmokers",19205,https://open.spotify.com/track/5yNEdBlZMxpcVtGKz5NFk5
140,รู้ดีว่าไม่ดี,Getsunova,18993,https://open.spotify.com/track/37LAaRNSnB6b1T2ckX6VSk
141,แค่อีกครั้งเดียว,"De Flamingo",18984,https://open.spotify.com/track/5mBmQdFk0MIPBaASLNyhyA
142,"อยู่ดีๆก็… (feat. Youngohm)",Wonderframe,18927,https://open.spotify.com/track/0b9JDLbAgCazIwPSWj6DNL
143,"High On Life (feat. Bonn)","Martin Garrix",18791,https://open.spotify.com/track/4ut5G4rgB1ClpMTMfjoIuy
144,"빨간 맛 Red Flavor","Red Velvet",18783,https://open.spotify.com/track/7nKQ5WAcjnG48knyLuo8gO
145,"Still New York",MAX,18645,https://open.spotify.com/track/4txpZk7WSjV1dsZAw5WYcT
146,"Young Dumb & Broke",Khalid,18607,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
147,Somebody,"The Chainsmokers",18573,https://open.spotify.com/track/6mWDwN58PgiPiDXkfSfB4J
148,Closer,"The Chainsmokers",18333,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
149,"กลัวแฟน (feat. เจนนิเฟอร์ คิ้ม)","D Gerrard",18170,https://open.spotify.com/track/4Vde58gbp3MXOCT4Kly18e
150,Attention,"Charlie Puth",18030,https://open.spotify.com/track/5cF0dROlMOK5uNZtivgu50
151,"Oh My!",SEVENTEEN,17969,https://open.spotify.com/track/4JViGq60SvqtQXI3WK0OLS
152,IDGAF,"Dua Lipa",17957,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
153,หน่วง,"Room 39",17950,https://open.spotify.com/track/1DwuRmCQZ3YHfUrZZUJHcu
154,Flower,"Twopee Southside",17829,https://open.spotify.com/track/3Z1A584gUX1pxdlG3Oo8WT
155,"God's Plan",Drake,17812,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
156,Restart,"Room 39",17730,https://open.spotify.com/track/5gtXv0Ir0eolOIeDulhNZO
157,"Tie Me Down (with Elley Duhé)",Gryffin,17729,https://open.spotify.com/track/4QVS8YCpK71R4FsxSMCjhP
158,"Paris in the Rain",Lauv,17704,https://open.spotify.com/track/41CgzGD7xlgnJe14R4cqkL
159,หมายความว่าอะไร,MEAN,17534,https://open.spotify.com/track/63rLjQUFTxemPqACev1by7
160,STARGAZING,"Travis Scott",17502,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
161,"We Don't Care",Sigala,17421,https://open.spotify.com/track/59D6pNWyn8UXPpos5fbAqm
162,"I'm Yours","Jason Mraz",17149,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
163,"SoulMate (feat. IU)",Zico,17078,https://open.spotify.com/track/1pz24zu5H9A0S1a2NKT4F0
164,"The Truth Untold",BTS,17060,https://open.spotify.com/track/48XfojJC87VKLlUotYV0Gm
165,ร่มสีเทา,Whatcharawale,16964,https://open.spotify.com/track/6z56u8jPSSroDFrJVD5cMf
166,ลืมไปก่อน,"Buddha Bless",16944,https://open.spotify.com/track/4FqihJCXbisi7QYobU7ff6
167,Enemies,Lauv,16535,https://open.spotify.com/track/3JJYIoJ5FyY9E0DGjr7SXF
168,R.E.M,"Ariana Grande",16509,https://open.spotify.com/track/1xWH8zYtDeS9mW1JJG23VZ
169,พบกันใหม่,Polycat,16432,https://open.spotify.com/track/4IKn1t0eZZzF5mji1vraVI
170,พวกกรูเฟี้ยว,T-BIGGEST,16380,https://open.spotify.com/track/36XRzlSL9cKXHFJrXsUcZF
171,ถ้าหาก,"Two Popetorn",16307,https://open.spotify.com/track/3o5FB7uyNadcadhKe3GP32
172,"One Kiss (with Dua Lipa)","Calvin Harris",16163,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
173,ได้รักเธอก็ดีแค่ไหน,"Namm Ronnadet",16155,https://open.spotify.com/track/2lSvJxId9XNMhorM39YAt9
174,สตรอง,MEAN,15980,https://open.spotify.com/track/2HWq29TPRH0g9mBq2XwPPZ
175,"วู่วาม - Unreleased Version","Season Five",15722,https://open.spotify.com/track/2nAUhnLMltzWOHCnjAUsGd
176,"My Pace","Stray Kids",15612,https://open.spotify.com/track/4giQE1WslvC0WH412UVLYB
177,Happier,"Ed Sheeran",15509,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
178,"REALLY REALLY - KR ver.",WINNER,15377,https://open.spotify.com/track/4Ve8XzRxQcAMyFWgqITHFk
179,"Best Part",H.E.R.,15279,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
180,Thunder,"Imagine Dragons",15205,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
181,Shotgun,"George Ezra",15179,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
182,"That's What I Like","Bruno Mars",15154,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
183,ยังคิดถึง...(Same),"Marc Tatchapon",14969,https://open.spotify.com/track/1OlInnJssr9pXY0Ooa0SDT
184,Gashina,SUNMI,14884,https://open.spotify.com/track/0jFHMDRXxKaREor3hBEEST
185,"Sunny Summer",GFRIEND,14718,https://open.spotify.com/track/7IE8eERSpTC9Jaw3arl99B
186,Energetic,"Wanna One",14591,https://open.spotify.com/track/3NkkcnnKrNHv4AiGaPdD76
187,Photograph,"Ed Sheeran",14563,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
188,"Only You (with Little Mix)","Cheat Codes",14513,https://open.spotify.com/track/54l9GJGQ1UCFKe2tzt1Vxt
189,"Bad Boy - (English Version) [Bonus Track]","Red Velvet",14498,https://open.spotify.com/track/78HD9IN4cKE1MMHWeVJPWh
190,"Say You Won't Let Go","James Arthur",14456,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
191,"goodnight n go","Ariana Grande",14394,https://open.spotify.com/track/14kYOiFVPb7E7NfFbqhdln
192,"Way Back Home",SHAUN,14340,https://open.spotify.com/track/3NxuezMdSLgt4OwHzBoUhL
193,ยังไม่รู้,"Better Weather",14296,https://open.spotify.com/track/2OQQPlUlrSKu2nOPMwTS2c
194,กะทันหัน,"Fymme Bongkot",14285,https://open.spotify.com/track/71rZCPjOAU8WBlXYPHNgRu
195,"STAY - KR Ver.",BLACKPINK,14207,https://open.spotify.com/track/2tnBkiyJWLnQGsjyz4BuJJ
196,เพื่อนรัก,"The Parkinson",14181,https://open.spotify.com/track/02ILnpL8IvIa9IQX7sSO9I
197,Nonstop,Drake,14165,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
198,Believer,"Imagine Dragons",14162,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
199,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",14154,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
200,BOSS,NCT,14122,https://open.spotify.com/track/0ErzcmZ2gIwX7X0xSMQPix
