,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
63,Flower,"Twopee Southside",33681,https://open.spotify.com/track/3Z1A584gUX1pxdlG3Oo8WT
64,ฝันหวานอายจูบ,Stamp,33679,https://open.spotify.com/track/10DSYghyBjAYJa8iCvdRDv
65,"One Kiss (with Dua Lipa)","Calvin Harris",33657,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
66,"ดีต่อใจ (To Get Her)",Mild,33515,https://open.spotify.com/track/6i5S9ngfta3qDP6zP5PG7k
67,ไม่เหมือนใคร,"D Gerrard",33021,https://open.spotify.com/track/39Mg8slCqS2tyaZUZ1cQ1M
68,ฝืนตัวเองไม่เป็น,"Non Tanon",32590,https://open.spotify.com/track/0FlZM6SFefxfXzX68IpVxb
69,มะงึกๆอุ๋งๆ,"Ornly You",32518,https://open.spotify.com/track/3Wz7m9QeE8EAfpg98uxhRk
70,"I Like It","Cardi B",32018,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
71,"Done For Me (feat. Kehlani)","Charlie Puth",30941,https://open.spotify.com/track/1lsBTdE6MGsKeZCD6llNu7
72,IDGAF,"Dua Lipa",30822,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
73,FRIENDS,Marshmello,30264,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
74,Enemies,Lauv,30182,https://open.spotify.com/track/3JJYIoJ5FyY9E0DGjr7SXF
75,"Never Not",Lauv,30070,https://open.spotify.com/track/4fFfyouye6vrX9o9z4PVMu
76,ที่เก่า,"Marc Tatchapon",29986,https://open.spotify.com/track/0xBShp4NOIh5ChC55Xj0zz
77,TOY,"The Toys",28797,https://open.spotify.com/track/2Es5K3EnKVXsGqU8PtZLEL
78,"What is Love?",TWICE,28415,https://open.spotify.com/track/2PhG74FocRobLC8pP9cIBI
79,พอ,"Atom Chanakan",27941,https://open.spotify.com/track/72KOmS4Af9IEFsT87TK1VQ
80,"Dance To This (feat. Ariana Grande)","Troye Sivan",27414,https://open.spotify.com/track/1NbGcdgwRHZ5rbPIT9hdR3
81,OTW,Khalid,27412,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
82,เจ็บจนไม่เข้าใจ,PORTRAIT,27174,https://open.spotify.com/track/4URCEQmgwuwaHiySIqGmIa
83,"PLAYING WITH FIRE - KR Ver.",BLACKPINK,26662,https://open.spotify.com/track/5OepnJhqZoyJN8qWo2LZzy
84,"Me & You ◑",HONNE,26476,https://open.spotify.com/track/2mDeWOqdFJLV2zsrTCPG0T
85,LATATA,(G)I-DLE,26359,https://open.spotify.com/track/2ezKXygNO30pXyDQXkm6oD
86,"BOOMBAYAH - KR Ver.",BLACKPINK,25748,https://open.spotify.com/track/1qAPA8TooLVEqAZ58fhcrt
87,"Bad Boy","Red Velvet",25731,https://open.spotify.com/track/5GKwq4sO5ZHKuWaDmdwMQc
88,ควันเหงา,"Opor Praput",25485,https://open.spotify.com/track/6a35EmpHEmpvzlMPZqI5Kw
89,"Jocelyn Flores",XXXTENTACION,25319,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
90,มีแฟน'ยัง,"LOTTE Thakorn",24702,https://open.spotify.com/track/63ZR6CaIe8mYwgg8vEWxTQ
91,"Will You Marry Me?","Singto Numchok",24269,https://open.spotify.com/track/2HwOamAtj53erNyzRSaGWZ
92,อย่าบอก,"Atom Chanakan",23970,https://open.spotify.com/track/3CrDt4x72gWHaglwnM0CAH
93,"BBoom BBoom",MOMOLAND,23936,https://open.spotify.com/track/3BPoSr2pO34Aan6alFfVto
94,"Growing Pains","Alessia Cara",23897,https://open.spotify.com/track/003eoIwxETJujVWmNFMoZy
95,โลกที่ไม่มีเธอ,PORTRAIT,23410,https://open.spotify.com/track/0fSl800MbFmlLs1aUxx7Z2
96,changes,XXXTENTACION,23331,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
97,"WHISTLE - KR Ver.",BLACKPINK,23239,https://open.spotify.com/track/67BbMuItfrHmaNqDxBPF7c
98,Moonlight,XXXTENTACION,23196,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
99,"Let Me Down Slowly","Alec Benjamin",23159,https://open.spotify.com/track/2uaiyLKnYvazyfR0Ky3Kbk
100,"I'll Be There","Jess Glynne",23111,https://open.spotify.com/track/083Qf6hn6sFL6xiOHlZUyn
101,Havana,"Camila Cabello",22753,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
102,"พริบตา x STAMP","Bird Thongchai",22655,https://open.spotify.com/track/20Tl8mWZhryG75y3nqnlKE
103,เป็นทุกอย่าง,"Room 39",22616,https://open.spotify.com/track/09zqmrjQokoAfQJ1WeLkFK
104,ฝันฤดูร้อน,"The Toys",22514,https://open.spotify.com/track/03UCygRxVwn1CyFEA7fiTV
105,ช่วยบอกให้ชัด,"Fymme Bongkot",22427,https://open.spotify.com/track/7qlqSQTOfKCNx4qUDXk4Wp
106,"Midsummer Madness",88rising,22359,https://open.spotify.com/track/0wFmawqundY8rOn9sZUqA6
107,"Something New",TAEYEON,22228,https://open.spotify.com/track/6oDX7N6VnXSyLdyGsDP5jV
108,พจนานุกรม,"M YOSS",22137,https://open.spotify.com/track/5BWrWxIqRSuTW9OowaBBoy
109,Sober,"Demi Lovato",22004,https://open.spotify.com/track/0STK94RxUulYqWzwFlyAb5
110,Audio,Sia,21935,https://open.spotify.com/track/7boPPE857KEqCIHNwFkDop
111,สามฤดู,Atip,21818,https://open.spotify.com/track/0wjdbi2kW1Tf3T8KibW4FH
112,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)","Rita Ora",21378,https://open.spotify.com/track/1YNQscOx6OqBQjxgJVhEeW
113,"Too Good At Goodbyes","Sam Smith",21004,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
114,"All Mine","Kanye West",20750,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
115,หน้าหนาวที่แล้ว,"The Toys",20623,https://open.spotify.com/track/5mVeBv0bUZPJU7kPZcm594
116,"จังหวะจะรัก - From “Heartbeat” Original Soundtrack","Violette Wautier",20610,https://open.spotify.com/track/1ux0god9zERqovPLrzRdBT
117,อย่าเลย...อย่า(ทรมาน),"Moving and Cut",20205,https://open.spotify.com/track/5tMVqeydIb4NWI1o2cHoYT
118,Perfect,"Ed Sheeran",20049,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
119,ทรมานตัวเอง,"Bell Supol",19733,https://open.spotify.com/track/5lRwWrPogCyocSL7SYogg8
120,ไวน์,"Max Jenmana",19549,https://open.spotify.com/track/00Hj710RrsLX5s9bothwlW
121,"ปล่อย (Miss)","Clockwork Motionless",19485,https://open.spotify.com/track/7ihijRsdyrrQQR2iwSdibF
122,"New Rules","Dua Lipa",19383,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
123,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,19198,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
124,"Airplane pt.2",BTS,19126,https://open.spotify.com/track/1trFxVLL8WKhYap543e74l
125,"Paris in the Rain",Lauv,19110,https://open.spotify.com/track/41CgzGD7xlgnJe14R4cqkL
126,Messy,Kiiara,19002,https://open.spotify.com/track/0BOEuUKoHdy8in20fG5smd
127,"Like To Be You feat. Julia Michaels","Shawn Mendes",18954,https://open.spotify.com/track/5QskYLFPX9y7pLU0VEMNbr
128,"Shape of You","Ed Sheeran",18899,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
129,"imagine if",gnash,18779,https://open.spotify.com/track/12gnUTEnxL6PYN06RX2Je1
130,"The Truth Untold",BTS,18045,https://open.spotify.com/track/48XfojJC87VKLlUotYV0Gm
131,EVERYDAY,WINNER,17887,https://open.spotify.com/track/42rziXmwGA04hNSMi2MliA
132,Light,"Wanna One",17644,https://open.spotify.com/track/0JQPxSYL6alc9UvsPvBoFA
133,"Forget to Forget","SHY Martin",17511,https://open.spotify.com/track/4E5IBDRu8kJbzUv1qaZM1t
134,PLEASE,"Atom Chanakan",16863,https://open.spotify.com/track/60hF3gZXQ33xdAXXk6tE1x
135,"All The Stars (with SZA)","Kendrick Lamar",16715,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
136,"In My Blood","Shawn Mendes",16704,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
137,"Baby Don’t Stop",NCT,16635,https://open.spotify.com/track/1EYSS9Lp7a9f20C3FaOVgI
138,Shine,PENTAGON,16441,https://open.spotify.com/track/7nkp1uuSbKkoxMvEs8cSw0
139,Restart,"Room 39",16398,https://open.spotify.com/track/5gtXv0Ir0eolOIeDulhNZO
140,Nervous,"Shawn Mendes",16280,https://open.spotify.com/track/0Dq49j3dELbttQVUJbtn0c
141,Flames,"David Guetta",16251,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
142,"Young Dumb & Broke",Khalid,16244,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
143,"God's Plan",Drake,16233,https://open.spotify.com/track/6T8cJz5lAqGer9GUHGyelE
144,"Only You (with Little Mix)","Cheat Codes",16133,https://open.spotify.com/track/54l9GJGQ1UCFKe2tzt1Vxt
145,ถอนหายใจ,Mild,16043,https://open.spotify.com/track/1rve7sIFz7JVxwfrisKyP3
146,"Youth feat. Khalid","Shawn Mendes",15969,https://open.spotify.com/track/5SwEgzUFDHwpWHKrbnP32Z
147,"I Like Me Better",Lauv,15866,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
148,อธิษฐาน,Prem,15767,https://open.spotify.com/track/74p4LbrOxxxzM2xKokMk2x
149,"I'm Upset",Drake,15500,https://open.spotify.com/track/54oMZ3blwWwuPN4wEoG5mk
150,ลืมไปก่อน,"Buddha Bless",15449,https://open.spotify.com/track/6Rpj87GuuE59nij1NVmpzD
151,Delicate,"Taylor Swift",15432,https://open.spotify.com/track/7CneiDesUKFJO3Ix01dnfr
152,Photograph,"Ed Sheeran",15416,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
153,"rockstar (feat. 21 Savage)","Post Malone",15406,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
154,Hooked,"Why Don't We",15225,https://open.spotify.com/track/0kg36eEw4un3UwGvnf93xT
155,หน่วง,"Room 39",15216,https://open.spotify.com/track/1DwuRmCQZ3YHfUrZZUJHcu
156,"I'm Yours","Jason Mraz",15167,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
157,Attention,"Charlie Puth",15116,https://open.spotify.com/track/5cF0dROlMOK5uNZtivgu50
158,Anpanman,BTS,15008,https://open.spotify.com/track/4lRwa7PKcGIuJMwtPIYKdy
159,ยังไม่รู้,"Better Weather",14989,https://open.spotify.com/track/2OQQPlUlrSKu2nOPMwTS2c
160,"Lover Boy","Phum Viphurit",14976,https://open.spotify.com/track/2rd4FH1cSaWGc0ZiUaMbX9
161,"Where Were You In The Morning?","Shawn Mendes",14961,https://open.spotify.com/track/51wrmElSLxFzc0vSQPeTxs
162,DNA,BTS,14943,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH
163,Colour,MNEK,14858,https://open.spotify.com/track/7haQE5nOcxwk0HXahP0aV3
164,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",14839,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
165,"That's What I Like","Bruno Mars",14824,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
166,"REALLY REALLY - KR ver.",WINNER,14811,https://open.spotify.com/track/4Ve8XzRxQcAMyFWgqITHFk
167,"Galaxy - Acoustic","D Gerrard",14686,https://open.spotify.com/track/5dTrxzGlg1Dnc9rpkOmg52
168,"Everybody Dies In Their Nightmares",XXXTENTACION,14682,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
169,ยังคิดถึง...(Same),"Marc Tatchapon",14654,https://open.spotify.com/track/1OlInnJssr9pXY0Ooa0SDT
170,ร่มสีเทา,Whatcharawale,14563,https://open.spotify.com/track/6z56u8jPSSroDFrJVD5cMf
171,Happier,"Ed Sheeran",14492,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
172,BOSS,NCT,14440,https://open.spotify.com/track/0ErzcmZ2gIwX7X0xSMQPix
173,Gashina,SUNMI,14357,https://open.spotify.com/track/0jFHMDRXxKaREor3hBEEST
174,IDWK,DVBBS,14355,https://open.spotify.com/track/4ABdTWafMCXfATpILRuZFW
175,เกาะสวาทหาดสวรรค์,"Gavin D",14349,https://open.spotify.com/track/193BjzeSedC42I3ydg1SyF
176,"Spring Day",BTS,14295,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW
177,Thunder,"Imagine Dragons",14295,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
178,เรื่องที่ขอ,Lula,14215,https://open.spotify.com/track/0zLzNTE4ADywFbtyDwBLUH
179,"STAY - KR Ver.",BLACKPINK,14161,https://open.spotify.com/track/2tnBkiyJWLnQGsjyz4BuJJ
180,Energetic,"Wanna One",14110,https://open.spotify.com/track/3NkkcnnKrNHv4AiGaPdD76
181,"Magic Shop",BTS,14103,https://open.spotify.com/track/22ryCgQttpV7oCrn7llGRu
182,"피카부 Peek-A-Boo","Red Velvet",13972,https://open.spotify.com/track/42tFTth2jcF7iSo0RBjfJF
183,"Better Not (feat. Wafia)","Louis The Child",13956,https://open.spotify.com/track/447yWcDPg1ddgcHBLGpJC0
184,"빨간 맛 Red Flavor","Red Velvet",13946,https://open.spotify.com/track/7nKQ5WAcjnG48knyLuo8gO
185,ถ้าหาก,"Two Popetorn",13936,https://open.spotify.com/track/3o5FB7uyNadcadhKe3GP32
186,"the light is coming (feat. Nicki Minaj)","Ariana Grande",13924,https://open.spotify.com/track/5iZ4hcpCgFVijq5OOjBTKZ
187,Bloom,"Troye Sivan",13819,https://open.spotify.com/track/1hSOt9IeshMkuKP9ri4hOf
188,"วู่วาม - Unreleased Version","Season Five",13727,https://open.spotify.com/track/2nAUhnLMltzWOHCnjAUsGd
189,Closer,"The Chainsmokers",13725,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
190,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",13489,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
191,รอยยิ้ม,Scrubb,13487,https://open.spotify.com/track/6ezEwX2eZRZlioqYaUPOKX
192,"Say You Won't Let Go","James Arthur",13444,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
193,"Koisuru Fortune Cookie คุกกี้เสี่ยงทาย",BNK48,13437,https://open.spotify.com/track/5OzKApzqDkOVg4P5jQlD8J
194,พบกันใหม่,Polycat,13365,https://open.spotify.com/track/4IKn1t0eZZzF5mji1vraVI
195,"How Long","Charlie Puth",13350,https://open.spotify.com/track/6wmAHw1szh5RCKSRjiXhPe
196,รักโกรธ,"Season Five",13312,https://open.spotify.com/track/1rVsQiBov0b97U5ccZr0ty
197,Mine,Bazzi,13306,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
198,แผลเป็น,B5,13281,https://open.spotify.com/track/4fBJgWlQ49NC3doP66KF1m
199,"This Is America","Childish Gambino",13257,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
200,"รักน้องคนเดียวววว - เพลงประกอบภาพยนตร์ น้อง.พี่.ที่รัก",UrboyTJ,13241,https://open.spotify.com/track/1vYMSUrfHxmF4r5zPtdqEe
