,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
57,SAD!,XXXTENTACION,34612,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
58,ไม่เหมือนใคร,"D Gerrard",33852,https://open.spotify.com/track/39Mg8slCqS2tyaZUZ1cQ1M
59,Nonstop,Drake,33829,https://open.spotify.com/track/2Vx8E3K5icPZR7OCklWBXX
60,โคตรจะภักดี,O-Pavee,33670,https://open.spotify.com/track/5HEUm9PnNxzZAIbThvehky
61,ฝืนตัวเองไม่เป็น,"Non Tanon",33447,https://open.spotify.com/track/0FlZM6SFefxfXzX68IpVxb
62,Patient,"Charlie Puth",32933,https://open.spotify.com/track/2ZrHbO88rM6Ijeg0aJmSzl
63,ที่เก่า,"Marc Tatchapon",32493,https://open.spotify.com/track/0xBShp4NOIh5ChC55Xj0zz
64,"What is Love?",TWICE,32229,https://open.spotify.com/track/2PhG74FocRobLC8pP9cIBI
65,ขอโทษ,"Burin Boonvisut",31478,https://open.spotify.com/track/6sCQmOY5k4BcjONYyVccaz
66,Youngblood,"5 Seconds of Summer",31425,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
67,LATATA,(G)I-DLE,31043,https://open.spotify.com/track/2ezKXygNO30pXyDQXkm6oD
68,Flower,"Twopee Southside",30984,https://open.spotify.com/track/3Z1A584gUX1pxdlG3Oo8WT
69,Entertainer,ZAYN,30813,https://open.spotify.com/track/5LTGmestwpHZ1BfCmpFQJx
70,พอ,"Atom Chanakan",30603,https://open.spotify.com/track/72KOmS4Af9IEFsT87TK1VQ
71,"Lucid Dreams","Juice WRLD",30572,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
72,"Taste (feat. Offset)",Tyga,30448,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
73,รู้ดีว่าไม่ดี,Getsunova,30420,https://open.spotify.com/track/37LAaRNSnB6b1T2ckX6VSk
74,"lovely (with Khalid)","Billie Eilish",30102,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
75,"8 Out Of 10",Drake,30065,https://open.spotify.com/track/5fcM0StdQxMjzulVGhFkHN
76,TOY,"The Toys",29696,https://open.spotify.com/track/2Es5K3EnKVXsGqU8PtZLEL
77,"Jackie Chan",Tiësto,28982,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
78,"Bad Boy","Red Velvet",28888,https://open.spotify.com/track/5GKwq4sO5ZHKuWaDmdwMQc
79,"One Kiss (with Dua Lipa)","Calvin Harris",28516,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
80,"God's Plan",Drake,28203,https://open.spotify.com/track/2VWbHHhWnMzKWPUs4IEEW9
81,"Me & You ◑",HONNE,27912,https://open.spotify.com/track/2mDeWOqdFJLV2zsrTCPG0T
82,มีแฟน'ยัง,"LOTTE Thakorn",27689,https://open.spotify.com/track/63ZR6CaIe8mYwgg8vEWxTQ
83,"PLAYING WITH FIRE - KR Ver.",BLACKPINK,27434,https://open.spotify.com/track/5OepnJhqZoyJN8qWo2LZzy
84,"ดีต่อใจ (To Get Her)",Mild,27418,https://open.spotify.com/track/6i5S9ngfta3qDP6zP5PG7k
85,"Psycho (feat. Ty Dolla $ign)","Post Malone",26969,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
86,เจ็บจนไม่เข้าใจ,PORTRAIT,26937,https://open.spotify.com/track/4URCEQmgwuwaHiySIqGmIa
87,"แบบไหนที่ว่าดี บอกทีจะได้ทำ","Keng Tachaya",26695,https://open.spotify.com/track/7HMS3SGZucS5xK4zBexaKA
88,"BBoom BBoom",MOMOLAND,26408,https://open.spotify.com/track/3BPoSr2pO34Aan6alFfVto
89,Connection,OneRepublic,26394,https://open.spotify.com/track/3T4UodGkfZObJ43RtA5KFU
90,"Never Not",Lauv,26208,https://open.spotify.com/track/4fFfyouye6vrX9o9z4PVMu
91,"BOOMBAYAH - KR Ver.",BLACKPINK,26179,https://open.spotify.com/track/1qAPA8TooLVEqAZ58fhcrt
92,มะงึกๆอุ๋งๆ,"Ornly You",26144,https://open.spotify.com/track/3Wz7m9QeE8EAfpg98uxhRk
93,ควันเหงา,"Opor Praput",26097,https://open.spotify.com/track/6a35EmpHEmpvzlMPZqI5Kw
94,เกาะสวาทหาดสวรรค์,"Gavin D",25909,https://open.spotify.com/track/193BjzeSedC42I3ydg1SyF
95,Enemies,Lauv,25726,https://open.spotify.com/track/3JJYIoJ5FyY9E0DGjr7SXF
96,"I Like It","Cardi B",25713,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
97,อย่าบอก,"Atom Chanakan",25692,https://open.spotify.com/track/3CrDt4x72gWHaglwnM0CAH
98,IDGAF,"Dua Lipa",25076,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
99,"WHISTLE - KR Ver.",BLACKPINK,24839,https://open.spotify.com/track/67BbMuItfrHmaNqDxBPF7c
100,โลกที่ไม่มีเธอ,PORTRAIT,24407,https://open.spotify.com/track/0fSl800MbFmlLs1aUxx7Z2
101,"The Middle",Zedd,24262,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
102,Havana,"Camila Cabello",23985,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
103,เป็นทุกอย่าง,"Room 39",23832,https://open.spotify.com/track/09zqmrjQokoAfQJ1WeLkFK
104,FRIENDS,Marshmello,23768,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
105,"Too Good At Goodbyes","Sam Smith",23287,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
106,สามฤดู,Atip,22947,https://open.spotify.com/track/0wjdbi2kW1Tf3T8KibW4FH
107,แค่อีกครั้งเดียว,"De Flamingo",22704,https://open.spotify.com/track/5mBmQdFk0MIPBaASLNyhyA
108,หน้าหนาวที่แล้ว,"The Toys",22024,https://open.spotify.com/track/5mVeBv0bUZPJU7kPZcm594
109,APESHIT,"The Carters",22016,https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj
110,"I Got You ◑",HONNE,21742,https://open.spotify.com/track/7AssxKowBMbJidVrfUwk1m
111,ฝันฤดูร้อน,"The Toys",21706,https://open.spotify.com/track/03UCygRxVwn1CyFEA7fiTV
112,"Dance To This (feat. Ariana Grande)","Troye Sivan",21244,https://open.spotify.com/track/1NbGcdgwRHZ5rbPIT9hdR3
113,"Let Me Down Slowly","Alec Benjamin",20995,https://open.spotify.com/track/2uaiyLKnYvazyfR0Ky3Kbk
114,"ปล่อย (Miss)","Clockwork Motionless",20933,https://open.spotify.com/track/7ihijRsdyrrQQR2iwSdibF
115,"จังหวะจะรัก - From “Heartbeat” Original Soundtrack","Violette Wautier",20820,https://open.spotify.com/track/0ntdviIRIuOlRFnEZLWqNR
116,Perfect,"Ed Sheeran",20742,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
117,ไวน์,"Max Jenmana",20635,https://open.spotify.com/track/00Hj710RrsLX5s9bothwlW
118,"Done For Me (feat. Kehlani)","Charlie Puth",20213,https://open.spotify.com/track/1lsBTdE6MGsKeZCD6llNu7
119,"Shape of You","Ed Sheeran",20107,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
120,อย่าเลย...อย่า(ทรมาน),"Moving and Cut",20087,https://open.spotify.com/track/5tMVqeydIb4NWI1o2cHoYT
121,Survival,Drake,20077,https://open.spotify.com/track/71SEHJPt1iDwGkBhUOAXDP
122,"I'll Be There","Jess Glynne",19862,https://open.spotify.com/track/083Qf6hn6sFL6xiOHlZUyn
123,"New Rules","Dua Lipa",19563,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
124,"Over My Skin","Tiffany Young",19504,https://open.spotify.com/track/2VP1q3Fjc7HoJp2NRteCxW
125,"I See Love - From Hotel Transylvania 3","Jonas Blue",19366,https://open.spotify.com/track/32UJH1F38AMSjZilQyBzOE
126,"I'm Upset",Drake,19266,https://open.spotify.com/track/1iSZPndzmY6NvL1jAtIvY1
127,"피카부 Peek-A-Boo","Red Velvet",19256,https://open.spotify.com/track/42tFTth2jcF7iSo0RBjfJF
128,Emotionless,Drake,19227,https://open.spotify.com/track/1v1IXPXl73Z7zy6f5tUa9n
129,EVERYDAY,WINNER,18739,https://open.spotify.com/track/42rziXmwGA04hNSMi2MliA
130,"Paris in the Rain",Lauv,18682,https://open.spotify.com/track/41CgzGD7xlgnJe14R4cqkL
131,"imagine if",gnash,18573,https://open.spotify.com/track/12gnUTEnxL6PYN06RX2Je1
132,"Airplane pt.2",BTS,18386,https://open.spotify.com/track/1trFxVLL8WKhYap543e74l
133,พจนานุกรม,"M YOSS",18382,https://open.spotify.com/track/5BWrWxIqRSuTW9OowaBBoy
134,"Talk Up",Drake,18356,https://open.spotify.com/track/3Yw09dj3cTXsAzlLjgBfIP
135,Audio,Sia,18171,https://open.spotify.com/track/7boPPE857KEqCIHNwFkDop
136,"Only You (with Little Mix)","Cheat Codes",18164,https://open.spotify.com/track/54l9GJGQ1UCFKe2tzt1Vxt
137,PLEASE,"Atom Chanakan",18044,https://open.spotify.com/track/60hF3gZXQ33xdAXXk6tE1x
138,"Will You Marry Me?","Singto Numchok",17986,https://open.spotify.com/track/2HwOamAtj53erNyzRSaGWZ
139,"Like To Be You feat. Julia Michaels","Shawn Mendes",17959,https://open.spotify.com/track/5QskYLFPX9y7pLU0VEMNbr
140,Restart,"Room 39",17843,https://open.spotify.com/track/5gtXv0Ir0eolOIeDulhNZO
141,"I Like Me Better",Lauv,17828,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
142,OTW,Khalid,17698,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
143,Moonlight,XXXTENTACION,17620,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
144,Light,"Wanna One",17418,https://open.spotify.com/track/0JQPxSYL6alc9UvsPvBoFA
145,Shine,PENTAGON,17409,https://open.spotify.com/track/7nkp1uuSbKkoxMvEs8cSw0
146,ลืมไปก่อน,"Buddha Bless",17378,https://open.spotify.com/track/6Rpj87GuuE59nij1NVmpzD
147,หน่วง,"Room 39",17284,https://open.spotify.com/track/1DwuRmCQZ3YHfUrZZUJHcu
148,"Midsummer Madness",88rising,17006,https://open.spotify.com/track/0wFmawqundY8rOn9sZUqA6
149,"Baby Don’t Stop",NCT,16909,https://open.spotify.com/track/1EYSS9Lp7a9f20C3FaOVgI
150,"พริบตา x STAMP","Bird Thongchai",16899,https://open.spotify.com/track/20Tl8mWZhryG75y3nqnlKE
151,changes,XXXTENTACION,16861,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
152,"Jocelyn Flores",XXXTENTACION,16806,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
153,ถอนหายใจ,Mild,16789,https://open.spotify.com/track/1rve7sIFz7JVxwfrisKyP3
154,"In My Blood","Shawn Mendes",16710,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
155,Hooked,"Why Don't We",16449,https://open.spotify.com/track/0kg36eEw4un3UwGvnf93xT
156,ร่มสีเทา,Whatcharawale,16409,https://open.spotify.com/track/6z56u8jPSSroDFrJVD5cMf
157,"Young Dumb & Broke",Khalid,16206,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
158,"That's What I Like","Bruno Mars",16187,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
159,"The Truth Untold",BTS,16097,https://open.spotify.com/track/48XfojJC87VKLlUotYV0Gm
160,อธิษฐาน,Prem,16097,https://open.spotify.com/track/74p4LbrOxxxzM2xKokMk2x
161,"빨간 맛 Red Flavor","Red Velvet",16073,https://open.spotify.com/track/7nKQ5WAcjnG48knyLuo8gO
162,"REALLY REALLY - KR ver.",WINNER,15998,https://open.spotify.com/track/4Ve8XzRxQcAMyFWgqITHFk
163,"Lover Boy","Phum Viphurit",15978,https://open.spotify.com/track/2rd4FH1cSaWGc0ZiUaMbX9
164,ยังไม่รู้,"Better Weather",15901,https://open.spotify.com/track/2OQQPlUlrSKu2nOPMwTS2c
165,DNA,BTS,15864,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH
166,ถ้าหาก,"Two Popetorn",15764,https://open.spotify.com/track/3o5FB7uyNadcadhKe3GP32
167,Gashina,SUNMI,15724,https://open.spotify.com/track/0jFHMDRXxKaREor3hBEEST
168,"Nice For What",Drake,15673,https://open.spotify.com/track/0HVv5bEOiI9a0QfgcASXpX
169,ยังคิดถึง...(Same),"Marc Tatchapon",15591,https://open.spotify.com/track/1OlInnJssr9pXY0Ooa0SDT
170,Energetic,"Wanna One",15588,https://open.spotify.com/track/3NkkcnnKrNHv4AiGaPdD76
171,"Growing Pains","Alessia Cara",15506,https://open.spotify.com/track/003eoIwxETJujVWmNFMoZy
172,"Spring Day",BTS,15493,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW
173,Elevate,Drake,15492,https://open.spotify.com/track/4uloft7ZE54WflsuqFmjC7
174,"Forget to Forget","SHY Martin",15466,https://open.spotify.com/track/4E5IBDRu8kJbzUv1qaZM1t
175,Delicate,"Taylor Swift",15444,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf
176,Attention,"Charlie Puth",15401,https://open.spotify.com/track/5cF0dROlMOK5uNZtivgu50
177,Photograph,"Ed Sheeran",15374,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
178,"Something New",TAEYEON,15368,https://open.spotify.com/track/6oDX7N6VnXSyLdyGsDP5jV
179,"วู่วาม - Unreleased Version","Season Five",15289,https://open.spotify.com/track/2nAUhnLMltzWOHCnjAUsGd
180,"rockstar (feat. 21 Savage)","Post Malone",15284,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
181,Closer,"The Chainsmokers",15269,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
182,BOSS,NCT,15201,https://open.spotify.com/track/0ErzcmZ2gIwX7X0xSMQPix
183,ทรมานตัวเอง,"Bell Supol",15134,https://open.spotify.com/track/5lRwWrPogCyocSL7SYogg8
184,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",14941,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
185,"I'm Yours","Jason Mraz",14891,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
186,ดูโง่โง่,"25 hours",14870,https://open.spotify.com/track/2WzTWMuN1kjNMKhLVTpf6U
187,Flames,"David Guetta",14796,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
188,รอยยิ้ม,Scrubb,14677,https://open.spotify.com/track/6ezEwX2eZRZlioqYaUPOKX
189,เพราะเธอ,"Bell Supol",14663,https://open.spotify.com/track/6QRfleXfZOPtKbloLqTbnP
190,"All The Stars (with SZA)","Kendrick Lamar",14612,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
191,Thunder,"Imagine Dragons",14583,https://open.spotify.com/track/7BrsBU0BAytRDvROM4yCbn
192,กะทันหัน,"Fymme Bongkot",14272,https://open.spotify.com/track/71rZCPjOAU8WBlXYPHNgRu
193,"Say You Won't Let Go","James Arthur",14270,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
194,Anpanman,BTS,14258,https://open.spotify.com/track/4lRwa7PKcGIuJMwtPIYKdy
195,รักโกรธ,"Season Five",14247,https://open.spotify.com/track/1rVsQiBov0b97U5ccZr0ty
196,"Galaxy - Acoustic","D Gerrard",14077,https://open.spotify.com/track/5dTrxzGlg1Dnc9rpkOmg52
197,มีผลต่อหัวใจ,"Non Tanon",13973,https://open.spotify.com/track/6LxsOkPSGBOsPhDKFAgYVM
198,"STAY - KR Ver.",BLACKPINK,13963,https://open.spotify.com/track/2tnBkiyJWLnQGsjyz4BuJJ
199,รักตัวเอง,"Room 39",13939,https://open.spotify.com/track/2rEV4Q9fHqZbecnNKHYoMJ
200,พบกันใหม่,Polycat,13924,https://open.spotify.com/track/4IKn1t0eZZzF5mji1vraVI
