,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
17,"คิดถึงจัง (มาหาหน่อย)","Oat Pramote",53855,https://open.spotify.com/track/63quSq4p0NagZdZI3ttb4f
18,"Strawberries & Cigarettes","Troye Sivan",53145,https://open.spotify.com/track/2z7UKVsBdbA7HFPunDKDP4
19,FRIENDS,Marshmello,52471,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
20,"พริบตา x STAMP","Bird Thongchai",51297,https://open.spotify.com/track/20Tl8mWZhryG75y3nqnlKE
21,วันหนึ่งฉันเดินเข้าป่า,"Max Jenmana",51282,https://open.spotify.com/track/46upHQ13xvw1y7ykEJpWU5
22,IDGAF,"Dua Lipa",49563,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
23,เกลียด,"The Yers",47584,https://open.spotify.com/track/6iXBlrBFuV6W3jExGuWy6f
24,TOY,"The Toys",47462,https://open.spotify.com/track/2Es5K3EnKVXsGqU8PtZLEL
25,"In My Blood","Shawn Mendes",47420,https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K
26,"Freaky Friday (feat. Chris Brown)","Lil Dicky",46203,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
27,ผิดที่ฉัน,60Miles,45335,https://open.spotify.com/track/65SM4x81LohlqhSVFqITWd
28,พอจะรู้,meyou.,44592,https://open.spotify.com/track/4p4SOBQ0fxHYluEcba6Xrq
29,Havana,"Camila Cabello",44566,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
30,"Galaxy (feat. Kob The X Factor)","D Gerrard",44046,https://open.spotify.com/track/0yO5RrszdEpqXhDwyhP6nX
31,Mine,Bazzi,43913,https://open.spotify.com/track/2lYjH3ZbCrW7CHmSRvVCN3
32,ฝันฤดูร้อน,"The Toys",43142,https://open.spotify.com/track/03UCygRxVwn1CyFEA7fiTV
33,"Love Lies (with Normani)",Khalid,42230,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
34,"Day 1 ◑",HONNE,41197,https://open.spotify.com/track/7AWZvcyaSBxRzaBJcHf9XL
35,อย่าบอก,"Atom Chanakan",40754,https://open.spotify.com/track/3CrDt4x72gWHaglwnM0CAH
36,เราไม่รู้จักกัน,Lula,39450,https://open.spotify.com/track/4uV4LZsIGnl7hqEOlGJWj3
37,"Paris in the Rain",Lauv,39430,https://open.spotify.com/track/0RGUIOZtmOXTWOy5EjvQbP
38,"One Kiss (with Dua Lipa)","Calvin Harris",39113,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
39,"Chasing Fire",Lauv,37354,https://open.spotify.com/track/1xy4apMFecGGkgBeaHFZ2M
40,ที่เก่า,"Marc Tatchapon",37310,https://open.spotify.com/track/0xBShp4NOIh5ChC55Xj0zz
41,"Capital Letters","Hailee Steinfeld",36836,https://open.spotify.com/track/3towKHKVOXCCcL1fHv6xFO
42,Perfect,"Ed Sheeran",35211,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
43,ควันเหงา,"Opor Praput",34066,https://open.spotify.com/track/6a35EmpHEmpvzlMPZqI5Kw
44,"Never Be the Same","Camila Cabello",33201,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
45,EVERYDAY,WINNER,32014,https://open.spotify.com/track/42rziXmwGA04hNSMi2MliA
46,"God's Plan",Drake,32005,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
47,พอ,"Atom Chanakan",31107,https://open.spotify.com/track/72KOmS4Af9IEFsT87TK1VQ
48,"Done For Me (feat. Kehlani)","Charlie Puth",29697,https://open.spotify.com/track/76S09sHj7GGMJAtOLjmVQ2
49,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,29033,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
50,ฝืนตัวเองไม่เป็น,"Non Tanon",28809,https://open.spotify.com/track/0FlZM6SFefxfXzX68IpVxb
51,ไม่เหมือนใคร,"D Gerrard",26378,https://open.spotify.com/track/39Mg8slCqS2tyaZUZ1cQ1M
52,Thunder,"Imagine Dragons",25664,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
53,"Koisuru Fortune Cookie คุกกี้เสี่ยงทาย",BNK48,25141,https://open.spotify.com/track/5OzKApzqDkOVg4P5jQlD8J
54,"ของขวัญ - Cover Version","The Toys",24975,https://open.spotify.com/track/72bifeUJaxwOtGjGiVqAeB
55,"Young Dumb & Broke",Khalid,24811,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
56,Wolves,"Selena Gomez",24764,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
57,ผู้ช่วยที่ดีที่สุด,Polycat,24385,https://open.spotify.com/track/6dZzTJXuTR2WWtGOvHutOU
58,อย่าร้องไห้,"Singto Numchok",24034,https://open.spotify.com/track/0S741gpnPQORvndXqMkGNX
59,"Bad Boy","Red Velvet",23690,https://open.spotify.com/track/5GKwq4sO5ZHKuWaDmdwMQc
60,"How Long","Charlie Puth",23333,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
61,"Pray For Me (with Kendrick Lamar)","The Weeknd",23297,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
62,Alien,"Sabrina Carpenter",22929,https://open.spotify.com/track/0RUTnY2B3s05fZuCHsNaUP
63,ถอย,Gliss,22796,https://open.spotify.com/track/3nJlzw6Gn33fitnoxJtLSj
64,บุพเพสันนิวาส,"Ice Sarunyu",22776,https://open.spotify.com/track/77DfhFeIrRRV9PYanYgjMl
65,Flames,"David Guetta",22734,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
66,"Nice For What",Drake,22505,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
67,หมอกร้าย,Lipta,22341,https://open.spotify.com/track/0EYgFMIXhjcFgX6xe2NY9v
68,"Too Good At Goodbyes","Sam Smith",22309,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
69,หน้าหนาวที่แล้ว,"The Toys",22226,https://open.spotify.com/track/5mVeBv0bUZPJU7kPZcm594
70,"จังหวะจะรัก - From “Heartbeat” Original Soundtrack","Violette Wautier",22131,https://open.spotify.com/track/1ux0god9zERqovPLrzRdBT
71,เจ็บจนไม่เข้าใจ,PORTRAIT,22095,https://open.spotify.com/track/4URCEQmgwuwaHiySIqGmIa
72,"Remind Me to Forget",Kygo,21874,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
73,โลกที่ไม่มีเธอ,PORTRAIT,21859,https://open.spotify.com/track/0fSl800MbFmlLs1aUxx7Z2
74,"Lost In Japan","Shawn Mendes",21621,https://open.spotify.com/track/7wvYmO5QscgIDDT0eNwbYX
75,ถอนหายใจ,Mild,21265,https://open.spotify.com/track/1rve7sIFz7JVxwfrisKyP3
76,"All Falls Down (feat. Juliander)","Alan Walker",21070,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb
77,ทรมานตัวเอง,"Bell Supol",21065,https://open.spotify.com/track/5lRwWrPogCyocSL7SYogg8
78,"LOVE SCENARIO",iKON,20932,https://open.spotify.com/track/6qAzAmPBUpGrk7XADZHR5k
79,"ฝัง (ใน) ใจ",ETC.,20520,https://open.spotify.com/track/2sO402csNLrYEpiJXlZUCD
80,"New Rules","Dua Lipa",20323,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
81,"เธอหนอเธอ (เพลงประกอบละคร บุพเพสันนิวาส)","Nan Vatiya",20186,https://open.spotify.com/track/5QX8KGEKkBiVPy8DecPqhV
82,"Change (feat. James Taylor)","Charlie Puth",20155,https://open.spotify.com/track/1EVVa8EtTKVMsCw35uJP0j
83,"There for You","Martin Garrix",19960,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
84,"Getting Over You",Lauv,19759,https://open.spotify.com/track/2BNkTvg1kHAAfGvqh56x5a
85,"Shape of You","Ed Sheeran",19511,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
86,"Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson",19093,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6
87,"Like I Do","David Guetta",18887,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
88,ใช่หรือเปล่า,"เต้ ดาวิชญ์ กรีพลฤกษ์",18872,https://open.spotify.com/track/2SoropeYCGbI2G2yYF57gG
89,ไวน์,"Max Jenmana",18547,https://open.spotify.com/track/00Hj710RrsLX5s9bothwlW
90,Nevermind,"Dennis Lloyd",18500,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
91,"You Are The Reason","Calum Scott",18409,https://open.spotify.com/track/2VgJDTfkuwlm7WIHnvtRCQ
92,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",18154,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
93,1950,"King Princess",17853,https://open.spotify.com/track/0CZ8lquoTX2Dkg7Ak2inwA
94,Flower,"Twopee Southside",17322,https://open.spotify.com/track/3Z1A584gUX1pxdlG3Oo8WT
95,"Playinwitme (feat. Kehlani)",KYLE,17252,https://open.spotify.com/track/43cFjTTCD9Cni4aSL0sORz
96,สารภาพ,Playground,17189,https://open.spotify.com/track/4Gjl7Z9S2LZEnWLeqQh67K
97,rockstar,"Post Malone",17062,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
98,"Don't Leave Me",BTS,17011,https://open.spotify.com/track/3zIG0WuI5RoJsFYnErkFDU
99,"Let Go",BTS,16825,https://open.spotify.com/track/1OqDvYVDhJyFZny7XlfIyZ
100,เพียงสบตา,Lydia,16617,https://open.spotify.com/track/4SQ8TgW24Xegwx3Gl8KvtY
101,"BBoom BBoom",MOMOLAND,16565,https://open.spotify.com/track/3BPoSr2pO34Aan6alFfVto
102,"A Good Night","John Legend",16553,https://open.spotify.com/track/7gevvAspxft2qQmcvJjNBH
103,รักตัวเอง,"Room 39",16492,https://open.spotify.com/track/2rEV4Q9fHqZbecnNKHYoMJ
104,"Everybody Hates Me","The Chainsmokers",16215,https://open.spotify.com/track/3pIigjAWkzwAonXpJ1fmSF
105,SAD!,XXXTENTACION,15980,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
106,"Wasted Times","The Weeknd",15895,https://open.spotify.com/track/72TyiiduRmczEbDIEtKQdR
107,"ปล่อย (Miss)","Clockwork Motionless",15613,https://open.spotify.com/track/7ihijRsdyrrQQR2iwSdibF
108,"So Far Away (feat. Jamie Scott & Romy Dya)","Martin Garrix",15583,https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM
109,"Baby Don’t Stop",NCT,15580,https://open.spotify.com/track/1EYSS9Lp7a9f20C3FaOVgI
110,Attention,"Charlie Puth",15558,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
111,"รู้ยัง - Acoustic Live Session","Ton Thanasit",15555,https://open.spotify.com/track/6ZKJbL6CkzpDDYeY2SPjeQ
112,เป็นทุกอย่าง,"Room 39",15402,https://open.spotify.com/track/09zqmrjQokoAfQJ1WeLkFK
113,รักโกรธ,"Season Five",15326,https://open.spotify.com/track/1rVsQiBov0b97U5ccZr0ty
114,"I Wanna Know (feat. Bea Miller)",NOTD,15234,https://open.spotify.com/track/18W92Zm1KjLCbUIszOhpkD
115,"Look Alive (feat. Drake)","BlocBoy JB",15095,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
116,เผด็จเกิร์ล,"Tattoo Colour",15016,https://open.spotify.com/track/6dnXdI7OhOJYvVjlT6pR03
117,"Put Me Back Together (feat. Kiiara)","Cheat Codes",14814,https://open.spotify.com/track/2zLIP4R6Yt3afkyh7uhmar
118,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",14646,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
119,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",14417,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
120,"Try Me","The Weeknd",14261,https://open.spotify.com/track/2poOAWEj1CStqTVPgIHZ8s
121,Wait,"Maroon 5",14011,https://open.spotify.com/track/4lUnFLtn8w3W76FiYDRzmO
122,"Something Just Like This","The Chainsmokers",13877,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
123,"I Like Me Better",Lauv,13850,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
124,มะงึกๆอุ๋งๆ,"Ornly You",13749,https://open.spotify.com/track/3Wz7m9QeE8EAfpg98uxhRk
125,"As If It's Your Last",BLACKPINK,13744,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
126,"Say You Won't Let Go","James Arthur",13431,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
127,BOSS,NCT,13221,https://open.spotify.com/track/0ErzcmZ2gIwX7X0xSMQPix
128,คิดถึงเสมอ,Lipta,13193,https://open.spotify.com/track/7dfs4SVfLPVORzjmYYqorK
129,บทสุดท้าย,"BANKK CA$H",13178,https://open.spotify.com/track/0xpkfml0e404bgSA0C9U2T
130,"นี่แหละความรัก (This is Love)","Peck Palitchoke",13159,https://open.spotify.com/track/13jEKU2J3JJPe3tpo8p4vY
131,"That's What I Like","Bruno Mars",13089,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
132,ลืมไปก่อน,"Buddha Bless",13078,https://open.spotify.com/track/6Rpj87GuuE59nij1NVmpzD
133,ยังคิดถึง...(Same),"Marc Tatchapon",13075,https://open.spotify.com/track/1OlInnJssr9pXY0Ooa0SDT
134,รถคันเก่า,"Atom Chanakan",13065,https://open.spotify.com/track/5tYSThnYOKQCEjtvFiGcL0
135,พบกันใหม่,Polycat,12962,https://open.spotify.com/track/4IKn1t0eZZzF5mji1vraVI
136,"Bad Luck",Lipta,12794,https://open.spotify.com/track/2NsA7Fkd0hRQBS52GLeRAf
137,Photograph,"Ed Sheeran",12659,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
138,PLEASE,"Atom Chanakan",12649,https://open.spotify.com/track/60hF3gZXQ33xdAXXk6tE1x
139,"New Heroes",TEN,12531,https://open.spotify.com/track/01EzeKKYrGoYtPsI7pSZeL
140,"I PROMISE YOU (I.P.U.)","Wanna One",12459,https://open.spotify.com/track/4XGEp6uSVqsKz0dUX8n1tI
141,Unpredictable,"Olly Murs",12374,https://open.spotify.com/track/5Gz1PxujU62sfecQpB0Stm
142,Naked,"James Arthur",12335,https://open.spotify.com/track/7krbSH3rd8lhIZvuzTV3Bl
143,"Super Far",LANY,12248,https://open.spotify.com/track/74ODGXs4byLTRdnKGM4s6E
144,"Walk It Talk It",Migos,12167,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
145,จดหมาย,"The Toys",12142,https://open.spotify.com/track/2wgGM5bNyPTVI2d7KHmmRw
146,Closer,"The Chainsmokers",12066,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
147,"Nothing to Regret",Robinson,12028,https://open.spotify.com/track/3C2xQqHVkhA1Ht17SzPRke
148,"365 วันกับเครื่องบินกระดาษ",BNK48,11930,https://open.spotify.com/track/2S7cWEBrDeiSd4LF7PfBoT
149,DNA,BTS,11786,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH
150,"피카부 Peek-A-Boo","Red Velvet",11754,https://open.spotify.com/track/42tFTth2jcF7iSo0RBjfJF
151,"There's Nothing Holdin' Me Back","Shawn Mendes",11535,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
152,เพื่อนรัก,"The Parkinson",11517,https://open.spotify.com/track/02ILnpL8IvIa9IQX7sSO9I
153,"Labelle - Acoustic","Telex Telexs",11516,https://open.spotify.com/track/55dOUAyuTB3QWo5sKrpsFv
154,"Spring Day",BTS,11465,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW
155,ยังไม่รู้,"Better Weather",11425,https://open.spotify.com/track/2OQQPlUlrSKu2nOPMwTS2c
156,แมงเม่า,"D Gerrard",11420,https://open.spotify.com/track/4PmcgMtRJRkxl2sCY1A6XJ
157,เอ๊ด-โอเค,"Blue Shade",11349,https://open.spotify.com/track/1iOCie7Pr0reKWfS6PkOMp
158,"Anata to Christmas Eve",BNK48,11327,https://open.spotify.com/track/2C9eDqjEyfZmQg6F5ZCe9s
159,"Ko Ko Bop",EXO,11251,https://open.spotify.com/track/5EzitieoPnjyKHAq0gfRMa
160,TOUCH,NCT,11229,https://open.spotify.com/track/1mdEvT7X3Rs7vL75fRb8oo
161,Stay,Zedd,11224,https://open.spotify.com/track/0I20rLT2MJDhcF96AjbNYo
162,ร้อยล้านวิว,Stamp,11193,https://open.spotify.com/track/2KKwNFzypGehPrAZCKc1HW
163,Honest,Bazzi,11180,https://open.spotify.com/track/0um5fyTPp1wjgASwqOnLzZ
164,X,"Nicky Jam",11123,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
165,"Rewrite The Stars","Zac Efron",11086,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
166,"Dusk Till Dawn - Radio Edit",ZAYN,11073,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
167,"Want You Back","5 Seconds of Summer",11053,https://open.spotify.com/track/2Pvr8rYuh5J8V7QglJhH6W
168,"빨간 맛 Red Flavor","Red Velvet",11038,https://open.spotify.com/track/7nKQ5WAcjnG48knyLuo8gO
169,เมื่อวาน,"Oat Pramote",10968,https://open.spotify.com/track/0ZQoB8rzr8sK2Jvkc7rkfT
170,เรื่องที่ขอ,Lula,10962,https://open.spotify.com/track/6ZDl7YLiNjey9VOdEM3pok
171,"Denim Jacket","Maroon 5",10917,https://open.spotify.com/track/3mDb74AlIH6vtsGQrfE2th
172,Fly,Marshmello,10894,https://open.spotify.com/track/2HO0uCyq8jOveEzvmo4JEu
173,"Galaxy - Acoustic","D Gerrard",10848,https://open.spotify.com/track/5dTrxzGlg1Dnc9rpkOmg52
174,Anywhere,"Rita Ora",10844,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
175,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",10832,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
176,"We Do (feat. Miranda Glory)",R3HAB,10774,https://open.spotify.com/track/3roMGtDfleE2N8M56E2WFs
177,"Plug Walk","Rich The Kid",10772,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
178,รอยยิ้ม,Scrubb,10721,https://open.spotify.com/track/6ezEwX2eZRZlioqYaUPOKX
179,Restart,"Room 39",10716,https://open.spotify.com/track/5gtXv0Ir0eolOIeDulhNZO
180,"I'm Yours","Jason Mraz",10697,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
181,BNK48,BNK48,10687,https://open.spotify.com/track/6bpVXb3VkyxsrtWIFvVNSo
182,"Sorry Not Sorry","Demi Lovato",10645,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
183,"River (feat. Ed Sheeran)",Eminem,10583,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
184,"FLOWER ROAD",BIGBANG,10582,https://open.spotify.com/track/37DVuXUPIFPsYBmr6hBoxA
185,Believer,"Imagine Dragons",10548,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4
186,"กว่าจักรวาล x Atom","Bird Thongchai",10395,https://open.spotify.com/track/2Akqcxo6AiquGYFcS5dmvT
187,แต่ยังคิดถึง,"Two Popetorn",10392,https://open.spotify.com/track/5RGCl0Gto9cyBoQurIN3zB
188,"For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne",10383,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
189,Energetic,"Wanna One",10378,https://open.spotify.com/track/3NkkcnnKrNHv4AiGaPdD76
190,"You're Not Missing Me","Chelsea Cutler",10350,https://open.spotify.com/track/7ahYQRrOQSXJ5OhsLnpfU8
191,"What Lovers Do (feat. SZA)","Maroon 5",10288,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
192,"REALLY REALLY - KR ver.",WINNER,10275,https://open.spotify.com/track/4Ve8XzRxQcAMyFWgqITHFk
193,"ปลายทางคือคุณ (Sound of Places)","Violette Wautier",10270,https://open.spotify.com/track/4HtRmWBXEwvTkdFbUc3no5
194,ปล่อย,"Pop Pongkool",10270,https://open.spotify.com/track/5eVmR3LXaUuJ4dgXfwcvsx
195,Lullaby,Sigala,10269,https://open.spotify.com/track/5xzCzOAOfRi4DOttSzvznR
196,BOOMERANG,"Wanna One",10241,https://open.spotify.com/track/0fAFOeAxAL5K8rZlLUMXQH
197,"Strip That Down","Liam Payne",10199,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
198,"Hard 2 Face Reality","Poo Bear",10182,https://open.spotify.com/track/0sPJELXHyWpFgkxlzvvRFI
199,Starboy,"The Weeknd",10163,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
200,คนที่คุณก็รู้ว่าใคร,Stamp,10081,https://open.spotify.com/track/3usWyH1du9AWTTxUIMOh79
