,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
17,"พริบตา x STAMP","Bird Thongchai",53400,https://open.spotify.com/track/20Tl8mWZhryG75y3nqnlKE
18,IDGAF,"Dua Lipa",52192,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
19,เกลียด,"The Yers",50700,https://open.spotify.com/track/6iXBlrBFuV6W3jExGuWy6f
20,"Call Out My Name","The Weeknd",50251,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
21,TOY,"The Toys",49647,https://open.spotify.com/track/2Es5K3EnKVXsGqU8PtZLEL
22,"Psycho (feat. Ty Dolla $ign)","Post Malone",48854,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
23,Havana,"Camila Cabello",47148,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
24,"Paris in the Rain",Lauv,45415,https://open.spotify.com/track/0RGUIOZtmOXTWOy5EjvQbP
25,พอจะรู้,meyou.,45065,https://open.spotify.com/track/4p4SOBQ0fxHYluEcba6Xrq
26,อย่าบอก,"Atom Chanakan",43380,https://open.spotify.com/track/3CrDt4x72gWHaglwnM0CAH
27,Delicate,"Taylor Swift",42941,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf
28,"Capital Letters","Hailee Steinfeld",41314,https://open.spotify.com/track/3towKHKVOXCCcL1fHv6xFO
29,"Galaxy (feat. Kob The X Factor)","D Gerrard",40207,https://open.spotify.com/track/0yO5RrszdEpqXhDwyhP6nX
30,ที่เก่า,"Marc Tatchapon",39739,https://open.spotify.com/track/0xBShp4NOIh5ChC55Xj0zz
31,"Done For Me (feat. Kehlani)","Charlie Puth",39287,https://open.spotify.com/track/76S09sHj7GGMJAtOLjmVQ2
32,"Strawberries & Cigarettes","Troye Sivan",39196,https://open.spotify.com/track/2z7UKVsBdbA7HFPunDKDP4
33,"Too Good At Goodbyes","Sam Smith",37679,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
34,Perfect,"Ed Sheeran",37501,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
35,Mine,Bazzi,36521,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
36,"Love Lies (with Normani)",Khalid,36341,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
37,บุพเพสันนิวาส,"Ice Sarunyu",35600,https://open.spotify.com/track/4e3GY4mFmSfGitpEpA0GBA
38,"Never Be the Same","Camila Cabello",35561,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
39,ผู้ช่วยที่ดีที่สุด,Polycat,35272,https://open.spotify.com/track/6dZzTJXuTR2WWtGOvHutOU
40,Wolves,"Selena Gomez",35187,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
41,"God's Plan",Drake,34328,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
42,"Freaky Friday (feat. Chris Brown)","Lil Dicky",34232,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
43,"คิดถึงจัง (มาหาหน่อย)","Oat Pramote",33218,https://open.spotify.com/track/63quSq4p0NagZdZI3ttb4f
44,ถอย,Gliss,32277,https://open.spotify.com/track/3nJlzw6Gn33fitnoxJtLSj
45,พอ,"Atom Chanakan",31981,https://open.spotify.com/track/72KOmS4Af9IEFsT87TK1VQ
46,"Day 1 ◑",HONNE,31935,https://open.spotify.com/track/7AWZvcyaSBxRzaBJcHf9XL
47,ฝันฤดูร้อน,"The Toys",31256,https://open.spotify.com/track/03UCygRxVwn1CyFEA7fiTV
48,"All Falls Down (feat. Juliander)","Alan Walker",30961,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb
49,"Koisuru Fortune Cookie คุกกี้เสี่ยงทาย",BNK48,30918,https://open.spotify.com/track/5OzKApzqDkOVg4P5jQlD8J
50,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,30810,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
51,"Chasing Fire",Lauv,29924,https://open.spotify.com/track/1xy4apMFecGGkgBeaHFZ2M
52,"Lost In Japan","Shawn Mendes",29614,https://open.spotify.com/track/7wvYmO5QscgIDDT0eNwbYX
53,"จังหวะจะรัก - From “Heartbeat” Original Soundtrack","Violette Wautier",29325,https://open.spotify.com/track/1ux0god9zERqovPLrzRdBT
54,Thunder,"Imagine Dragons",28384,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
55,ผิดที่ฉัน,60Miles,28157,https://open.spotify.com/track/4BpTBsnrNfAeEMZruM4Rjl
56,เราไม่รู้จักกัน,Lula,28115,https://open.spotify.com/track/4uV4LZsIGnl7hqEOlGJWj3
57,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",27900,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
58,ถอนหายใจ,Mild,27471,https://open.spotify.com/track/1rve7sIFz7JVxwfrisKyP3
59,"Young Dumb & Broke",Khalid,27375,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
60,"เธอหนอเธอ (เพลงประกอบละคร บุพเพสันนิวาส)","Nan Vatiya",27205,https://open.spotify.com/track/5QX8KGEKkBiVPy8DecPqhV
61,อย่าร้องไห้,"Singto Numchok",26736,https://open.spotify.com/track/0S741gpnPQORvndXqMkGNX
62,ฝืนตัวเองไม่เป็น,"Non Tanon",26294,https://open.spotify.com/track/0FlZM6SFefxfXzX68IpVxb
63,Flames,"David Guetta",25894,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
64,"How Long","Charlie Puth",25614,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
65,Attention,"Charlie Puth",24724,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
66,"Change (feat. James Taylor)","Charlie Puth",24470,https://open.spotify.com/track/1EVVa8EtTKVMsCw35uJP0j
67,ไม่เหมือนใคร,"D Gerrard",24145,https://open.spotify.com/track/39Mg8slCqS2tyaZUZ1cQ1M
68,"Pray For Me (with Kendrick Lamar)","The Weeknd",23477,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
69,"Bad Boy","Red Velvet",23271,https://open.spotify.com/track/5GKwq4sO5ZHKuWaDmdwMQc
70,"Something Just Like This","The Chainsmokers",22887,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
71,"There for You","Martin Garrix",22834,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
72,หน้าหนาวที่แล้ว,"The Toys",22111,https://open.spotify.com/track/5mVeBv0bUZPJU7kPZcm594
73,"Try Me","The Weeknd",21887,https://open.spotify.com/track/2poOAWEj1CStqTVPgIHZ8s
74,ทรมานตัวเอง,"Bell Supol",21464,https://open.spotify.com/track/5lRwWrPogCyocSL7SYogg8
75,โลกที่ไม่มีเธอ,PORTRAIT,21371,https://open.spotify.com/track/0fSl800MbFmlLs1aUxx7Z2
76,"Getting Over You",Lauv,21168,https://open.spotify.com/track/2BNkTvg1kHAAfGvqh56x5a
77,Alien,"Sabrina Carpenter",21163,https://open.spotify.com/track/0RUTnY2B3s05fZuCHsNaUP
78,"River (feat. Ed Sheeran)",Eminem,21071,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
79,"Remind Me to Forget",Kygo,21003,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
80,"Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson",20524,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6
81,"Like I Do","David Guetta",20517,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
82,"There's Nothing Holdin' Me Back","Shawn Mendes",20483,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
83,เจ็บจนไม่เข้าใจ,PORTRAIT,20447,https://open.spotify.com/track/4URCEQmgwuwaHiySIqGmIa
84,"ฝัง (ใน) ใจ",ETC.,20440,https://open.spotify.com/track/2sO402csNLrYEpiJXlZUCD
85,"New Rules","Dua Lipa",20292,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
86,"LOVE SCENARIO",iKON,20091,https://open.spotify.com/track/6qAzAmPBUpGrk7XADZHR5k
87,"Strip That Down","Liam Payne",19988,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
88,"Shape of You","Ed Sheeran",19984,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
89,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",19855,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
90,เพียงสบตา,Lydia,19512,https://open.spotify.com/track/0zU4dD3GRxUMp887xAoa76
91,รักตัวเอง,"Room 39",19424,https://open.spotify.com/track/2rEV4Q9fHqZbecnNKHYoMJ
92,ไวน์,"Max Jenmana",19291,https://open.spotify.com/track/00Hj710RrsLX5s9bothwlW
93,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",19042,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
94,ควันเหงา,"Opor Praput",18637,https://open.spotify.com/track/6a35EmpHEmpvzlMPZqI5Kw
95,"นี่แหละความรัก (This is Love)","Peck Palitchoke",18580,https://open.spotify.com/track/13jEKU2J3JJPe3tpo8p4vY
96,"Wasted Times","The Weeknd",18577,https://open.spotify.com/track/72TyiiduRmczEbDIEtKQdR
97,ใช่หรือเปล่า,"เต้ ดาวิชญ์ กรีพลฤกษ์",18458,https://open.spotify.com/track/2SoropeYCGbI2G2yYF57gG
98,SAD!,XXXTENTACION,18322,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
99,"Let Go",BTS,17850,https://open.spotify.com/track/1OqDvYVDhJyFZny7XlfIyZ
100,"Don't Leave Me",BTS,17662,https://open.spotify.com/track/3zIG0WuI5RoJsFYnErkFDU
101,รักโกรธ,"Season Five",17593,https://open.spotify.com/track/1rVsQiBov0b97U5ccZr0ty
102,"You Are The Reason","Calum Scott",17573,https://open.spotify.com/track/2VgJDTfkuwlm7WIHnvtRCQ
103,Mama,"Jonas Blue",17510,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
104,rockstar,"Post Malone",17324,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
105,"Everybody Hates Me","The Chainsmokers",17100,https://open.spotify.com/track/3pIigjAWkzwAonXpJ1fmSF
106,"Slow Hands","Niall Horan",17061,https://open.spotify.com/track/38yBBH2jacvDxrznF7h08J
107,"Baby Don’t Stop",NCT,16943,https://open.spotify.com/track/1EYSS9Lp7a9f20C3FaOVgI
108,1950,"King Princess",16742,https://open.spotify.com/track/0CZ8lquoTX2Dkg7Ak2inwA
109,สารภาพ,Playground,16207,https://open.spotify.com/track/4Gjl7Z9S2LZEnWLeqQh67K
110,"So Far Away (feat. Jamie Scott & Romy Dya)","Martin Garrix",16150,https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM
111,"Put Me Back Together (feat. Kiiara)","Cheat Codes",16126,https://open.spotify.com/track/2zLIP4R6Yt3afkyh7uhmar
112,"Look Alive (feat. Drake)","BlocBoy JB",15539,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
113,Flower,"Twopee Southside",15512,https://open.spotify.com/track/3Z1A584gUX1pxdlG3Oo8WT
114,เป็นทุกอย่าง,"Room 39",15282,https://open.spotify.com/track/09zqmrjQokoAfQJ1WeLkFK
115,"BBoom BBoom",MOMOLAND,15121,https://open.spotify.com/track/3BPoSr2pO34Aan6alFfVto
116,"ปล่อย (Miss)","Clockwork Motionless",14863,https://open.spotify.com/track/7ihijRsdyrrQQR2iwSdibF
117,"Playinwitme (feat. Kehlani)",KYLE,14766,https://open.spotify.com/track/43cFjTTCD9Cni4aSL0sORz
118,"Super Far",LANY,14730,https://open.spotify.com/track/74ODGXs4byLTRdnKGM4s6E
119,BOSS,NCT,14641,https://open.spotify.com/track/0ErzcmZ2gIwX7X0xSMQPix
120,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",14452,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
121,Honest,Bazzi,14450,https://open.spotify.com/track/5ouNakSA4Ys0aJvoFBJtXn
122,"Hurt You","The Weeknd",14446,https://open.spotify.com/track/13wNEvWmBsWaWVtiLPRIW5
123,"I Was Never There","The Weeknd",14428,https://open.spotify.com/track/56d6kYZhfhzpoC3s1dRU2V
124,Wait,"Maroon 5",14395,https://open.spotify.com/track/4lUnFLtn8w3W76FiYDRzmO
125,เผด็จเกิร์ล,"Tattoo Colour",14171,https://open.spotify.com/track/6dnXdI7OhOJYvVjlT6pR03
126,"I Like Me Better",Lauv,14140,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
127,"Say You Won't Let Go","James Arthur",14134,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
128,Unpredictable,"Olly Murs",13918,https://open.spotify.com/track/5Gz1PxujU62sfecQpB0Stm
129,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",13738,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
130,"Denim Jacket","Maroon 5",13723,https://open.spotify.com/track/3mDb74AlIH6vtsGQrfE2th
131,"I PROMISE YOU (I.P.U.)","Wanna One",13702,https://open.spotify.com/track/4XGEp6uSVqsKz0dUX8n1tI
132,บทสุดท้าย,"BANKK CA$H",13658,https://open.spotify.com/track/0xpkfml0e404bgSA0C9U2T
133,"รู้ยัง - Acoustic Live Session","Ton Thanasit",13558,https://open.spotify.com/track/6ZKJbL6CkzpDDYeY2SPjeQ
134,ฤดู,Scrubb,13552,https://open.spotify.com/track/03wu8u9k1LtWdlXK4mOEcG
135,ยังคิดถึง...(Same),"Marc Tatchapon",13485,https://open.spotify.com/track/1OlInnJssr9pXY0Ooa0SDT
136,Heaven,"Julia Michaels",13446,https://open.spotify.com/track/4QfNOZN7vrQCQKK1ZJ3XPb
137,Naked,"James Arthur",13444,https://open.spotify.com/track/7krbSH3rd8lhIZvuzTV3Bl
138,คนที่แสนธรรมดา,Pause,13334,https://open.spotify.com/track/2cVpBnBvc8bhGDaSCFr6rV
139,"As If It's Your Last",BLACKPINK,13334,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
140,"That's What I Like","Bruno Mars",13088,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
141,Photograph,"Ed Sheeran",12914,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
142,"365 วันกับเครื่องบินกระดาษ",BNK48,12866,https://open.spotify.com/track/2S7cWEBrDeiSd4LF7PfBoT
143,PLEASE,"Atom Chanakan",12858,https://open.spotify.com/track/60hF3gZXQ33xdAXXk6tE1x
144,Nevermind,"Dennis Lloyd",12745,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
145,"I Miss You (feat. Julia Michaels)","Clean Bandit",12744,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
146,"Bad Luck",Lipta,12718,https://open.spotify.com/track/2NsA7Fkd0hRQBS52GLeRAf
147,"กว่าจักรวาล x Atom","Bird Thongchai",12631,https://open.spotify.com/track/2Akqcxo6AiquGYFcS5dmvT
148,"I Wanna Know (feat. Bea Miller)",NOTD,12493,https://open.spotify.com/track/18W92Zm1KjLCbUIszOhpkD
149,จดหมาย,"The Toys",12473,https://open.spotify.com/track/2wgGM5bNyPTVI2d7KHmmRw
150,ลืมไปก่อน,"Buddha Bless",12299,https://open.spotify.com/track/6Rpj87GuuE59nij1NVmpzD
151,ผู้ชมที่ดี,MEAN,12268,https://open.spotify.com/track/14ukOd1Rxw8Fi1pqmiNXMa
152,รถคันเก่า,"Atom Chanakan",12225,https://open.spotify.com/track/5tYSThnYOKQCEjtvFiGcL0
153,แมงเม่า,"D Gerrard",12200,https://open.spotify.com/track/4PmcgMtRJRkxl2sCY1A6XJ
154,พบกันใหม่,Polycat,12138,https://open.spotify.com/track/4IKn1t0eZZzF5mji1vraVI
155,TOUCH,NCT,12111,https://open.spotify.com/track/1mdEvT7X3Rs7vL75fRb8oo
156,Lullaby,R3HAB,12044,https://open.spotify.com/track/0DhkTGjEaIHaSxTfC14BFm
157,"Rewrite The Stars","Zac Efron",11984,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
158,เหตุผลของคนหมดรัก,"Poppy ชัชชญา",11980,https://open.spotify.com/track/5l2ZAgQfsNLxmZCBu1DaEE
159,"Galaxy - Acoustic","D Gerrard",11969,https://open.spotify.com/track/5dTrxzGlg1Dnc9rpkOmg52
160,Closer,"The Chainsmokers",11953,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
161,"Nothing to Regret",Robinson,11792,https://open.spotify.com/track/3C2xQqHVkhA1Ht17SzPRke
162,"피카부 Peek-A-Boo","Red Velvet",11785,https://open.spotify.com/track/42tFTth2jcF7iSo0RBjfJF
163,Fly,Marshmello,11697,https://open.spotify.com/track/2HO0uCyq8jOveEzvmo4JEu
164,Privilege,"The Weeknd",11663,https://open.spotify.com/track/26Fqtv4Aa7kyd1WWGHai6A
165,X,"Nicky Jam",11621,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
166,"Nobody Compares To You",Gryffin,11582,https://open.spotify.com/track/0W363qrIc4GwuwOqa0WAEO
167,"Walk It Talk It",Migos,11556,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
168,ร้อยล้านวิว,Stamp,11459,https://open.spotify.com/track/2KKwNFzypGehPrAZCKc1HW
169,Girls,"The 1975",11443,https://open.spotify.com/track/5WSdMcWTKRdN1QYVJHJWxz
170,DNA,BTS,11430,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH
171,"Look What You Made Me Do","Taylor Swift",11389,https://open.spotify.com/track/5troof8mcGO3AafoDbk1gc
172,"Want You Back","5 Seconds of Summer",11388,https://open.spotify.com/track/2Pvr8rYuh5J8V7QglJhH6W
173,เพื่อนรัก,"The Parkinson",11323,https://open.spotify.com/track/02ILnpL8IvIa9IQX7sSO9I
174,"For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne",11312,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
175,BNK48,BNK48,11308,https://open.spotify.com/track/6bpVXb3VkyxsrtWIFvVNSo
176,ยังไม่รู้,"Better Weather",11248,https://open.spotify.com/track/2OQQPlUlrSKu2nOPMwTS2c
177,Everyday,Logic,11245,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
178,"Anata to Christmas Eve",BNK48,11179,https://open.spotify.com/track/2C9eDqjEyfZmQg6F5ZCe9s
179,"End Game","Taylor Swift",11142,https://open.spotify.com/track/2x0WlnmfG39ZuDmstl9xfX
180,เรื่องที่ขอ,Lula,11137,https://open.spotify.com/track/6ZDl7YLiNjey9VOdEM3pok
181,New,Daya,11134,https://open.spotify.com/track/7y4JznkAv2W3IKw9T1o2VK
182,BOOMERANG,"Wanna One",11098,https://open.spotify.com/track/0fAFOeAxAL5K8rZlLUMXQH
183,"Sick Boy","The Chainsmokers",11096,https://open.spotify.com/track/2JfXj2TERIkHwJpnG9f8uX
184,Stay,Zedd,11065,https://open.spotify.com/track/0I20rLT2MJDhcF96AjbNYo
185,"Sorry Not Sorry","Demi Lovato",11012,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
186,Anywhere,"Rita Ora",10987,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
187,"Dusk Till Dawn - Radio Edit",ZAYN,10970,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
188,ILYSB,LANY,10967,https://open.spotify.com/track/0dPBlz8N0veeceejtuvpPz
189,"What Lovers Do (feat. SZA)","Maroon 5",10941,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
190,"Spring Day",BTS,10873,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW
191,"빨간 맛 Red Flavor","Red Velvet",10841,https://open.spotify.com/track/7nKQ5WAcjnG48knyLuo8gO
192,"You're Not Missing Me","Chelsea Cutler",10811,https://open.spotify.com/track/7ahYQRrOQSXJ5OhsLnpfU8
193,เมื่อวาน,"Oat Pramote",10739,https://open.spotify.com/track/0ZQoB8rzr8sK2Jvkc7rkfT
194,แต่ยังคิดถึง,"Two Popetorn",10684,https://open.spotify.com/track/5RGCl0Gto9cyBoQurIN3zB
195,Believer,"Imagine Dragons",10683,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4
196,"FLOWER ROAD",BIGBANG,10644,https://open.spotify.com/track/37DVuXUPIFPsYBmr6hBoxA
197,ชีวิตที่มีชีวิต,Getsunova,10566,https://open.spotify.com/track/0GkkPPQBAwRewWY7aDJLl2
198,"Plug Walk","Rich The Kid",10552,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
199,"Lemon - Drake Remix",N.E.R.D,10533,https://open.spotify.com/track/739vCwA3EpBSkk3uDsI2wB
200,"Ko Ko Bop",EXO,10527,https://open.spotify.com/track/5EzitieoPnjyKHAq0gfRMa
