,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
68,"Lucid Dreams","Juice WRLD",26717,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
69,พอ,"Atom Chanakan",26044,https://open.spotify.com/track/72KOmS4Af9IEFsT87TK1VQ
70,ยินดีที่ได้พบ,"Gunn Junhavat",25926,https://open.spotify.com/track/2Scnnv3XSqW0QpF7ctmU3k
71,Audio,Sia,25797,https://open.spotify.com/track/7boPPE857KEqCIHNwFkDop
72,"Jackie Chan",Tiësto,25635,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
73,พจนานุกรม,"M YOSS",25152,https://open.spotify.com/track/5BWrWxIqRSuTW9OowaBBoy
74,Light,"Wanna One",25106,https://open.spotify.com/track/0JQPxSYL6alc9UvsPvBoFA
75,สามฤดู,Atip,25079,https://open.spotify.com/track/0wjdbi2kW1Tf3T8KibW4FH
76,เพื่อนชื่อความเหงา,"Telex Telexs",24455,https://open.spotify.com/track/0BiYDH1JeVlh1XoZcsyQS2
77,เจ็บจนไม่เข้าใจ,PORTRAIT,24191,https://open.spotify.com/track/4URCEQmgwuwaHiySIqGmIa
78,"I'll Be There","Jess Glynne",24188,https://open.spotify.com/track/083Qf6hn6sFL6xiOHlZUyn
79,"รักน้องคนเดียวววว - เพลงประกอบภาพยนตร์ น้อง.พี่.ที่รัก",UrboyTJ,23956,https://open.spotify.com/track/1vYMSUrfHxmF4r5zPtdqEe
80,อย่าบอก,"Atom Chanakan",23651,https://open.spotify.com/track/3CrDt4x72gWHaglwnM0CAH
81,"This Is America","Childish Gambino",23643,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
82,Havana,"Camila Cabello",22986,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
83,ตราบที่ยังหายใจ,"Ae Jirakorn",22859,https://open.spotify.com/track/3iMqBP3t7w9LSOs7axon1E
84,"Playinwitme (feat. Kehlani)",KYLE,22717,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
85,"Young Dumb & Broke",Khalid,22404,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
86,Enemies,Lauv,22367,https://open.spotify.com/track/3JJYIoJ5FyY9E0DGjr7SXF
87,ควันเหงา,"Opor Praput",22362,https://open.spotify.com/track/6a35EmpHEmpvzlMPZqI5Kw
88,อย่าเลย...อย่า(ทรมาน),"Moving and Cut",22147,https://open.spotify.com/track/5tMVqeydIb4NWI1o2cHoYT
89,"Ghost Town","Kanye West",21672,https://open.spotify.com/track/6Bg7MznA9X0dIhlAsLyBYj
90,"พริบตา x STAMP","Bird Thongchai",21601,https://open.spotify.com/track/20Tl8mWZhryG75y3nqnlKE
91,ฝันฤดูร้อน,"The Toys",21576,https://open.spotify.com/track/03UCygRxVwn1CyFEA7fiTV
92,"Love Lies (with Normani)",Khalid,20929,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
93,Flames,"David Guetta",20902,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
94,"Nice For What",Drake,20786,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
95,"Baby Don’t Stop",NCT,20770,https://open.spotify.com/track/1EYSS9Lp7a9f20C3FaOVgI
96,"Where Were You In The Morning?","Shawn Mendes",20608,https://open.spotify.com/track/51wrmElSLxFzc0vSQPeTxs
97,Perfect,"Ed Sheeran",20558,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
98,"Paris in the Rain",Lauv,20530,https://open.spotify.com/track/41CgzGD7xlgnJe14R4cqkL
99,"As If It's Your Last",BLACKPINK,20338,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
100,ไวน์,"Max Jenmana",20279,https://open.spotify.com/track/00Hj710RrsLX5s9bothwlW
101,โลกที่ไม่มีเธอ,PORTRAIT,20262,https://open.spotify.com/track/0fSl800MbFmlLs1aUxx7Z2
102,"The Truth Untold",BTS,20197,https://open.spotify.com/track/48XfojJC87VKLlUotYV0Gm
103,"Airplane pt.2",BTS,20051,https://open.spotify.com/track/1trFxVLL8WKhYap543e74l
104,"Bad Boy","Red Velvet",19972,https://open.spotify.com/track/5GKwq4sO5ZHKuWaDmdwMQc
105,เป็นทุกอย่าง,"Room 39",19965,https://open.spotify.com/track/09zqmrjQokoAfQJ1WeLkFK
106,หน่วง,"Room 39",19873,https://open.spotify.com/track/1DwuRmCQZ3YHfUrZZUJHcu
107,LATATA,(G)I-DLE,19814,https://open.spotify.com/track/2ezKXygNO30pXyDQXkm6oD
108,"Let Me Down Slowly","Alec Benjamin",19694,https://open.spotify.com/track/2uaiyLKnYvazyfR0Ky3Kbk
109,"New Rules","Dua Lipa",19532,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
110,"Midsummer Madness",88rising,19267,https://open.spotify.com/track/0wFmawqundY8rOn9sZUqA6
111,"Too Good At Goodbyes","Sam Smith",19095,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
112,หน้าหนาวที่แล้ว,"The Toys",18932,https://open.spotify.com/track/5mVeBv0bUZPJU7kPZcm594
113,"BBoom BBoom",MOMOLAND,18922,https://open.spotify.com/track/3BPoSr2pO34Aan6alFfVto
114,"จังหวะจะรัก - From “Heartbeat” Original Soundtrack","Violette Wautier",18898,https://open.spotify.com/track/1ux0god9zERqovPLrzRdBT
115,"What is Love?",TWICE,18767,https://open.spotify.com/track/2PhG74FocRobLC8pP9cIBI
116,ถ้าหาก,"Two Popetorn",18681,https://open.spotify.com/track/3o5FB7uyNadcadhKe3GP32
117,Messy,Kiiara,18578,https://open.spotify.com/track/0BOEuUKoHdy8in20fG5smd
118,ร่มสีเทา,Whatcharawale,18495,https://open.spotify.com/track/6z56u8jPSSroDFrJVD5cMf
119,ทรมานตัวเอง,"Bell Supol",18380,https://open.spotify.com/track/5lRwWrPogCyocSL7SYogg8
120,"God's Plan",Drake,18242,https://open.spotify.com/track/6T8cJz5lAqGer9GUHGyelE
121,"Shape of You","Ed Sheeran",18227,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
122,Bloom,"Troye Sivan",18217,https://open.spotify.com/track/1hSOt9IeshMkuKP9ri4hOf
123,Kangaroo,"Wanna One",18095,https://open.spotify.com/track/6YhEAa5c9yNLLFXz5b30vs
124,"ปล่อย (Miss)","Clockwork Motionless",18077,https://open.spotify.com/track/7ihijRsdyrrQQR2iwSdibF
125,"Taste (feat. Offset)",Tyga,18027,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
126,"Lover Boy","Phum Viphurit",17883,https://open.spotify.com/track/2rd4FH1cSaWGc0ZiUaMbX9
127,Hooked,"Why Don't We",17825,https://open.spotify.com/track/0kg36eEw4un3UwGvnf93xT
128,Restart,"Room 39",17381,https://open.spotify.com/track/5gtXv0Ir0eolOIeDulhNZO
129,"Call Out My Name","The Weeknd",17324,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
130,Anpanman,BTS,17316,https://open.spotify.com/track/4lRwa7PKcGIuJMwtPIYKdy
131,เหมือนในวันเก่า,KLEAR,17260,https://open.spotify.com/track/5YFjjpnRuzrewr7n5ynrSt
132,Colour,MNEK,17234,https://open.spotify.com/track/7haQE5nOcxwk0HXahP0aV3
133,"I'm Upset",Drake,17203,https://open.spotify.com/track/54oMZ3blwWwuPN4wEoG5mk
134,Sandglass,"Wanna One",16941,https://open.spotify.com/track/7oDi0GSzvDekTCaILaKaWP
135,"Magic Shop",BTS,16935,https://open.spotify.com/track/22ryCgQttpV7oCrn7llGRu
136,"วู่วาม - Unreleased Version","Season Five",16840,https://open.spotify.com/track/2nAUhnLMltzWOHCnjAUsGd
137,PLEASE,"Atom Chanakan",16802,https://open.spotify.com/track/60hF3gZXQ33xdAXXk6tE1x
138,Delicate,"Taylor Swift",16477,https://open.spotify.com/track/7CneiDesUKFJO3Ix01dnfr
139,EVERYDAY,WINNER,16472,https://open.spotify.com/track/42rziXmwGA04hNSMi2MliA
140,"Freaky Friday (feat. Chris Brown)","Lil Dicky",16373,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
141,"I Like Me Better",Lauv,16372,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
142,มีแฟน'ยัง,"LOTTE Thakorn",16112,https://open.spotify.com/track/63ZR6CaIe8mYwgg8vEWxTQ
143,กะทันหัน,"Fymme Bongkot",16090,https://open.spotify.com/track/71rZCPjOAU8WBlXYPHNgRu
144,ลืมไปก่อน,"Buddha Bless",15882,https://open.spotify.com/track/6Rpj87GuuE59nij1NVmpzD
145,"rockstar (feat. 21 Savage)","Post Malone",15875,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
146,"First lady","Peck Palitchoke",15785,https://open.spotify.com/track/351T6pr9DCEYYoYEaPm8Ib
147,"FAKE LOVE (Rocking Vibe Mix)",BTS,15747,https://open.spotify.com/track/782ET7GKMVvNPBez4nsurW
148,"I'm Yours","Jason Mraz",15637,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
149,"Get It","PRISTIN V",15630,https://open.spotify.com/track/6sOBI67H8F3S1cNS6CM5p7
150,"PICK ME","PRODUCE 48",15534,https://open.spotify.com/track/1LShDXXs40R8bQFNBBupI3
151,"Will You Marry Me?","Singto Numchok",15395,https://open.spotify.com/track/2HwOamAtj53erNyzRSaGWZ
152,กอดฉัน,FIIXD,15332,https://open.spotify.com/track/5EL4HQ8ld7aQyfI2DhukoW
153,ซ่อน,"Telex Telexs",15314,https://open.spotify.com/track/1Np7CVd74Ku6LtIR3w0m29
154,Attention,"Charlie Puth",15201,https://open.spotify.com/track/5cF0dROlMOK5uNZtivgu50
155,"Have It All","Jason Mraz",15162,https://open.spotify.com/track/1pIMxRddmCGalHnRbLFkWg
156,"วิ่งแบบพี่ตูน - Remix",Younggu,14999,https://open.spotify.com/track/5Rkz3ectrRdpJFvvrM7QC2
157,"Say You Won't Let Go","James Arthur",14941,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
158,"Location Unknown ◐",HONNE,14933,https://open.spotify.com/track/0I5dM0TUz3p33re4kLdsXJ
159,ยังคิดถึง...(Same),"Marc Tatchapon",14755,https://open.spotify.com/track/1OlInnJssr9pXY0Ooa0SDT
160,Fire,DABOYWAY,14704,https://open.spotify.com/track/6NuQyMVpR0TgbewdK4hEgr
161,"PLAYING WITH FIRE - KR Ver.",BLACKPINK,14542,https://open.spotify.com/track/5OepnJhqZoyJN8qWo2LZzy
162,Photograph,"Ed Sheeran",14509,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
163,"Forget to Forget","SHY Martin",14464,https://open.spotify.com/track/4E5IBDRu8kJbzUv1qaZM1t
164,Mine,Bazzi,14382,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
165,เนรมิตเอง,"Tattoo Colour",14331,https://open.spotify.com/track/4SalFQ7LDQwmhV3F6Pfk7B
166,"Forever and a Day","Wanna One",14221,https://open.spotify.com/track/2DkZH7VJN2jndrfYl2vrd1
167,ถอนหายใจ,Mild,14215,https://open.spotify.com/track/1rve7sIFz7JVxwfrisKyP3
168,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",14171,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
169,"Koisuru Fortune Cookie คุกกี้เสี่ยงทาย",BNK48,14112,https://open.spotify.com/track/5OzKApzqDkOVg4P5jQlD8J
170,Alien,"Sabrina Carpenter",14104,https://open.spotify.com/track/0RUTnY2B3s05fZuCHsNaUP
171,Wolves,"Selena Gomez",14082,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
172,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",14060,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
173,รักตัวเอง,"Room 39",14044,https://open.spotify.com/track/2rEV4Q9fHqZbecnNKHYoMJ
174,"YOUniverse (จักรวาลเธอ)","นนน กรภัทร์",14017,https://open.spotify.com/track/5wnvPLqq3sTR3GmVmUqEwu
175,อธิษฐาน,Prem,13991,https://open.spotify.com/track/74p4LbrOxxxzM2xKokMk2x
176,Thunder,"Imagine Dragons",13986,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
177,"Galaxy - Acoustic","D Gerrard",13961,https://open.spotify.com/track/5dTrxzGlg1Dnc9rpkOmg52
178,"How Long","Charlie Puth",13883,https://open.spotify.com/track/6wmAHw1szh5RCKSRjiXhPe
179,Shonichi,BNK48,13834,https://open.spotify.com/track/74sRRQQx5eRdYSA7eaBjvU
180,"That's What I Like","Bruno Mars",13780,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
181,"Love Maze",BTS,13767,https://open.spotify.com/track/645YBsxhFPSOKxGep3uHLv
182,เรื่องที่ขอ,Lula,13765,https://open.spotify.com/track/0zLzNTE4ADywFbtyDwBLUH
183,Nevermind,"Dennis Lloyd",13562,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
184,ยังไม่รู้,"Better Weather",13492,https://open.spotify.com/track/2OQQPlUlrSKu2nOPMwTS2c
185,"So What",BTS,13476,https://open.spotify.com/track/4CvId64YZSB0RfRdfzPIQU
186,"11 (Eleven)","Wanna One",13453,https://open.spotify.com/track/0vn5ccmPFWyirNQhryiuLa
187,"BOOMBAYAH - KR Ver.",BLACKPINK,13384,https://open.spotify.com/track/1qAPA8TooLVEqAZ58fhcrt
188,"ลบ (Delete)","GENA DESOUZA",13367,https://open.spotify.com/track/5Dw1GizIyvFeUFEITiZFec
189,"You Deserve Better","James Arthur",13362,https://open.spotify.com/track/4S1GTwPVpkSy7CsJIDKPEz
190,Energetic,"Wanna One",13179,https://open.spotify.com/track/3NkkcnnKrNHv4AiGaPdD76
191,รักโกรธ,"Season Five",13032,https://open.spotify.com/track/1rVsQiBov0b97U5ccZr0ty
192,Happier,"Ed Sheeran",12990,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
193,ปล่อย,"Pop Pongkool",12966,https://open.spotify.com/track/5eVmR3LXaUuJ4dgXfwcvsx
194,RIVER,BNK48,12925,https://open.spotify.com/track/4BpBCQi1r3ZEOQY6YZfzlW
195,"WHISTLE - KR Ver.",BLACKPINK,12831,https://open.spotify.com/track/67BbMuItfrHmaNqDxBPF7c
196,Closer,"The Chainsmokers",12653,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
197,"Never Be the Same","Camila Cabello",12644,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
198,DNA,BTS,12636,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH
199,ถอย,Gliss,12594,https://open.spotify.com/track/3nJlzw6Gn33fitnoxJtLSj
200,"Yes Indeed","Lil Baby",12592,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
