,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,ภาพจำ,"Pop Pongkool",95580,https://open.spotify.com/track/4YRpjJaJpiI36HM36Dn5lS
2,นอนได้แล้ว,"Fukking Hero",84887,https://open.spotify.com/track/5JhLoyD2idGlKXwD9nmYuB
3,"Good Morning Teacher","Atom Chanakan",75251,https://open.spotify.com/track/4AsE3bvoh6yuZls617lj4Z
4,ถ้าฉันหายไป(Skyline),"Earth Patravee",72856,https://open.spotify.com/track/0goff2JabkZTEq1yKeyoM8
5,คนที่ไม่ใช่,O-Pavee,64088,https://open.spotify.com/track/76rs0Apd4Ct5LwJm8pB6r1
6,"อยู่ดีๆก็… (feat. Youngohm)",Wonderframe,63655,https://open.spotify.com/track/0b9JDLbAgCazIwPSWj6DNL
7,"Call Out My Name","The Weeknd",59937,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
8,04:00,"The Toys",58779,https://open.spotify.com/track/3h7TbK7x7yxJavEZydbOzX
9,"Strawberries & Cigarettes","Troye Sivan",57582,https://open.spotify.com/track/2z7UKVsBdbA7HFPunDKDP4
10,"555 (ToT)",Wonderframe,57410,https://open.spotify.com/track/5LcwUVWyRxuOfSawnKlbBV
11,รู้ดีว่าไม่ดี,Getsunova,56282,https://open.spotify.com/track/37LAaRNSnB6b1T2ckX6VSk
12,"The Middle",Zedd,55285,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
13,FRIENDS,Marshmello,54349,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
14,"Let Me",ZAYN,54318,https://open.spotify.com/track/7Fg342AJtNsIDdwCfX0paC
15,"One Kiss (with Dua Lipa)","Calvin Harris",51798,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
16,"Psycho (feat. Ty Dolla $ign)","Post Malone",51689,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
17,"คิดถึงจัง (มาหาหน่อย)","Oat Pramote",50708,https://open.spotify.com/track/63quSq4p0NagZdZI3ttb4f
18,"พริบตา x STAMP","Bird Thongchai",49649,https://open.spotify.com/track/20Tl8mWZhryG75y3nqnlKE
19,ผิดที่ฉัน,60Miles,47516,https://open.spotify.com/track/65SM4x81LohlqhSVFqITWd
20,Delicate,"Taylor Swift",47508,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf
21,"All The Stars (with SZA)","Kendrick Lamar",46920,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
22,วันหนึ่งฉันเดินเข้าป่า,"Max Jenmana",46697,https://open.spotify.com/track/46upHQ13xvw1y7ykEJpWU5
23,IDGAF,"Dua Lipa",46286,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
24,เกลียด,"The Yers",45165,https://open.spotify.com/track/6iXBlrBFuV6W3jExGuWy6f
25,ฝันฤดูร้อน,"The Toys",45162,https://open.spotify.com/track/03UCygRxVwn1CyFEA7fiTV
26,หมอกร้าย,Lipta,44951,https://open.spotify.com/track/0EYgFMIXhjcFgX6xe2NY9v
27,TOY,"The Toys",44948,https://open.spotify.com/track/2Es5K3EnKVXsGqU8PtZLEL
28,"Galaxy (feat. Kob The X Factor)","D Gerrard",44094,https://open.spotify.com/track/0yO5RrszdEpqXhDwyhP6nX
29,พอจะรู้,meyou.,43821,https://open.spotify.com/track/4p4SOBQ0fxHYluEcba6Xrq
30,"Freaky Friday (feat. Chris Brown)","Lil Dicky",43722,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
31,Havana,"Camila Cabello",42856,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
32,"In My Blood","Shawn Mendes",41506,https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K
33,"Day 1 ◑",HONNE,40194,https://open.spotify.com/track/7AWZvcyaSBxRzaBJcHf9XL
34,"Nice For What",Drake,38989,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
35,"ของขวัญ - Cover Version","The Toys",38758,https://open.spotify.com/track/72bifeUJaxwOtGjGiVqAeB
36,Shonichi,BNK48,38718,https://open.spotify.com/track/74sRRQQx5eRdYSA7eaBjvU
37,อย่าบอก,"Atom Chanakan",38226,https://open.spotify.com/track/3CrDt4x72gWHaglwnM0CAH
38,"Love Lies (with Normani)",Khalid,36655,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
39,ออเจ้าเอย,"Pete Pol",36003,https://open.spotify.com/track/0vDO51gqh14Pq5gDdHBoKO
40,Mine,Bazzi,35919,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
41,ที่เก่า,"Marc Tatchapon",35520,https://open.spotify.com/track/0xBShp4NOIh5ChC55Xj0zz
42,"Paris in the Rain",Lauv,33536,https://open.spotify.com/track/0RGUIOZtmOXTWOy5EjvQbP
43,Perfect,"Ed Sheeran",33395,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
44,"Capital Letters","Hailee Steinfeld",33109,https://open.spotify.com/track/3towKHKVOXCCcL1fHv6xFO
45,เราไม่รู้จักกัน,Lula,31825,https://open.spotify.com/track/4uV4LZsIGnl7hqEOlGJWj3
46,"What is Love?",TWICE,31387,https://open.spotify.com/track/2PhG74FocRobLC8pP9cIBI
47,ฝืนตัวเองไม่เป็น,"Non Tanon",29593,https://open.spotify.com/track/0FlZM6SFefxfXzX68IpVxb
48,ควันเหงา,"Opor Praput",29426,https://open.spotify.com/track/6a35EmpHEmpvzlMPZqI5Kw
49,พอ,"Atom Chanakan",29301,https://open.spotify.com/track/72KOmS4Af9IEFsT87TK1VQ
50,มะงึกๆอุ๋งๆ,"Ornly You",28558,https://open.spotify.com/track/3Wz7m9QeE8EAfpg98uxhRk
51,ไม่เหมือนใคร,"D Gerrard",28254,https://open.spotify.com/track/39Mg8slCqS2tyaZUZ1cQ1M
52,"God's Plan",Drake,27778,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
53,"Never Be the Same","Camila Cabello",27327,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
54,"Chasing Fire",Lauv,26290,https://open.spotify.com/track/1xy4apMFecGGkgBeaHFZ2M
55,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,25764,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
56,Thunder,"Imagine Dragons",24663,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
57,"Young Dumb & Broke",Khalid,24610,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
58,Alien,"Sabrina Carpenter",23229,https://open.spotify.com/track/0RUTnY2B3s05fZuCHsNaUP
59,"Koisuru Fortune Cookie คุกกี้เสี่ยงทาย",BNK48,23181,https://open.spotify.com/track/5OzKApzqDkOVg4P5jQlD8J
60,"How Long","Charlie Puth",22878,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
61,Flames,"David Guetta",22194,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
62,ผู้ช่วยที่ดีที่สุด,Polycat,22188,https://open.spotify.com/track/6dZzTJXuTR2WWtGOvHutOU
63,"Bad Boy","Red Velvet",21985,https://open.spotify.com/track/5GKwq4sO5ZHKuWaDmdwMQc
64,เจ็บจนไม่เข้าใจ,PORTRAIT,21650,https://open.spotify.com/track/4URCEQmgwuwaHiySIqGmIa
65,"Done For Me (feat. Kehlani)","Charlie Puth",21478,https://open.spotify.com/track/76S09sHj7GGMJAtOLjmVQ2
66,"Playinwitme (feat. Kehlani)",KYLE,21304,https://open.spotify.com/track/43cFjTTCD9Cni4aSL0sORz
67,อย่าร้องไห้,"Singto Numchok",21169,https://open.spotify.com/track/0S741gpnPQORvndXqMkGNX
68,"New Rules","Dua Lipa",21114,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
69,หน้าหนาวที่แล้ว,"The Toys",21102,https://open.spotify.com/track/5mVeBv0bUZPJU7kPZcm594
70,"LOVE SCENARIO",iKON,21046,https://open.spotify.com/track/6qAzAmPBUpGrk7XADZHR5k
71,โลกที่ไม่มีเธอ,PORTRAIT,21028,https://open.spotify.com/track/0fSl800MbFmlLs1aUxx7Z2
72,ทรมานตัวเอง,"Bell Supol",20593,https://open.spotify.com/track/5lRwWrPogCyocSL7SYogg8
73,"จังหวะจะรัก - From “Heartbeat” Original Soundtrack","Violette Wautier",20526,https://open.spotify.com/track/1ux0god9zERqovPLrzRdBT
74,"Remind Me to Forget",Kygo,20405,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
75,คิดถึงเสมอ,Lipta,20055,https://open.spotify.com/track/7dfs4SVfLPVORzjmYYqorK
76,"Too Good At Goodbyes","Sam Smith",19885,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
77,ถอย,Gliss,19700,https://open.spotify.com/track/3nJlzw6Gn33fitnoxJtLSj
78,"There for You","Martin Garrix",19680,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
79,"ฝัง (ใน) ใจ",ETC.,19630,https://open.spotify.com/track/2sO402csNLrYEpiJXlZUCD
80,EVERYDAY,WINNER,19336,https://open.spotify.com/track/42rziXmwGA04hNSMi2MliA
81,"Shape of You","Ed Sheeran",19239,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
82,Flower,"Twopee Southside",18950,https://open.spotify.com/track/3Z1A584gUX1pxdlG3Oo8WT
83,"Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson",18629,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6
84,ถอนหายใจ,Mild,18606,https://open.spotify.com/track/1rve7sIFz7JVxwfrisKyP3
85,Nevermind,"Dennis Lloyd",18502,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
86,"All Falls Down (feat. Juliander)","Alan Walker",18066,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb
87,"ปลายทางคือคุณ (Sound of Places)","Violette Wautier",17881,https://open.spotify.com/track/4HtRmWBXEwvTkdFbUc3no5
88,"I Like It","Cardi B",17773,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
89,"Like I Do","David Guetta",17683,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
90,"You Are The Reason","Calum Scott",17681,https://open.spotify.com/track/2VgJDTfkuwlm7WIHnvtRCQ
91,ใช่หรือเปล่า,"เต้ ดาวิชญ์ กรีพลฤกษ์",17636,https://open.spotify.com/track/2SoropeYCGbI2G2yYF57gG
92,"Getting Over You",Lauv,17484,https://open.spotify.com/track/2BNkTvg1kHAAfGvqh56x5a
93,1950,"King Princess",17359,https://open.spotify.com/track/0CZ8lquoTX2Dkg7Ak2inwA
94,Wolves,"Selena Gomez",17218,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
95,"I Wanna Know (feat. Bea Miller)",NOTD,17189,https://open.spotify.com/track/18W92Zm1KjLCbUIszOhpkD
96,ไวน์,"Max Jenmana",17090,https://open.spotify.com/track/00Hj710RrsLX5s9bothwlW
97,สารภาพ,Playground,16545,https://open.spotify.com/track/4Gjl7Z9S2LZEnWLeqQh67K
98,"ปล่อย (Miss)","Clockwork Motionless",16190,https://open.spotify.com/track/7ihijRsdyrrQQR2iwSdibF
99,"Pray For Me (with Kendrick Lamar)","The Weeknd",15968,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
100,"Change (feat. James Taylor)","Charlie Puth",15832,https://open.spotify.com/track/1EVVa8EtTKVMsCw35uJP0j
101,Youngblood,"5 Seconds of Summer",15568,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
102,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",15553,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
103,"BBoom BBoom",MOMOLAND,15536,https://open.spotify.com/track/3BPoSr2pO34Aan6alFfVto
104,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",15369,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
105,rockstar,"Post Malone",15201,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
106,"รู้ยัง - Acoustic Live Session","Ton Thanasit",15003,https://open.spotify.com/track/6ZKJbL6CkzpDDYeY2SPjeQ
107,รักตัวเอง,"Room 39",14974,https://open.spotify.com/track/2rEV4Q9fHqZbecnNKHYoMJ
108,เผด็จเกิร์ล,"Tattoo Colour",14906,https://open.spotify.com/track/6dnXdI7OhOJYvVjlT6pR03
109,"So Far Away (feat. Jamie Scott & Romy Dya)","Martin Garrix",14505,https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM
110,"A Good Night","John Legend",14361,https://open.spotify.com/track/7gevvAspxft2qQmcvJjNBH
111,บุพเพสันนิวาส,"Ice Sarunyu",14187,https://open.spotify.com/track/4e3GY4mFmSfGitpEpA0GBA
112,SAD!,XXXTENTACION,14048,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
113,รักโกรธ,"Season Five",14005,https://open.spotify.com/track/1rVsQiBov0b97U5ccZr0ty
114,Miracle,CHVRCHES,13934,https://open.spotify.com/track/43oX6qFdj2bHGeWzPps3rs
115,"Lost In Japan","Shawn Mendes",13890,https://open.spotify.com/track/7wvYmO5QscgIDDT0eNwbYX
116,เป็นทุกอย่าง,"Room 39",13585,https://open.spotify.com/track/09zqmrjQokoAfQJ1WeLkFK
117,"As If It's Your Last",BLACKPINK,13512,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
118,บทสุดท้าย,"BANKK CA$H",13193,https://open.spotify.com/track/3e1OV5jSRh4Mcq74BNVm9x
119,"Barbie Tingz","Nicki Minaj",13183,https://open.spotify.com/track/2qsQ8eVDPmobZpvDxQCVQu
120,"Look Alive (feat. Drake)","BlocBoy JB",13127,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
121,รถคันเก่า,"Atom Chanakan",13079,https://open.spotify.com/track/5tYSThnYOKQCEjtvFiGcL0
122,Photograph,"Ed Sheeran",13015,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
123,"That's What I Like","Bruno Mars",12858,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
124,Stay,Zedd,12850,https://open.spotify.com/track/0I20rLT2MJDhcF96AjbNYo
125,"I Like Me Better",Lauv,12838,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
126,"Baby Don’t Stop",NCT,12826,https://open.spotify.com/track/1EYSS9Lp7a9f20C3FaOVgI
127,เพียงสบตา,Lydia,12815,https://open.spotify.com/track/0zU4dD3GRxUMp887xAoa76
128,"Say You Won't Let Go","James Arthur",12671,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
129,ยังคิดถึง...(Same),"Marc Tatchapon",12599,https://open.spotify.com/track/1OlInnJssr9pXY0Ooa0SDT
130,ร้อยล้านวิว,Stamp,12536,https://open.spotify.com/track/2KKwNFzypGehPrAZCKc1HW
131,Attention,"Charlie Puth",12475,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
132,"Put Me Back Together (feat. Kiiara)","Cheat Codes",12392,https://open.spotify.com/track/2zLIP4R6Yt3afkyh7uhmar
