,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
41,"Youth feat. Khalid","Shawn Mendes",36737,https://open.spotify.com/track/5SwEgzUFDHwpWHKrbnP32Z
42,"This Is America","Childish Gambino",36474,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
43,"ดีต่อใจ (To Get Her)",Mild,36299,https://open.spotify.com/track/6i5S9ngfta3qDP6zP5PG7k
44,Nervous,"Shawn Mendes",35865,https://open.spotify.com/track/0Dq49j3dELbttQVUJbtn0c
45,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)","Rita Ora",35806,https://open.spotify.com/track/1YNQscOx6OqBQjxgJVhEeW
46,"Magic Shop",BTS,35024,https://open.spotify.com/track/22ryCgQttpV7oCrn7llGRu
47,Anpanman,BTS,34773,https://open.spotify.com/track/4lRwa7PKcGIuJMwtPIYKdy
48,อย่าบอก,"Atom Chanakan",33532,https://open.spotify.com/track/3CrDt4x72gWHaglwnM0CAH
49,OTW,Khalid,32847,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
50,"รักน้องคนเดียวววว - เพลงประกอบภาพยนตร์ น้อง.พี่.ที่รัก",UrboyTJ,32591,https://open.spotify.com/track/1vYMSUrfHxmF4r5zPtdqEe
51,Bracelet,Lauv,32370,https://open.spotify.com/track/5SZ6PiNkj1IIavGqBSMacb
52,"Me & You ◑",HONNE,32310,https://open.spotify.com/track/2mDeWOqdFJLV2zsrTCPG0T
53,IDGAF,"Dua Lipa",32213,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
54,อย่าเลย...อย่า(ทรมาน),"Moving and Cut",32000,https://open.spotify.com/track/5tMVqeydIb4NWI1o2cHoYT
55,ไม่เหมือนใคร,"D Gerrard",31664,https://open.spotify.com/track/39Mg8slCqS2tyaZUZ1cQ1M
56,ฝืนตัวเองไม่เป็น,"Non Tanon",30545,https://open.spotify.com/track/0FlZM6SFefxfXzX68IpVxb
57,"LOVE SCENARIO",iKON,30481,https://open.spotify.com/track/6qAzAmPBUpGrk7XADZHR5k
58,ฝันฤดูร้อน,"The Toys",30150,https://open.spotify.com/track/03UCygRxVwn1CyFEA7fiTV
59,"Love Maze",BTS,29792,https://open.spotify.com/track/645YBsxhFPSOKxGep3uHLv
60,Youngblood,"5 Seconds of Summer",29762,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
61,"New Light","John Mayer",29627,https://open.spotify.com/track/3bH4HzoZZFq8UpZmI2AMgV
62,"Solo (feat. Demi Lovato)","Clean Bandit",29408,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
63,TOY,"The Toys",29282,https://open.spotify.com/track/2Es5K3EnKVXsGqU8PtZLEL
64,ฝันหวานอายจูบ,Stamp,29140,https://open.spotify.com/track/10DSYghyBjAYJa8iCvdRDv
65,"lovely (with Khalid)","Billie Eilish",28387,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
66,"First lady","Peck Palitchoke",28246,https://open.spotify.com/track/351T6pr9DCEYYoYEaPm8Ib
67,"Love Lies (with Normani)",Khalid,27764,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
68,ที่เก่า,"Marc Tatchapon",27658,https://open.spotify.com/track/0xBShp4NOIh5ChC55Xj0zz
69,ซ่อน,"Telex Telexs",27111,https://open.spotify.com/track/1Np7CVd74Ku6LtIR3w0m29
70,134340,BTS,27088,https://open.spotify.com/track/38td8VabuKlQt72Q2VnhbO
71,Bloom,"Troye Sivan",26991,https://open.spotify.com/track/1hSOt9IeshMkuKP9ri4hOf
72,Paradise,BTS,26922,https://open.spotify.com/track/01dmH2IPkrLNWIMPNXlreE
73,"So What",BTS,26878,https://open.spotify.com/track/4CvId64YZSB0RfRdfzPIQU
74,พอ,"Atom Chanakan",26067,https://open.spotify.com/track/72KOmS4Af9IEFsT87TK1VQ
75,เจ็บจนไม่เข้าใจ,PORTRAIT,25145,https://open.spotify.com/track/4URCEQmgwuwaHiySIqGmIa
76,Havana,"Camila Cabello",24660,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
77,"Young Dumb & Broke",Khalid,24501,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
78,Flames,"David Guetta",24465,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
79,เหมือนในวันเก่า,KLEAR,24398,https://open.spotify.com/track/5YFjjpnRuzrewr7n5ynrSt
80,"Start Again (feat. Logic)",OneRepublic,23789,https://open.spotify.com/track/1Nj2oBISdFDSF8eDuXcALz
81,สามฤดู,Atip,23567,https://open.spotify.com/track/0wjdbi2kW1Tf3T8KibW4FH
82,"พริบตา x STAMP","Bird Thongchai",23545,https://open.spotify.com/track/20Tl8mWZhryG75y3nqnlKE
83,"Intro: Singularity",BTS,23494,https://open.spotify.com/track/6ePyl2ns4b7MVYhjsj32ZK
84,Delicate,"Taylor Swift",22662,https://open.spotify.com/track/7CneiDesUKFJO3Ix01dnfr
85,มะงึกๆอุ๋งๆ,"Ornly You",22430,https://open.spotify.com/track/3Wz7m9QeE8EAfpg98uxhRk
86,"Playinwitme (feat. Kehlani)",KYLE,22176,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
87,Thunder,"Imagine Dragons",22092,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
88,"Outro: Tear",BTS,22061,https://open.spotify.com/track/5p10VwQ8LRoyTc8LFrvPw6
89,"Freaky Friday (feat. Chris Brown)","Lil Dicky",21426,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
90,"God's Plan",Drake,21391,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
91,"How Long","Charlie Puth",21310,https://open.spotify.com/track/6wmAHw1szh5RCKSRjiXhPe
92,LATATA,(G)I-DLE,21194,https://open.spotify.com/track/2ezKXygNO30pXyDQXkm6oD
93,"PICK ME","PRODUCE 48",21179,https://open.spotify.com/track/1LShDXXs40R8bQFNBBupI3
94,"Nice For What",Drake,21051,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
95,"Location Unknown ◐",HONNE,20975,https://open.spotify.com/track/0I5dM0TUz3p33re4kLdsXJ
96,"New Rules","Dua Lipa",20855,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
97,ทรมานตัวเอง,"Bell Supol",20824,https://open.spotify.com/track/5lRwWrPogCyocSL7SYogg8
98,ควันเหงา,"Opor Praput",20757,https://open.spotify.com/track/6a35EmpHEmpvzlMPZqI5Kw
99,ไวน์,"Max Jenmana",20663,https://open.spotify.com/track/00Hj710RrsLX5s9bothwlW
100,Flower,"Twopee Southside",20622,https://open.spotify.com/track/3Z1A584gUX1pxdlG3Oo8WT
101,โลกที่ไม่มีเธอ,PORTRAIT,20505,https://open.spotify.com/track/0fSl800MbFmlLs1aUxx7Z2
102,"สาธุ (feat. ลำไย ไหทองคำ)","Boom Boom Cash",19934,https://open.spotify.com/track/2suyU3yibM86lREMRHa3UL
103,"Jackie Chan",Tiësto,19816,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
104,"Shape of You","Ed Sheeran",19557,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
105,"Have It All","Jason Mraz",19553,https://open.spotify.com/track/1pIMxRddmCGalHnRbLFkWg
106,Perfect,"Ed Sheeran",19460,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
107,"Change Your Mind",ELI,19384,https://open.spotify.com/track/4kOlyvj9WiPrI4zpmzKAeA
108,"Paris in the Rain",Lauv,19044,https://open.spotify.com/track/0RGUIOZtmOXTWOy5EjvQbP
109,หน้าหนาวที่แล้ว,"The Toys",18975,https://open.spotify.com/track/5mVeBv0bUZPJU7kPZcm594
110,Rise,"Jonas Blue",18796,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
111,"Bad Boy","Red Velvet",18651,https://open.spotify.com/track/5GKwq4sO5ZHKuWaDmdwMQc
112,"Too Good At Goodbyes","Sam Smith",18630,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
113,"BBoom BBoom",MOMOLAND,18562,https://open.spotify.com/track/3BPoSr2pO34Aan6alFfVto
114,กอดฉัน,FIIXD,18521,https://open.spotify.com/track/5EL4HQ8ld7aQyfI2DhukoW
115,"What is Love?",TWICE,18367,https://open.spotify.com/track/2PhG74FocRobLC8pP9cIBI
116,"Call Out My Name","The Weeknd",18217,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
117,"จังหวะจะรัก - From “Heartbeat” Original Soundtrack","Violette Wautier",17906,https://open.spotify.com/track/1ux0god9zERqovPLrzRdBT
118,"As If It's Your Last",BLACKPINK,17843,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
119,"ปล่อย (Miss)","Clockwork Motionless",17564,https://open.spotify.com/track/7ihijRsdyrrQQR2iwSdibF
120,"Bye Bye",P-Hot,17553,https://open.spotify.com/track/08oX4H0Td1Fza9eBXzmojN
121,"I'll Be There","Jess Glynne",17512,https://open.spotify.com/track/083Qf6hn6sFL6xiOHlZUyn
122,"Sangria Wine","Pharrell Williams",17398,https://open.spotify.com/track/6XlSyYFTU1nodeWwwzVgTV
123,"I Like It","Cardi B",17030,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
124,เป็นทุกอย่าง,"Room 39",16883,https://open.spotify.com/track/09zqmrjQokoAfQJ1WeLkFK
125,"rockstar (feat. 21 Savage)","Post Malone",16882,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
126,PLEASE,"Atom Chanakan",16759,https://open.spotify.com/track/60hF3gZXQ33xdAXXk6tE1x
127,"You Can Cry",Marshmello,16596,https://open.spotify.com/track/3ZbJMlEL4Kcme0ONRO7Slx
128,ถ้าหาก,"Two Popetorn",16496,https://open.spotify.com/track/3o5FB7uyNadcadhKe3GP32
129,"Chasing Fire",Lauv,16327,https://open.spotify.com/track/1xy4apMFecGGkgBeaHFZ2M
130,1950,"King Princess",16275,https://open.spotify.com/track/0CZ8lquoTX2Dkg7Ak2inwA
131,Mine,Bazzi,16270,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
132,RIVER,BNK48,16232,https://open.spotify.com/track/4BpBCQi1r3ZEOQY6YZfzlW
133,Audio,Sia,16014,https://open.spotify.com/track/7boPPE857KEqCIHNwFkDop
134,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",Diplo,15702,https://open.spotify.com/track/5mqzhMuUpvnMfwNz6iepmO
135,"Need You Right Now",HEDEGAARD,15616,https://open.spotify.com/track/50tyqR5Zz99YMSyQWpqLsR
136,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",15348,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
137,"Ashes - from ""Deadpool 2"" Motion Picture Soundtrack","Céline Dion",15299,https://open.spotify.com/track/7FihoA0WgTT21DkWR7wbYR
138,หน่วง,"Room 39",15292,https://open.spotify.com/track/1DwuRmCQZ3YHfUrZZUJHcu
139,Attention,"Charlie Puth",15284,https://open.spotify.com/track/5cF0dROlMOK5uNZtivgu50
140,ลืมไปก่อน,"Buddha Bless",15161,https://open.spotify.com/track/6Rpj87GuuE59nij1NVmpzD
141,Alien,"Sabrina Carpenter",14988,https://open.spotify.com/track/0RUTnY2B3s05fZuCHsNaUP
142,"Koisuru Fortune Cookie คุกกี้เสี่ยงทาย",BNK48,14809,https://open.spotify.com/track/5OzKApzqDkOVg4P5jQlD8J
143,รักตัวเอง,"Room 39",14796,https://open.spotify.com/track/2rEV4Q9fHqZbecnNKHYoMJ
144,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",14650,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
145,"I Like Me Better",Lauv,14560,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
146,Restart,"Room 39",14535,https://open.spotify.com/track/5gtXv0Ir0eolOIeDulhNZO
147,ถอนหายใจ,Mild,14470,https://open.spotify.com/track/1rve7sIFz7JVxwfrisKyP3
148,"Remind Me to Forget",Kygo,14416,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
149,DNA,BTS,14398,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH
150,Shonichi,BNK48,14371,https://open.spotify.com/track/74sRRQQx5eRdYSA7eaBjvU
151,"That's What I Like","Bruno Mars",14339,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
152,"เจ็บแล้วไง? Feat. MAIYARAP",electric.neon.lamp,14333,https://open.spotify.com/track/6K2rSWX2a0pqmvfBdhIpdk
153,"วู่วาม - Unreleased Version","Season Five",14209,https://open.spotify.com/track/2nAUhnLMltzWOHCnjAUsGd
154,Photograph,"Ed Sheeran",14172,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
155,ยังคิดถึง...(Same),"Marc Tatchapon",14132,https://open.spotify.com/track/1OlInnJssr9pXY0Ooa0SDT
156,กะทันหัน,"Fymme Bongkot",14100,https://open.spotify.com/track/71rZCPjOAU8WBlXYPHNgRu
157,"I'm Yours","Jason Mraz",14001,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
158,อธิษฐาน,Prem,13898,https://open.spotify.com/track/74p4LbrOxxxzM2xKokMk2x
159,"Say You Won't Let Go","James Arthur",13820,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
160,รักโกรธ,"Season Five",13784,https://open.spotify.com/track/1rVsQiBov0b97U5ccZr0ty
161,Wolves,"Selena Gomez",13658,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
162,"Lost In Japan","Shawn Mendes",13639,https://open.spotify.com/track/6WBTeFDEfAJbaSUUc1V1xQ
163,"Drunk On You",Zookeepers,13549,https://open.spotify.com/track/25HWrN7rPVMy7r7JlYZvsC
164,ร่มสีเทา,Whatcharawale,13540,https://open.spotify.com/track/6z56u8jPSSroDFrJVD5cMf
165,ยังไม่รู้,"Better Weather",13497,https://open.spotify.com/track/2OQQPlUlrSKu2nOPMwTS2c
166,EVERYDAY,WINNER,13492,https://open.spotify.com/track/42rziXmwGA04hNSMi2MliA
167,"Yes Indeed","Lil Baby",13281,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
168,"Never Be the Same","Camila Cabello",13281,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
169,สารภาพ,Playground,13182,https://open.spotify.com/track/4Gjl7Z9S2LZEnWLeqQh67K
170,Happier,"Ed Sheeran",13111,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
171,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,12842,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
172,ปล่อย,"Pop Pongkool",12823,https://open.spotify.com/track/5eVmR3LXaUuJ4dgXfwcvsx
173,เรื่องที่ขอ,Lula,12814,https://open.spotify.com/track/3HgsZOoPsu71GnOcAr1wqr
174,"If You're Over Me","Years & Years",12510,https://open.spotify.com/track/01k24g94i1JvkFLQmVEdCd
175,รถคันเก่า,"Atom Chanakan",12346,https://open.spotify.com/track/5tYSThnYOKQCEjtvFiGcL0
176,พบกันใหม่,Polycat,12299,https://open.spotify.com/track/4IKn1t0eZZzF5mji1vraVI
177,"ไม่ว่าเมื่อไหร่ (feat. Room 39)","Boyd Kosiyabong",12297,https://open.spotify.com/track/7FHAusjHiFbdPLQBBdEXiH
178,"PLAYING WITH FIRE - KR Ver.",BLACKPINK,12286,https://open.spotify.com/track/5OepnJhqZoyJN8qWo2LZzy
179,ถอย,Gliss,12279,https://open.spotify.com/track/3nJlzw6Gn33fitnoxJtLSj
180,"Lucid Dreams","Juice WRLD",12274,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
181,Closer,"The Chainsmokers",12170,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
182,เมื่อวาน,"Oat Pramote",12136,https://open.spotify.com/track/0ZQoB8rzr8sK2Jvkc7rkfT
183,"Look Alive (feat. Drake)","BlocBoy JB",12092,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
184,"Something Just Like This","The Chainsmokers",11971,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
185,"Pray For Me (with Kendrick Lamar)","The Weeknd",11922,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
186,"Thinking Out Loud","Ed Sheeran",11849,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
187,รอยยิ้ม,Scrubb,11796,https://open.spotify.com/track/6ezEwX2eZRZlioqYaUPOKX
188,วันหนึ่งฉันเดินเข้าป่า,"Max Jenmana",11657,https://open.spotify.com/track/46upHQ13xvw1y7ykEJpWU5
189,คนที่คุณก็รู้ว่าใคร,Stamp,11617,https://open.spotify.com/track/3usWyH1du9AWTTxUIMOh79
190,"Space For Two","Mr. Probz",11564,https://open.spotify.com/track/2vNyWYQtbrgOKcSG64SZMJ
191,"Spring Day",BTS,11563,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW
192,"Best Part",H.E.R.,11537,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
193,BOSS,NCT,11518,https://open.spotify.com/track/0ErzcmZ2gIwX7X0xSMQPix
194,"BOOMBAYAH - KR Ver.",BLACKPINK,11488,https://open.spotify.com/track/1qAPA8TooLVEqAZ58fhcrt
195,Halo,Beyoncé,11418,https://open.spotify.com/track/2CvOqDpQIMw69cCzWqr5yr
196,เพื่อนรัก,"The Parkinson",11406,https://open.spotify.com/track/02ILnpL8IvIa9IQX7sSO9I
197,"One More Day",Afrojack,11335,https://open.spotify.com/track/3vPoCfS2Ao2pjOvKZ63ybx
198,Naked,"James Arthur",11328,https://open.spotify.com/track/7krbSH3rd8lhIZvuzTV3Bl
199,"306 ◑",HONNE,11323,https://open.spotify.com/track/2Bjv8Dkxq9FYmGHcyqHRLF
200,"Let Her Go",Passenger,11318,https://open.spotify.com/track/2jyjhRf6DVbMPU5zxagN2h
