,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
125,"So What",BTS,16991,https://open.spotify.com/track/4CvId64YZSB0RfRdfzPIQU
126,PLEASE,"Atom Chanakan",16985,https://open.spotify.com/track/60hF3gZXQ33xdAXXk6tE1x
127,Paradise,BTS,16973,https://open.spotify.com/track/01dmH2IPkrLNWIMPNXlreE
128,134340,BTS,16475,https://open.spotify.com/track/38td8VabuKlQt72Q2VnhbO
129,"Lucid Dreams","Juice WRLD",16411,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
130,"rockstar (feat. 21 Savage)","Post Malone",16377,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
131,"Change Your Mind",ELI,16289,https://open.spotify.com/track/4kOlyvj9WiPrI4zpmzKAeA
132,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",16030,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
133,"เจ็บแล้วไง? Feat. MAIYARAP",electric.neon.lamp,16022,https://open.spotify.com/track/6K2rSWX2a0pqmvfBdhIpdk
134,หน่วง,"Room 39",15848,https://open.spotify.com/track/1DwuRmCQZ3YHfUrZZUJHcu
135,"ลบ (Delete)","GENA DESOUZA",15753,https://open.spotify.com/track/5Dw1GizIyvFeUFEITiZFec
136,"Forget to Forget","SHY Martin",15531,https://open.spotify.com/track/4E5IBDRu8kJbzUv1qaZM1t
137,"Intro: Singularity",BTS,15495,https://open.spotify.com/track/6ePyl2ns4b7MVYhjsj32ZK
138,"Let Me Down Slowly","Alec Benjamin",15494,https://open.spotify.com/track/2uaiyLKnYvazyfR0Ky3Kbk
139,Attention,"Charlie Puth",15457,https://open.spotify.com/track/5cF0dROlMOK5uNZtivgu50
140,EVERYDAY,WINNER,15368,https://open.spotify.com/track/42rziXmwGA04hNSMi2MliA
141,Mine,Bazzi,15331,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
142,"How Long","Charlie Puth",15312,https://open.spotify.com/track/6wmAHw1szh5RCKSRjiXhPe
143,"วู่วาม - Unreleased Version","Season Five",15293,https://open.spotify.com/track/2nAUhnLMltzWOHCnjAUsGd
144,ร่มสีเทา,Whatcharawale,15214,https://open.spotify.com/track/6z56u8jPSSroDFrJVD5cMf
145,Alien,"Sabrina Carpenter",14962,https://open.spotify.com/track/0RUTnY2B3s05fZuCHsNaUP
146,ถ้าหาก,"Two Popetorn",14899,https://open.spotify.com/track/3o5FB7uyNadcadhKe3GP32
147,ลืมไปก่อน,"Buddha Bless",14834,https://open.spotify.com/track/6Rpj87GuuE59nij1NVmpzD
148,"Say You Won't Let Go","James Arthur",14825,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
149,Thunder,"Imagine Dragons",14759,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
150,เอายังไง?,"Telex Telexs",14485,https://open.spotify.com/track/04nGmwcMbj86BNhpi1712z
151,RIVER,BNK48,14423,https://open.spotify.com/track/4BpBCQi1r3ZEOQY6YZfzlW
152,ยังคิดถึง...(Same),"Marc Tatchapon",14421,https://open.spotify.com/track/1OlInnJssr9pXY0Ooa0SDT
153,รักโกรธ,"Season Five",14399,https://open.spotify.com/track/1rVsQiBov0b97U5ccZr0ty
154,ยังไม่รู้,"Better Weather",14372,https://open.spotify.com/track/2OQQPlUlrSKu2nOPMwTS2c
155,"Koisuru Fortune Cookie คุกกี้เสี่ยงทาย",BNK48,14260,https://open.spotify.com/track/5OzKApzqDkOVg4P5jQlD8J
156,Wolves,"Selena Gomez",14249,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
157,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",Diplo,14247,https://open.spotify.com/track/5mqzhMuUpvnMfwNz6iepmO
158,"ไม่ใช่คนที่ใช่ - เพลงประกอบละคร รูปทอง",ETC.,14211,https://open.spotify.com/track/2Zjh4IATgCIaE2ngzauAvb
159,ถอนหายใจ,Mild,14187,https://open.spotify.com/track/1rve7sIFz7JVxwfrisKyP3
160,"I'm Yours","Jason Mraz",14160,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
161,"Location Unknown ◐",HONNE,14157,https://open.spotify.com/track/0I5dM0TUz3p33re4kLdsXJ
162,Photograph,"Ed Sheeran",14110,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
163,Restart,"Room 39",14085,https://open.spotify.com/track/5gtXv0Ir0eolOIeDulhNZO
164,มีแฟน'ยัง,"LOTTE Thakorn",14037,https://open.spotify.com/track/63ZR6CaIe8mYwgg8vEWxTQ
165,Light,"Wanna One",14027,https://open.spotify.com/track/0JQPxSYL6alc9UvsPvBoFA
166,"Chasing Fire",Lauv,13994,https://open.spotify.com/track/2zXRAZvUb2B5PzJGwCtFe0
167,อธิษฐาน,Prem,13887,https://open.spotify.com/track/74p4LbrOxxxzM2xKokMk2x
168,"Get It","PRISTIN V",13670,https://open.spotify.com/track/6sOBI67H8F3S1cNS6CM5p7
169,Shonichi,BNK48,13665,https://open.spotify.com/track/74sRRQQx5eRdYSA7eaBjvU
170,"You Deserve Better","James Arthur",13627,https://open.spotify.com/track/4S1GTwPVpkSy7CsJIDKPEz
171,"Never Be the Same","Camila Cabello",13527,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
172,กอดฉัน,FIIXD,13478,https://open.spotify.com/track/5EL4HQ8ld7aQyfI2DhukoW
173,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",13457,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
174,กะทันหัน,"Fymme Bongkot",13401,https://open.spotify.com/track/71rZCPjOAU8WBlXYPHNgRu
175,1950,"King Princess",13357,https://open.spotify.com/track/0CZ8lquoTX2Dkg7Ak2inwA
176,สารภาพ,Playground,13341,https://open.spotify.com/track/4Gjl7Z9S2LZEnWLeqQh67K
177,"That's What I Like","Bruno Mars",13321,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
178,"Outro: Tear",BTS,13316,https://open.spotify.com/track/5p10VwQ8LRoyTc8LFrvPw6
179,"สาธุ (feat. ลำไย ไหทองคำ)","Boom Boom Cash",13197,https://open.spotify.com/track/2suyU3yibM86lREMRHa3UL
180,"PLAYING WITH FIRE - KR Ver.",BLACKPINK,13174,https://open.spotify.com/track/5OepnJhqZoyJN8qWo2LZzy
181,เรื่องที่ขอ,Lula,13027,https://open.spotify.com/track/0zLzNTE4ADywFbtyDwBLUH
182,Yikes,"Kanye West",12938,https://open.spotify.com/track/2r4JRwcbIeuAzWjH4YXlLs
183,"If You're Over Me","Years & Years",12798,https://open.spotify.com/track/01k24g94i1JvkFLQmVEdCd
184,"BOOMBAYAH - KR Ver.",BLACKPINK,12769,https://open.spotify.com/track/1qAPA8TooLVEqAZ58fhcrt
185,รอยยิ้ม,Scrubb,12704,https://open.spotify.com/track/6ezEwX2eZRZlioqYaUPOKX
186,Happier,"Ed Sheeran",12681,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
187,DNA,BTS,12643,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH
188,"Ashes - from ""Deadpool 2"" Motion Picture Soundtrack","Céline Dion",12638,https://open.spotify.com/track/7FihoA0WgTT21DkWR7wbYR
189,รักตัวเอง,"Room 39",12558,https://open.spotify.com/track/2rEV4Q9fHqZbecnNKHYoMJ
190,ปล่อย,"Pop Pongkool",12534,https://open.spotify.com/track/5eVmR3LXaUuJ4dgXfwcvsx
191,Messy,Kiiara,12442,https://open.spotify.com/track/0BOEuUKoHdy8in20fG5smd
192,Energetic,"Wanna One",12441,https://open.spotify.com/track/3NkkcnnKrNHv4AiGaPdD76
193,"Spring Day",BTS,12440,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW
194,พบกันใหม่,Polycat,12413,https://open.spotify.com/track/4IKn1t0eZZzF5mji1vraVI
195,"Best Part",H.E.R.,12332,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
196,"Yes Indeed","Lil Baby",12326,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
197,"Kangaroo (Prod. ZICO)","Wanna One - Triple Position",12318,https://open.spotify.com/track/48fclYq7RZFrDji43rTW5E
198,"Something Just Like This","The Chainsmokers",12297,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
199,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,12279,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
200,"Sandglass (Prod. Heize)","Wanna One - The Heal",12159,https://open.spotify.com/track/5p5Krip46rxBI9hvcA38ad
