,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
50,04:00,"The Toys",40081,https://open.spotify.com/track/3h7TbK7x7yxJavEZydbOzX
51,"Lover Boy 88",88rising,40011,https://open.spotify.com/track/2vRDFgdJiILUdDOLL8hLH3
52,"Solo (feat. Demi Lovato)","Clean Bandit",38586,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
53,อาวรณ์,Polycat,36679,https://open.spotify.com/track/2USX969yFQ250hBULh6Ope
54,"As If It's Your Last",BLACKPINK,36440,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
55,"กลัวแฟน (feat. เจนนิเฟอร์ คิ้ม)","D Gerrard",36227,https://open.spotify.com/track/4Vde58gbp3MXOCT4Kly18e
56,เกลียด,"The Yers",35964,https://open.spotify.com/track/6iXBlrBFuV6W3jExGuWy6f
57,"Ocean (feat. Khalid)","Martin Garrix",35467,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
58,ฝืนตัวเองไม่เป็น,"Non Tanon",35459,https://open.spotify.com/track/0FlZM6SFefxfXzX68IpVxb
59,ร้อยล้านวิว,Stamp,34860,https://open.spotify.com/track/2KKwNFzypGehPrAZCKc1HW
60,มีแฟน'ยัง,"LOTTE Thakorn",34264,https://open.spotify.com/track/63ZR6CaIe8mYwgg8vEWxTQ
61,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",34035,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
62,"SEE U LATER - KR Ver.",BLACKPINK,33953,https://open.spotify.com/track/514mQDPkXmPzsYwGNmkBJZ
63,"FAKE LOVE",BTS,33422,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo
64,"Taste (feat. Offset)",Tyga,33087,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
65,เกาะสวาทหาดสวรรค์,"Gavin D",32989,https://open.spotify.com/track/193BjzeSedC42I3ydg1SyF
66,ผิดที่ฉัน,60Miles,32731,https://open.spotify.com/track/65SM4x81LohlqhSVFqITWd
67,ไม่เหมือนใคร,"D Gerrard",32672,https://open.spotify.com/track/39Mg8slCqS2tyaZUZ1cQ1M
68,"Born To Be Yours",Kygo,32422,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
69,"Dance The Night Away",TWICE,32075,https://open.spotify.com/track/281tmNk46TBQS9ACYMLYyA
70,ก็ดี..,Ironboy,31557,https://open.spotify.com/track/1KlpMWDwKBA0HTysXfvjjh
71,"Strawberries & Cigarettes","Troye Sivan",31305,https://open.spotify.com/track/2z7UKVsBdbA7HFPunDKDP4
72,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,30822,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
73,"Alarms (สวัสดีวันจันทร์)",F.HERO,30664,https://open.spotify.com/track/6VZLmgi2TRRFzxHvbMF0ns
74,BAAM,MOMOLAND,30578,https://open.spotify.com/track/4Is1b37KJY9XVCgzp81FBW
75,อย่าทำอย่างนั้น,PORTRAIT,30523,https://open.spotify.com/track/1tMotuXLRwAZYpRfz4oAMx
76,ใจเย็น,Image,29836,https://open.spotify.com/track/5HoTeTzdfAataCZ0piQyAv
77,"I'm a Mess","Bebe Rexha",29699,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
78,STARGAZING,"Travis Scott",29260,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
79,"Me & You ◑",HONNE,29132,https://open.spotify.com/track/2mDeWOqdFJLV2zsrTCPG0T
80,"Bad Boy","Red Velvet",29069,https://open.spotify.com/track/5GKwq4sO5ZHKuWaDmdwMQc
81,แค่เราไม่ได้รักกัน,Indigo,28899,https://open.spotify.com/track/7Fi43HjA5FTTCPOj2wai00
82,พอ,"Atom Chanakan",28785,https://open.spotify.com/track/72KOmS4Af9IEFsT87TK1VQ
83,"อยู่ดีๆก็… (feat. Youngohm)",Wonderframe,28539,https://open.spotify.com/track/0b9JDLbAgCazIwPSWj6DNL
84,Youngblood,"5 Seconds of Summer",28087,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
85,ไม่อยากนอนคนเดียว,UrboyTJ,28045,https://open.spotify.com/track/0fSazDDY9rf20oxxfMopgP
86,"Better Now","Post Malone",27748,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
87,เป็นทุกอย่าง,"Room 39",27714,https://open.spotify.com/track/09zqmrjQokoAfQJ1WeLkFK
88,รู้ทั้งรู้,OG-ANIC,27629,https://open.spotify.com/track/0KnDJSGxu03x8idlKLKKki
89,"SICKO MODE","Travis Scott",27067,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
90,"Too Much (feat. Timbaland)",ZAYN,26802,https://open.spotify.com/track/7jhlKPpAUqgV1m6AOTO19U
91,"Side Effects (feat. Emily Warren)","The Chainsmokers",26732,https://open.spotify.com/track/5yNEdBlZMxpcVtGKz5NFk5
92,Connection,OneRepublic,26678,https://open.spotify.com/track/3T4UodGkfZObJ43RtA5KFU
93,"Shape of You","Ed Sheeran",26598,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
94,โคตรจะภักดี,O-Pavee,26265,https://open.spotify.com/track/5HEUm9PnNxzZAIbThvehky
95,เบอร์มาดิ,P-Hot,26160,https://open.spotify.com/track/740TQSOivzfTgFYcMPWbnf
96,"PLAYING WITH FIRE - KR Ver.",BLACKPINK,25631,https://open.spotify.com/track/5OepnJhqZoyJN8qWo2LZzy
97,"Body (feat. brando)","Loud Luxury",24998,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
98,"In My Mind",Dynoro,24871,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
99,เจ็บจนไม่เข้าใจ,PORTRAIT,24830,https://open.spotify.com/track/4URCEQmgwuwaHiySIqGmIa
100,"Let Me",ZAYN,24794,https://open.spotify.com/track/7Fg342AJtNsIDdwCfX0paC
101,"ภูเขาบังเส้นผม feat. TWOPEE",Stamp,24761,https://open.spotify.com/track/5kHLmBd3GTMIFhWdD3berA
102,"BOOMBAYAH - KR Ver.",BLACKPINK,24703,https://open.spotify.com/track/1qAPA8TooLVEqAZ58fhcrt
103,ตลอดไป...มีจริง,"Big Ass",24626,https://open.spotify.com/track/1TrKdp1eDFz43iLRoYe1OR
104,"SoulMate (feat. IU)",Zico,23908,https://open.spotify.com/track/1pz24zu5H9A0S1a2NKT4F0
105,"BBoom BBoom",MOMOLAND,23849,https://open.spotify.com/track/3BPoSr2pO34Aan6alFfVto
106,"Only You (with Little Mix)","Cheat Codes",23533,https://open.spotify.com/track/54l9GJGQ1UCFKe2tzt1Vxt
107,"WHISTLE - KR Ver.",BLACKPINK,23463,https://open.spotify.com/track/67BbMuItfrHmaNqDxBPF7c
108,Havana,"Camila Cabello",23384,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
109,"What is Love?",TWICE,23338,https://open.spotify.com/track/5Ek40FyMPprcvtyZDjqylX
110,SAD!,XXXTENTACION,23198,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
111,"I Like It","Cardi B",23102,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
112,Natural,"Imagine Dragons",23052,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
113,"Lucid Dreams","Juice WRLD",22980,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
114,"The Middle",Zedd,22970,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
115,Patient,"Charlie Puth",22947,https://open.spotify.com/track/2ZrHbO88rM6Ijeg0aJmSzl
116,"Jackie Chan",Tiësto,22809,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
117,"Bed (feat. Ariana Grande)","Nicki Minaj",22718,https://open.spotify.com/track/1ZEm9cJC05rawV2tptNfTS
118,"กลั้นใจ (feat. F.HERO)",Wonderframe,22423,https://open.spotify.com/track/7ko8b14t80QKo8kFePQJsI
119,"Feels So Good ◑",HONNE,21982,https://open.spotify.com/track/5UV4u1vdRO9zvsqe1rjNBO
120,Egotistic,Mamamoo,21357,https://open.spotify.com/track/5Z4aqpT39KpY8gbHoJWdou
121,LATATA,(G)I-DLE,21284,https://open.spotify.com/track/2ezKXygNO30pXyDQXkm6oD
122,ใจเย็นเย็น,Clash,21185,https://open.spotify.com/track/16alky6DYKkpbkKOtAtzTU
123,"Don’t Matter To Me (with Michael Jackson)",Drake,21174,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0
124,Perfect,"Ed Sheeran",21032,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
125,"PICK ME","PRODUCE 48",20907,https://open.spotify.com/track/1LShDXXs40R8bQFNBBupI3
126,FRIENDS,Marshmello,20563,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
127,"One Day (feat. Ryan Tedder)",Logic,20540,https://open.spotify.com/track/6e2PtJYcltVk76nLwxBzRn
128,"Psycho (feat. Ty Dolla $ign)","Post Malone",20479,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
129,Enemies,Lauv,20474,https://open.spotify.com/track/3JJYIoJ5FyY9E0DGjr7SXF
130,"Say Hi","The Toys",20214,https://open.spotify.com/track/5l1x5azo0RyYtayqL9nx4o
131,"Be Alright","Dean Lewis",20035,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
132,"Too Good At Goodbyes","Sam Smith",20004,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
133,"ปล่อย (Miss)","Clockwork Motionless",19980,https://open.spotify.com/track/7ihijRsdyrrQQR2iwSdibF
134,"New Rules","Dua Lipa",19914,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
135,"Bad Boy - (English Version) [Bonus Track]","Red Velvet",19689,https://open.spotify.com/track/78HD9IN4cKE1MMHWeVJPWh
136,"The Truth Untold",BTS,19516,https://open.spotify.com/track/48XfojJC87VKLlUotYV0Gm
137,"no tears left to cry","Ariana Grande",19269,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
138,"피카부 Peek-A-Boo","Red Velvet",19197,https://open.spotify.com/track/42tFTth2jcF7iSo0RBjfJF
139,ไวน์,"Max Jenmana",19064,https://open.spotify.com/track/00Hj710RrsLX5s9bothwlW
140,"빨간 맛 Red Flavor","Red Velvet",18992,https://open.spotify.com/track/7nKQ5WAcjnG48knyLuo8gO
141,Attention,"Charlie Puth",18889,https://open.spotify.com/track/5cF0dROlMOK5uNZtivgu50
142,Shine,PENTAGON,18850,https://open.spotify.com/track/7nkp1uuSbKkoxMvEs8cSw0
143,"Oh My!",SEVENTEEN,18667,https://open.spotify.com/track/4JViGq60SvqtQXI3WK0OLS
144,"God's Plan",Drake,18614,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
145,"High On Life (feat. Bonn)","Martin Garrix",18571,https://open.spotify.com/track/4ut5G4rgB1ClpMTMfjoIuy
146,ที่เก่า,"Marc Tatchapon",18514,https://open.spotify.com/track/0xBShp4NOIh5ChC55Xj0zz
147,"Way Back Home",SHAUN,18451,https://open.spotify.com/track/3NxuezMdSLgt4OwHzBoUhL
148,"Young Dumb & Broke",Khalid,18418,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
149,"Never Not",Lauv,18381,https://open.spotify.com/track/4fFfyouye6vrX9o9z4PVMu
150,PLEASE,"Atom Chanakan",18321,https://open.spotify.com/track/60hF3gZXQ33xdAXXk6tE1x
151,IDGAF,"Dua Lipa",18186,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
152,Energetic,"Wanna One",18051,https://open.spotify.com/track/3NkkcnnKrNHv4AiGaPdD76
153,Flower,"Twopee Southside",17959,https://open.spotify.com/track/3Z1A584gUX1pxdlG3Oo8WT
154,Closer,"The Chainsmokers",17829,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
155,"Paris in the Rain",Lauv,17768,https://open.spotify.com/track/41CgzGD7xlgnJe14R4cqkL
156,แค่อีกครั้งเดียว,"De Flamingo",17765,https://open.spotify.com/track/5mBmQdFk0MIPBaASLNyhyA
157,"One Kiss (with Dua Lipa)","Calvin Harris",17757,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
158,Somebody,"The Chainsmokers",17669,https://open.spotify.com/track/6mWDwN58PgiPiDXkfSfB4J
159,Restart,"Room 39",17526,https://open.spotify.com/track/5gtXv0Ir0eolOIeDulhNZO
160,ลืมไปก่อน,"Buddha Bless",17109,https://open.spotify.com/track/4FqihJCXbisi7QYobU7ff6
161,หน่วง,"Room 39",16954,https://open.spotify.com/track/1DwuRmCQZ3YHfUrZZUJHcu
162,ร่มสีเทา,Whatcharawale,16749,https://open.spotify.com/track/6z56u8jPSSroDFrJVD5cMf
163,"I'm Yours","Jason Mraz",16248,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
164,ถ้าหาก,"Two Popetorn",16232,https://open.spotify.com/track/3o5FB7uyNadcadhKe3GP32
165,"Best Part",H.E.R.,16099,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
166,"I Like Me Better",Lauv,16091,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
167,รถคันเก่า,"Atom Chanakan",15924,https://open.spotify.com/track/5tYSThnYOKQCEjtvFiGcL0
168,"1, 2, 3!",SEUNGRI,15892,https://open.spotify.com/track/6CSZO82B0cM4CUgnrjPSfJ
169,"That's What I Like","Bruno Mars",15787,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
170,Talk,"Why Don't We",15648,https://open.spotify.com/track/4HYNtH7n3TrbbtRa94sA0K
171,"วู่วาม - Unreleased Version","Season Five",15625,https://open.spotify.com/track/2nAUhnLMltzWOHCnjAUsGd
172,"Let Me Down Slowly","Alec Benjamin",15527,https://open.spotify.com/track/2uaiyLKnYvazyfR0Ky3Kbk
173,"Still New York",MAX,15326,https://open.spotify.com/track/4txpZk7WSjV1dsZAw5WYcT
174,รู้ดีว่าไม่ดี,Getsunova,15305,https://open.spotify.com/track/37LAaRNSnB6b1T2ckX6VSk
175,ยังไม่รู้,"Better Weather",15262,https://open.spotify.com/track/2OQQPlUlrSKu2nOPMwTS2c
176,โลกที่ไม่มีเธอ,PORTRAIT,15233,https://open.spotify.com/track/0fSl800MbFmlLs1aUxx7Z2
177,Thunder,"Imagine Dragons",15117,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
178,"Summertime Magic","Childish Gambino",14965,https://open.spotify.com/track/4j3GWI86JvSaF0BLdmgcfF
179,Happier,"Ed Sheeran",14915,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
180,มะงึกๆอุ๋งๆ,"Ornly You",14874,https://open.spotify.com/track/3Wz7m9QeE8EAfpg98uxhRk
181,"REALLY REALLY - KR ver.",WINNER,14865,https://open.spotify.com/track/4Ve8XzRxQcAMyFWgqITHFk
182,"all the kids are depressed","Jeremy Zucker",14828,https://open.spotify.com/track/75ls0gurX68lUmMjE7QcsE
183,ยังคิดถึง...(Same),"Marc Tatchapon",14803,https://open.spotify.com/track/1OlInnJssr9pXY0Ooa0SDT
184,อย่าบอก,"Atom Chanakan",14801,https://open.spotify.com/track/3CrDt4x72gWHaglwnM0CAH
185,DNA,BTS,14780,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH
186,Photograph,"Ed Sheeran",14747,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
187,Light,"Wanna One",14671,https://open.spotify.com/track/0JQPxSYL6alc9UvsPvBoFA
188,Entertainer,ZAYN,14651,https://open.spotify.com/track/5LTGmestwpHZ1BfCmpFQJx
189,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",14462,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
190,เพื่อนรัก,"The Parkinson",14457,https://open.spotify.com/track/02ILnpL8IvIa9IQX7sSO9I
191,Delicate,"Taylor Swift",14385,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf
192,TOY,"The Toys",14358,https://open.spotify.com/track/2Es5K3EnKVXsGqU8PtZLEL
193,พบกันใหม่,Polycat,14331,https://open.spotify.com/track/4IKn1t0eZZzF5mji1vraVI
194,BOSS,NCT,14160,https://open.spotify.com/track/0ErzcmZ2gIwX7X0xSMQPix
195,"lovely (with Khalid)","Billie Eilish",14154,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
196,อธิษฐาน,Prem,14055,https://open.spotify.com/track/74p4LbrOxxxzM2xKokMk2x
197,"Say You Won't Let Go","James Arthur",13999,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
198,รอยยิ้ม,Scrubb,13994,https://open.spotify.com/track/6ezEwX2eZRZlioqYaUPOKX
199,"I'm so sick",Apink,13941,https://open.spotify.com/track/3lSM3Wn3RJbzAAHzJ3sX1f
200,"Love It If We Made It","The 1975",13896,https://open.spotify.com/track/7MRY4VpCuZvBmFda6ZCk2G
