,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
55,Shonichi,BNK48,27643,https://open.spotify.com/track/74sRRQQx5eRdYSA7eaBjvU
56,เราไม่รู้จักกัน,Lula,27325,https://open.spotify.com/track/4uV4LZsIGnl7hqEOlGJWj3
57,"God's Plan",Drake,26480,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
58,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,26310,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
59,"Waiting For Love",Avicii,25549,https://open.spotify.com/track/6nsLzJfvp5OLd4mgqUJkpq
60,"Young Dumb & Broke",Khalid,24874,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
61,Alien,"Sabrina Carpenter",24838,https://open.spotify.com/track/0RUTnY2B3s05fZuCHsNaUP
62,เจ็บจนไม่เข้าใจ,PORTRAIT,24755,https://open.spotify.com/track/4URCEQmgwuwaHiySIqGmIa
63,"Playinwitme (feat. Kehlani)",KYLE,24713,https://open.spotify.com/track/43cFjTTCD9Cni4aSL0sORz
64,Somebody,"The Chainsmokers",24648,https://open.spotify.com/track/3pWcj8hxj3fsb9TDAcMpEl
65,Flames,"David Guetta",24250,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
66,"Chasing Fire",Lauv,23946,https://open.spotify.com/track/1xy4apMFecGGkgBeaHFZ2M
67,ทรมานตัวเอง,"Bell Supol",23842,https://open.spotify.com/track/5lRwWrPogCyocSL7SYogg8
68,Thunder,"Imagine Dragons",23738,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
69,OTW,Khalid,23592,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
70,โลกที่ไม่มีเธอ,PORTRAIT,23503,https://open.spotify.com/track/0fSl800MbFmlLs1aUxx7Z2
71,อย่าร้องไห้,"Singto Numchok",23411,https://open.spotify.com/track/0S741gpnPQORvndXqMkGNX
72,หน้าหนาวที่แล้ว,"The Toys",23325,https://open.spotify.com/track/5mVeBv0bUZPJU7kPZcm594
73,ผู้ช่วยที่ดีที่สุด,Polycat,23284,https://open.spotify.com/track/6dZzTJXuTR2WWtGOvHutOU
74,2002,Anne-Marie,23014,https://open.spotify.com/track/4Pbg79cTBu4vgSphoyNq3j
75,Youngblood,"5 Seconds of Summer",22890,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
76,"Levels - Radio Edit",Avicii,22104,https://open.spotify.com/track/5B03nSG8pLE48jh7kmasuL
77,"Lonely Together (feat. Rita Ora)",Avicii,22020,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
78,Flower,"Twopee Southside",21973,https://open.spotify.com/track/3Z1A584gUX1pxdlG3Oo8WT
79,"Never Be the Same","Camila Cabello",21928,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
80,Perfect,"Ed Sheeran",21844,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
81,"How Long","Charlie Puth",21801,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
82,"LOVE SCENARIO",iKON,21693,https://open.spotify.com/track/6qAzAmPBUpGrk7XADZHR5k
83,"Bad Boy","Red Velvet",21625,https://open.spotify.com/track/5GKwq4sO5ZHKuWaDmdwMQc
84,"The Nights",Avicii,21557,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
85,"ฝัง (ใน) ใจ",ETC.,21525,https://open.spotify.com/track/2sO402csNLrYEpiJXlZUCD
86,"Done For Me (feat. Kehlani)","Charlie Puth",21338,https://open.spotify.com/track/76S09sHj7GGMJAtOLjmVQ2
87,"Too Good At Goodbyes","Sam Smith",21096,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
88,"จังหวะจะรัก - From “Heartbeat” Original Soundtrack","Violette Wautier",20932,https://open.spotify.com/track/1ux0god9zERqovPLrzRdBT
89,Miracle,CHVRCHES,20889,https://open.spotify.com/track/43oX6qFdj2bHGeWzPps3rs
90,"Remind Me to Forget",Kygo,20435,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
91,"Koisuru Fortune Cookie คุกกี้เสี่ยงทาย",BNK48,20411,https://open.spotify.com/track/5OzKApzqDkOVg4P5jQlD8J
92,"New Rules","Dua Lipa",20216,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
93,1950,"King Princess",20116,https://open.spotify.com/track/0CZ8lquoTX2Dkg7Ak2inwA
94,"I Like It","Cardi B",19946,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
95,"Like I Do","David Guetta",19903,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
96,Familiar,"Liam Payne",19437,https://open.spotify.com/track/0Y4hwUppbGc8aIBmiTz30A
97,"There for You","Martin Garrix",19232,https://open.spotify.com/track/6Jl4RXW8Nyx8dyohnihJeT
98,"I Wanna Know (feat. Bea Miller)",NOTD,19123,https://open.spotify.com/track/18W92Zm1KjLCbUIszOhpkD
99,"Shape of You","Ed Sheeran",18657,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
100,ถอนหายใจ,Mild,18438,https://open.spotify.com/track/1rve7sIFz7JVxwfrisKyP3
101,"Getting Over You",Lauv,18377,https://open.spotify.com/track/2BNkTvg1kHAAfGvqh56x5a
102,"ปล่อย (Miss)","Clockwork Motionless",18364,https://open.spotify.com/track/7ihijRsdyrrQQR2iwSdibF
103,ใช่หรือเปล่า,"เต้ ดาวิชญ์ กรีพลฤกษ์",18238,https://open.spotify.com/track/2SoropeYCGbI2G2yYF57gG
104,"BBoom BBoom",MOMOLAND,18060,https://open.spotify.com/track/3BPoSr2pO34Aan6alFfVto
105,"Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson",17821,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6
106,"You Are The Reason","Calum Scott",17508,https://open.spotify.com/track/2VgJDTfkuwlm7WIHnvtRCQ
107,เป็นทุกอย่าง,"Room 39",17452,https://open.spotify.com/track/09zqmrjQokoAfQJ1WeLkFK
108,ไวน์,"Max Jenmana",17408,https://open.spotify.com/track/00Hj710RrsLX5s9bothwlW
109,"Hey Brother",Avicii,17267,https://open.spotify.com/track/3zKST4nk4QJE77oLjUZ0Ng
110,เผด็จเกิร์ล,"Tattoo Colour",16910,https://open.spotify.com/track/6dnXdI7OhOJYvVjlT6pR03
111,Wolves,"Selena Gomez",16826,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
112,EVERYDAY,WINNER,16762,https://open.spotify.com/track/42rziXmwGA04hNSMi2MliA
113,ถอย,Gliss,16422,https://open.spotify.com/track/3nJlzw6Gn33fitnoxJtLSj
114,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",16356,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
115,"รู้ยัง - Acoustic Live Session","Ton Thanasit",16336,https://open.spotify.com/track/6ZKJbL6CkzpDDYeY2SPjeQ
116,รักตัวเอง,"Room 39",16263,https://open.spotify.com/track/2rEV4Q9fHqZbecnNKHYoMJ
117,สารภาพ,Playground,16033,https://open.spotify.com/track/4Gjl7Z9S2LZEnWLeqQh67K
118,Nevermind,"Dennis Lloyd",15747,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
119,"All Falls Down (feat. Juliander)","Alan Walker",15337,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb
120,"ทุกสิ่ง (original by PRU)","Image Suthita",15094,https://open.spotify.com/track/0CZ2Z36kfslHCi4Nq8Wa6v
121,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",15014,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
122,รักโกรธ,"Season Five",14928,https://open.spotify.com/track/1rVsQiBov0b97U5ccZr0ty
123,Photograph,"Ed Sheeran",14758,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
124,"As If It's Your Last",BLACKPINK,14678,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
125,rockstar,"Post Malone",14503,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
126,รถคันเก่า,"Atom Chanakan",14393,https://open.spotify.com/track/5tYSThnYOKQCEjtvFiGcL0
127,บทสุดท้าย,"BANKK CA$H",14368,https://open.spotify.com/track/3e1OV5jSRh4Mcq74BNVm9x
128,"That's What I Like","Bruno Mars",14139,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
129,ลืมไปก่อน,"Buddha Bless",14026,https://open.spotify.com/track/6Rpj87GuuE59nij1NVmpzD
130,ยังคิดถึง...(Same),"Marc Tatchapon",13999,https://open.spotify.com/track/1OlInnJssr9pXY0Ooa0SDT
131,"Change (feat. James Taylor)","Charlie Puth",13962,https://open.spotify.com/track/1EVVa8EtTKVMsCw35uJP0j
132,"Pray For Me (with Kendrick Lamar)","The Weeknd",13945,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
133,"Drink About",Seeb,13934,https://open.spotify.com/track/2GGGm4MLQynB3I4E4ycIYC
134,"I Like Me Better",Lauv,13906,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
135,"นี่แหละความรัก (This is Love)","Peck Palitchoke",13835,https://open.spotify.com/track/13jEKU2J3JJPe3tpo8p4vY
136,พบกันใหม่,Polycat,13694,https://open.spotify.com/track/4IKn1t0eZZzF5mji1vraVI
137,"Say You Won't Let Go","James Arthur",13675,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
138,Attention,"Charlie Puth",13435,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
139,"Labelle - Acoustic","Telex Telexs",13336,https://open.spotify.com/track/55dOUAyuTB3QWo5sKrpsFv
140,"Baby Don’t Stop",NCT,13192,https://open.spotify.com/track/1EYSS9Lp7a9f20C3FaOVgI
141,SAD!,XXXTENTACION,12958,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
142,Stay,Zedd,12749,https://open.spotify.com/track/0I20rLT2MJDhcF96AjbNYo
143,Closer,"The Chainsmokers",12749,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
144,"One I Love",BATE,12727,https://open.spotify.com/track/7yqkSfpsdd0R1mMlOQ7t3b
145,BOSS,NCT,12604,https://open.spotify.com/track/0ErzcmZ2gIwX7X0xSMQPix
146,"Bad Luck",Lipta,12576,https://open.spotify.com/track/2NsA7Fkd0hRQBS52GLeRAf
147,เพื่อนรัก,"The Parkinson",12519,https://open.spotify.com/track/02ILnpL8IvIa9IQX7sSO9I
148,ยังไม่รู้,"Better Weather",12455,https://open.spotify.com/track/2OQQPlUlrSKu2nOPMwTS2c
149,"Something Just Like This","The Chainsmokers",12405,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
150,รอยยิ้ม,Scrubb,12356,https://open.spotify.com/track/6ezEwX2eZRZlioqYaUPOKX
151,"We Do (feat. Miranda Glory)",R3HAB,12173,https://open.spotify.com/track/3roMGtDfleE2N8M56E2WFs
152,"Best Part",H.E.R.,12156,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
153,PLEASE,"Atom Chanakan",12134,https://open.spotify.com/track/60hF3gZXQ33xdAXXk6tE1x
154,"Put Me Back Together (feat. Kiiara)","Cheat Codes",12033,https://open.spotify.com/track/2zLIP4R6Yt3afkyh7uhmar
155,DNA,BTS,12031,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH
156,Ferrari,"Bebe Rexha",12022,https://open.spotify.com/track/41dykwc7XRMk44xgg8hykQ
157,"I'm Yours","Jason Mraz",11973,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
158,เมื่อวาน,"Oat Pramote",11967,https://open.spotify.com/track/0ZQoB8rzr8sK2Jvkc7rkfT
159,"Space For Two","Mr. Probz",11943,https://open.spotify.com/track/2vNyWYQtbrgOKcSG64SZMJ
160,"Spring Day",BTS,11942,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW
161,"So Far Away (feat. Jamie Scott & Romy Dya)","Martin Garrix",11841,https://open.spotify.com/track/1jLlIo8HA1KdhGiaYaC4j9
162,"Change Your Mind",ELI,11826,https://open.spotify.com/track/4kOlyvj9WiPrI4zpmzKAeA
163,จดหมาย,"The Toys",11817,https://open.spotify.com/track/2wgGM5bNyPTVI2d7KHmmRw
164,Naked,"James Arthur",11740,https://open.spotify.com/track/7krbSH3rd8lhIZvuzTV3Bl
165,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",11734,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
166,Restart,"Room 39",11700,https://open.spotify.com/track/5gtXv0Ir0eolOIeDulhNZO
167,"Walk It Talk It",Migos,11580,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
168,"Look Alive (feat. Drake)","BlocBoy JB",11565,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
169,"Ko Ko Bop",EXO,11402,https://open.spotify.com/track/5EzitieoPnjyKHAq0gfRMa
170,บุพเพสันนิวาส,"Ice Sarunyu",11402,https://open.spotify.com/track/4e3GY4mFmSfGitpEpA0GBA
171,Believer,"Imagine Dragons",11395,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4
172,Unpredictable,"Olly Murs",11385,https://open.spotify.com/track/5Gz1PxujU62sfecQpB0Stm
173,"Thinking Out Loud","Ed Sheeran",11337,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
174,"빨간 맛 Red Flavor","Red Velvet",11276,https://open.spotify.com/track/7nKQ5WAcjnG48knyLuo8gO
175,"피카부 Peek-A-Boo","Red Velvet",11237,https://open.spotify.com/track/42tFTth2jcF7iSo0RBjfJF
176,"lovely (with Khalid)","Billie Eilish",11223,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
177,"Let Go",BTS,11186,https://open.spotify.com/track/1OqDvYVDhJyFZny7XlfIyZ
178,คนที่คุณก็รู้ว่าใคร,Stamp,10953,https://open.spotify.com/track/3usWyH1du9AWTTxUIMOh79
179,"Finest Hour (feat. Abir)","Cash Cash",10941,https://open.spotify.com/track/0p0ljM6RxgpGt7wthGqBZa
180,"Sorry Not Sorry","Demi Lovato",10860,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
181,Energetic,"Wanna One",10804,https://open.spotify.com/track/3NkkcnnKrNHv4AiGaPdD76
182,"You're Not Missing Me","Chelsea Cutler",10801,https://open.spotify.com/track/7ahYQRrOQSXJ5OhsLnpfU8
183,"Side To Side","Ariana Grande",10741,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz
184,เรื่องที่ขอ,Lula,10666,https://open.spotify.com/track/6ZDl7YLiNjey9VOdEM3pok
185,เฉยเมย,YOUNGOHM,10655,https://open.spotify.com/track/6XPCoGblXqyvcyp31vzRyL
186,"Broken Arrows",Avicii,10653,https://open.spotify.com/track/2BVVmJQZv4fOPWavI9mkIj
187,KOD,"J. Cole",10644,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
188,"Tokyo Nights","Digital Farm Animals",10606,https://open.spotify.com/track/3TxKtkCNR1yQARsvHxvNnP
189,"Bye Bye",P-Hot,10571,https://open.spotify.com/track/08oX4H0Td1Fza9eBXzmojN
190,"Dusk Till Dawn - Radio Edit",ZAYN,10501,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
191,"Let Her Go",Passenger,10431,https://open.spotify.com/track/2jyjhRf6DVbMPU5zxagN2h
192,Starboy,"The Weeknd",10425,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
193,"Lover Boy","Phum Viphurit",10407,https://open.spotify.com/track/2rd4FH1cSaWGc0ZiUaMbX9
194,กะทันหัน,"Fymme Bongkot",10393,https://open.spotify.com/track/71rZCPjOAU8WBlXYPHNgRu
195,เพียงสบตา,Lydia,10360,https://open.spotify.com/track/0zU4dD3GRxUMp887xAoa76
196,Always,"Gavin James",10354,https://open.spotify.com/track/3MQMBm2m3UqpT23doEOZc2
197,ถ้าหาก,"Two Popetorn",10338,https://open.spotify.com/track/3o5FB7uyNadcadhKe3GP32
198,ร่มสีเทา,Whatcharawale,10328,https://open.spotify.com/track/6z56u8jPSSroDFrJVD5cMf
199,Chun-Li,"Nicki Minaj",10255,https://open.spotify.com/track/2gTYVoQCUh0QNUaFix01ld
200,"Super Far",LANY,10253,https://open.spotify.com/track/74ODGXs4byLTRdnKGM4s6E
