,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
40,"Freaky Friday (feat. Chris Brown)","Lil Dicky",37554,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
41,อย่าบอก,"Atom Chanakan",37439,https://open.spotify.com/track/3CrDt4x72gWHaglwnM0CAH
42,ฝันฤดูร้อน,"The Toys",37429,https://open.spotify.com/track/03UCygRxVwn1CyFEA7fiTV
43,"The Way I Am","Charlie Puth",35898,https://open.spotify.com/track/6qNALlmZa1ESnCxJmXE1K9
44,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)","Rita Ora",34695,https://open.spotify.com/track/1YNQscOx6OqBQjxgJVhEeW
45,เห็นฉันไหม,B5,34389,https://open.spotify.com/track/29gzHYQ0fDI4Nobkaye6Ik
46,ไม่เหมือนใคร,"D Gerrard",33443,https://open.spotify.com/track/39Mg8slCqS2tyaZUZ1cQ1M
47,TOY,"The Toys",33054,https://open.spotify.com/track/2Es5K3EnKVXsGqU8PtZLEL
48,"Have It All","Jason Mraz",32815,https://open.spotify.com/track/1pIMxRddmCGalHnRbLFkWg
49,"Me & You ◑",HONNE,31569,https://open.spotify.com/track/2mDeWOqdFJLV2zsrTCPG0T
50,"พริบตา x STAMP","Bird Thongchai",31164,https://open.spotify.com/track/20Tl8mWZhryG75y3nqnlKE
51,"Call Out My Name","The Weeknd",31122,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
52,ฝืนตัวเองไม่เป็น,"Non Tanon",30747,https://open.spotify.com/track/0FlZM6SFefxfXzX68IpVxb
53,"555 (ToT)",Wonderframe,30708,https://open.spotify.com/track/5LcwUVWyRxuOfSawnKlbBV
54,OTW,Khalid,30547,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
55,"New Light","John Mayer",30399,https://open.spotify.com/track/3bH4HzoZZFq8UpZmI2AMgV
56,ที่เก่า,"Marc Tatchapon",30285,https://open.spotify.com/track/0xBShp4NOIh5ChC55Xj0zz
57,เหมือนในวันเก่า,KLEAR,29691,https://open.spotify.com/track/5YFjjpnRuzrewr7n5ynrSt
58,"You Can Cry",Marshmello,29067,https://open.spotify.com/track/3ZbJMlEL4Kcme0ONRO7Slx
59,พอ,"Atom Chanakan",28946,https://open.spotify.com/track/72KOmS4Af9IEFsT87TK1VQ
60,"ไม่ว่าเมื่อไหร่ (feat. Room 39)","Boyd Kosiyabong",27980,https://open.spotify.com/track/7FHAusjHiFbdPLQBBdEXiH
61,มะงึกๆอุ๋งๆ,"Ornly You",27884,https://open.spotify.com/track/3Wz7m9QeE8EAfpg98uxhRk
62,"Playinwitme (feat. Kehlani)",KYLE,27032,https://open.spotify.com/track/43cFjTTCD9Cni4aSL0sORz
63,"How Long","Charlie Puth",26902,https://open.spotify.com/track/6wmAHw1szh5RCKSRjiXhPe
64,อย่าเลย...อย่า(ทรมาน),"Moving and Cut",26628,https://open.spotify.com/track/5tMVqeydIb4NWI1o2cHoYT
65,Mine,Bazzi,26417,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
66,Youngblood,"5 Seconds of Summer",26177,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
67,Flames,"David Guetta",25616,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
68,"NEKKOYA (PICK ME)","PRODUCE 48",25530,https://open.spotify.com/track/5kprxqsCHKz3c6KMIRQrNL
69,"Love Lies (with Normani)",Khalid,25409,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
70,Havana,"Camila Cabello",25191,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
71,เจ็บจนไม่เข้าใจ,PORTRAIT,24766,https://open.spotify.com/track/4URCEQmgwuwaHiySIqGmIa
72,ควันเหงา,"Opor Praput",24460,https://open.spotify.com/track/6a35EmpHEmpvzlMPZqI5Kw
73,"Young Dumb & Broke",Khalid,24373,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
74,Thunder,"Imagine Dragons",23037,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
75,ทรมานตัวเอง,"Bell Supol",22927,https://open.spotify.com/track/5lRwWrPogCyocSL7SYogg8
76,Flower,"Twopee Southside",22543,https://open.spotify.com/track/3Z1A584gUX1pxdlG3Oo8WT
77,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,22449,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
78,Alien,"Sabrina Carpenter",22279,https://open.spotify.com/track/0RUTnY2B3s05fZuCHsNaUP
79,คิดถึงเสมอ,Lipta,22053,https://open.spotify.com/track/7dfs4SVfLPVORzjmYYqorK
80,"Nice For What",Drake,21650,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
81,Happier,"Ed Sheeran",21557,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
82,"God's Plan",Drake,21493,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
83,"Remind Me to Forget",Kygo,21449,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
84,ฝันหวานอายจูบ,Stamp,21399,https://open.spotify.com/track/10DSYghyBjAYJa8iCvdRDv
85,"Chasing Fire",Lauv,20988,https://open.spotify.com/track/1xy4apMFecGGkgBeaHFZ2M
86,"Paris in the Rain",Lauv,20716,https://open.spotify.com/track/0RGUIOZtmOXTWOy5EjvQbP
87,โลกที่ไม่มีเธอ,PORTRAIT,20556,https://open.spotify.com/track/0fSl800MbFmlLs1aUxx7Z2
88,Attention,"Charlie Puth",20535,https://open.spotify.com/track/5cF0dROlMOK5uNZtivgu50
89,LATATA,(G)I-DLE,20424,https://open.spotify.com/track/2ezKXygNO30pXyDQXkm6oD
90,กอดฉัน,FIIXD,20157,https://open.spotify.com/track/5EL4HQ8ld7aQyfI2DhukoW
91,ไวน์,"Max Jenmana",20102,https://open.spotify.com/track/00Hj710RrsLX5s9bothwlW
92,"Four Out Of Five","Arctic Monkeys",19590,https://open.spotify.com/track/5Z5nbOXhsSbySVC7WUc6y9
93,Perfect,"Ed Sheeran",19536,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
94,"lovely (with Khalid)","Billie Eilish",19406,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
95,"LOVE SCENARIO",iKON,19388,https://open.spotify.com/track/6qAzAmPBUpGrk7XADZHR5k
96,"Too Good At Goodbyes","Sam Smith",19237,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
97,Shonichi,BNK48,19190,https://open.spotify.com/track/74sRRQQx5eRdYSA7eaBjvU
98,หน้าหนาวที่แล้ว,"The Toys",19147,https://open.spotify.com/track/5mVeBv0bUZPJU7kPZcm594
99,"Shape of You","Ed Sheeran",18952,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
100,1950,"King Princess",18869,https://open.spotify.com/track/0CZ8lquoTX2Dkg7Ak2inwA
101,"จังหวะจะรัก - From “Heartbeat” Original Soundtrack","Violette Wautier",18838,https://open.spotify.com/track/1ux0god9zERqovPLrzRdBT
102,"New Rules","Dua Lipa",18649,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
103,"ปล่อย (Miss)","Clockwork Motionless",18481,https://open.spotify.com/track/7ihijRsdyrrQQR2iwSdibF
104,Audio,Sia,18398,https://open.spotify.com/track/7boPPE857KEqCIHNwFkDop
105,"Sakura no Hanabiratachi",BNK48,18327,https://open.spotify.com/track/0Svq8t3pt6Etnru5tseXnp
106,"What is Love?",TWICE,18286,https://open.spotify.com/track/2PhG74FocRobLC8pP9cIBI
107,"rockstar (feat. 21 Savage)","Post Malone",18173,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
108,"Bad Boy","Red Velvet",17913,https://open.spotify.com/track/5GKwq4sO5ZHKuWaDmdwMQc
109,"I'll Be There","Jess Glynne",17739,https://open.spotify.com/track/083Qf6hn6sFL6xiOHlZUyn
110,"ฝัง (ใน) ใจ",ETC.,17616,https://open.spotify.com/track/2sO402csNLrYEpiJXlZUCD
111,ถ้าเธอต้องเลือก,Illslick,17514,https://open.spotify.com/track/5Of65kRDivh4UHG3SG5Iad
112,"BBoom BBoom",MOMOLAND,17421,https://open.spotify.com/track/3BPoSr2pO34Aan6alFfVto
113,"Need You Right Now",HEDEGAARD,17358,https://open.spotify.com/track/50tyqR5Zz99YMSyQWpqLsR
114,"Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson",17319,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6
115,"I Wanna Know (feat. Bea Miller)",NOTD,17183,https://open.spotify.com/track/18W92Zm1KjLCbUIszOhpkD
116,เป็นทุกอย่าง,"Room 39",17020,https://open.spotify.com/track/09zqmrjQokoAfQJ1WeLkFK
117,PLEASE,"Atom Chanakan",16735,https://open.spotify.com/track/60hF3gZXQ33xdAXXk6tE1x
118,Stay,"Post Malone",16365,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
119,"If You're Over Me","Years & Years",16256,https://open.spotify.com/track/01k24g94i1JvkFLQmVEdCd
120,"Change Your Mind",ELI,16167,https://open.spotify.com/track/4kOlyvj9WiPrI4zpmzKAeA
121,"Koisuru Fortune Cookie คุกกี้เสี่ยงทาย",BNK48,16128,https://open.spotify.com/track/5OzKApzqDkOVg4P5jQlD8J
122,"I Like It","Cardi B",16123,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
123,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",15961,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
124,ถอนหายใจ,Mild,15887,https://open.spotify.com/track/1rve7sIFz7JVxwfrisKyP3
125,"Hold On Tight",R3HAB,15835,https://open.spotify.com/track/226q4gIbBXEsaqHubcnN19
126,"Drink About",Seeb,15780,https://open.spotify.com/track/2GGGm4MLQynB3I4E4ycIYC
127,ใช่หรือเปล่า,"เต้ ดาวิชญ์ กรีพลฤกษ์",15612,https://open.spotify.com/track/2SoropeYCGbI2G2yYF57gG
128,"Drunk On You",Zookeepers,15526,https://open.spotify.com/track/25HWrN7rPVMy7r7JlYZvsC
129,"Star Treatment","Arctic Monkeys",15518,https://open.spotify.com/track/0b93tWwuoAC0nXe1CfR30I
130,Genius,Sia,15325,https://open.spotify.com/track/73F87Sqh6jQWucOOvz1WFx
131,Wolves,"Selena Gomez",15266,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
132,"Never Be the Same","Camila Cabello",15256,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
133,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",15184,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
134,"Jump (with Trippie Redd)","Julia Michaels",15161,https://open.spotify.com/track/2OvV4NjEBRE9v8Oo7QeUCq
135,"รู้ยัง - Acoustic Live Session","Ton Thanasit",15096,https://open.spotify.com/track/6ZKJbL6CkzpDDYeY2SPjeQ
136,"That's What I Like","Bruno Mars",15032,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
137,"Capital Letters","Hailee Steinfeld",15016,https://open.spotify.com/track/3towKHKVOXCCcL1fHv6xFO
138,รักโกรธ,"Season Five",14956,https://open.spotify.com/track/1rVsQiBov0b97U5ccZr0ty
139,"As If It's Your Last",BLACKPINK,14812,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
140,Paranoid,"Post Malone",14645,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
141,อธิษฐาน,Prem,14491,https://open.spotify.com/track/74p4LbrOxxxzM2xKokMk2x
142,เผด็จเกิร์ล,"Tattoo Colour",14439,https://open.spotify.com/track/6dnXdI7OhOJYvVjlT6pR03
143,"Say You Won't Let Go","James Arthur",14303,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
144,"Bye Bye",P-Hot,14172,https://open.spotify.com/track/08oX4H0Td1Fza9eBXzmojN
145,รักตัวเอง,"Room 39",14063,https://open.spotify.com/track/2rEV4Q9fHqZbecnNKHYoMJ
146,สารภาพ,Playground,14059,https://open.spotify.com/track/4Gjl7Z9S2LZEnWLeqQh67K
147,"Pray For Me (with Kendrick Lamar)","The Weeknd",14048,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
148,รถคันเก่า,"Atom Chanakan",14012,https://open.spotify.com/track/5tYSThnYOKQCEjtvFiGcL0
149,Photograph,"Ed Sheeran",13996,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
150,Drive,"Violette Wautier",13889,https://open.spotify.com/track/1y2ENgtP8xO2TGfcgqTRWm
151,"You Are The Reason","Calum Scott",13760,https://open.spotify.com/track/2VgJDTfkuwlm7WIHnvtRCQ
152,"One Point Perspective","Arctic Monkeys",13349,https://open.spotify.com/track/1t67WYNfUxfOiwaz7SJ66b
153,Sniper,"Folly Rae",13310,https://open.spotify.com/track/6YKtXMb7DISTUfYjSSPsEq
154,"I'm Yours","Jason Mraz",13217,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
155,"I Like Me Better",Lauv,13157,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
156,"Space For Two","Mr. Probz",13146,https://open.spotify.com/track/2vNyWYQtbrgOKcSG64SZMJ
157,เรื่องที่ขอ,Lula,12961,https://open.spotify.com/track/6ZDl7YLiNjey9VOdEM3pok
158,ถอย,Gliss,12893,https://open.spotify.com/track/3nJlzw6Gn33fitnoxJtLSj
159,Miracle,CHVRCHES,12831,https://open.spotify.com/track/7a0YvS8BmrfOtvG2HpPpE9
160,ยังไม่รู้,"Better Weather",12805,https://open.spotify.com/track/2OQQPlUlrSKu2nOPMwTS2c
161,ลืมไปก่อน,"Buddha Bless",12799,https://open.spotify.com/track/6Rpj87GuuE59nij1NVmpzD
162,"Best Part",H.E.R.,12623,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
163,"One I Love",BATE,12572,https://open.spotify.com/track/7yqkSfpsdd0R1mMlOQ7t3b
164,ปล่อย,"Pop Pongkool",12526,https://open.spotify.com/track/5eVmR3LXaUuJ4dgXfwcvsx
165,วันหนึ่งฉันเดินเข้าป่า,"Max Jenmana",12469,https://open.spotify.com/track/46upHQ13xvw1y7ykEJpWU5
166,ยังคิดถึง...(Same),"Marc Tatchapon",12400,https://open.spotify.com/track/1OlInnJssr9pXY0Ooa0SDT
167,"Something Just Like This","The Chainsmokers",12301,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
168,รอยยิ้ม,Scrubb,12225,https://open.spotify.com/track/6ezEwX2eZRZlioqYaUPOKX
169,Closer,"The Chainsmokers",12175,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
170,Restart,"Room 39",12078,https://open.spotify.com/track/5gtXv0Ir0eolOIeDulhNZO
171,"Look Alive (feat. Drake)","BlocBoy JB",12029,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
172,EVERYDAY,WINNER,12025,https://open.spotify.com/track/42rziXmwGA04hNSMi2MliA
173,"Tranquility Base Hotel & Casino","Arctic Monkeys",11994,https://open.spotify.com/track/2URDbWGmPz3vhagl25p8OC
174,"One More Day",Afrojack,11844,https://open.spotify.com/track/3vPoCfS2Ao2pjOvKZ63ybx
175,Naked,"James Arthur",11817,https://open.spotify.com/track/7krbSH3rd8lhIZvuzTV3Bl
176,"Galaxy - Acoustic","D Gerrard",11810,https://open.spotify.com/track/5dTrxzGlg1Dnc9rpkOmg52
177,เมื่อวาน,"Oat Pramote",11636,https://open.spotify.com/track/0ZQoB8rzr8sK2Jvkc7rkfT
178,...ก่อน,Supersub,11585,https://open.spotify.com/track/5VAc6MbjR5WRvDpduuhVVs
179,BOSS,NCT,11437,https://open.spotify.com/track/0ErzcmZ2gIwX7X0xSMQPix
180,พบกันใหม่,Polycat,11381,https://open.spotify.com/track/4IKn1t0eZZzF5mji1vraVI
181,"Labelle - Acoustic","Telex Telexs",11351,https://open.spotify.com/track/55dOUAyuTB3QWo5sKrpsFv
182,"Let Her Go",Passenger,11193,https://open.spotify.com/track/2jyjhRf6DVbMPU5zxagN2h
183,DNA,BTS,11174,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH
184,"Thinking Out Loud","Ed Sheeran",11126,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
185,"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",11069,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV
186,Nevermind,"Dennis Lloyd",11038,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
187,เพื่อนรัก,"The Parkinson",11008,https://open.spotify.com/track/02ILnpL8IvIa9IQX7sSO9I
188,"There for You","Martin Garrix",11008,https://open.spotify.com/track/6Jl4RXW8Nyx8dyohnihJeT
189,"Spring Day",BTS,10962,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW
190,"All Falls Down (feat. Juliander)","Alan Walker",10884,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb
191,"Dusk Till Dawn - Radio Edit",ZAYN,10835,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
192,แต่ยังคิดถึง,"Two Popetorn",10821,https://open.spotify.com/track/5RGCl0Gto9cyBoQurIN3zB
193,คนที่คุณก็รู้ว่าใคร,Stamp,10794,https://open.spotify.com/track/3usWyH1du9AWTTxUIMOh79
194,Believer,"Imagine Dragons",10759,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4
195,กะทันหัน,"Fymme Bongkot",10684,https://open.spotify.com/track/71rZCPjOAU8WBlXYPHNgRu
196,เธอเก่ง,JETSET'ER,10651,https://open.spotify.com/track/5yRvsVxjmP7RORUXxiyH77
197,ร่มสีเทา,Whatcharawale,10605,https://open.spotify.com/track/6z56u8jPSSroDFrJVD5cMf
198,"American Sports","Arctic Monkeys",10583,https://open.spotify.com/track/2HbYLDA1SigY1ilC94ieVu
199,Stay,Zedd,10498,https://open.spotify.com/track/0I20rLT2MJDhcF96AjbNYo
200,"Like I Do","David Guetta",10464,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
