,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
39,2002,Anne-Marie,39566,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
40,ฝันฤดูร้อน,"The Toys",39526,https://open.spotify.com/track/03UCygRxVwn1CyFEA7fiTV
41,"All The Stars (with SZA)","Kendrick Lamar",39149,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
42,"Call Out My Name","The Weeknd",38109,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
43,ใครคือเรา,Bodyslam,38083,https://open.spotify.com/track/1kkkixB3Ids34krb3rqBID
44,"The Way I Am","Charlie Puth",37812,https://open.spotify.com/track/5Co8mnbtshK44Uh96aHxdu
45,"Have It All","Jason Mraz",37694,https://open.spotify.com/track/1pIMxRddmCGalHnRbLFkWg
46,TOY,"The Toys",36308,https://open.spotify.com/track/2Es5K3EnKVXsGqU8PtZLEL
47,ไม่เหมือนใคร,"D Gerrard",35511,https://open.spotify.com/track/39Mg8slCqS2tyaZUZ1cQ1M
48,ฝืนตัวเองไม่เป็น,"Non Tanon",33829,https://open.spotify.com/track/0FlZM6SFefxfXzX68IpVxb
49,พอ,"Atom Chanakan",33687,https://open.spotify.com/track/72KOmS4Af9IEFsT87TK1VQ
50,เหมือนในวันเก่า,KLEAR,32904,https://open.spotify.com/track/5YFjjpnRuzrewr7n5ynrSt
51,ที่เก่า,"Marc Tatchapon",32688,https://open.spotify.com/track/0xBShp4NOIh5ChC55Xj0zz
52,"Love Lies (with Normani)",Khalid,32651,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
53,"Paris in the Rain",Lauv,32176,https://open.spotify.com/track/0RGUIOZtmOXTWOy5EjvQbP
54,Mine,Bazzi,30170,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
55,"Me & You ◑",HONNE,29458,https://open.spotify.com/track/2mDeWOqdFJLV2zsrTCPG0T
56,มะงึกๆอุ๋งๆ,"Ornly You",29132,https://open.spotify.com/track/3Wz7m9QeE8EAfpg98uxhRk
57,OTW,Khalid,28669,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
58,"Playinwitme (feat. Kehlani)",KYLE,27345,https://open.spotify.com/track/43cFjTTCD9Cni4aSL0sORz
59,Havana,"Camila Cabello",27300,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
60,Flames,"David Guetta",27226,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
61,คิดถึงเสมอ,Lipta,26743,https://open.spotify.com/track/7dfs4SVfLPVORzjmYYqorK
62,Alien,"Sabrina Carpenter",26568,https://open.spotify.com/track/0RUTnY2B3s05fZuCHsNaUP
63,เจ็บจนไม่เข้าใจ,PORTRAIT,25275,https://open.spotify.com/track/4URCEQmgwuwaHiySIqGmIa
64,ควันเหงา,"Opor Praput",24780,https://open.spotify.com/track/6a35EmpHEmpvzlMPZqI5Kw
65,"You Can Cry",Marshmello,24510,https://open.spotify.com/track/3ZbJMlEL4Kcme0ONRO7Slx
66,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,24363,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
67,"Young Dumb & Broke",Khalid,24290,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
68,"God's Plan",Drake,23990,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
69,"How Long","Charlie Puth",23503,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
70,Thunder,"Imagine Dragons",23456,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
71,ทรมานตัวเอง,"Bell Supol",23239,https://open.spotify.com/track/5lRwWrPogCyocSL7SYogg8
72,"Chasing Fire",Lauv,23007,https://open.spotify.com/track/1xy4apMFecGGkgBeaHFZ2M
73,"ไม่ว่าเมื่อไหร่ (feat. Room 39)","Boyd Kosiyabong",22828,https://open.spotify.com/track/7FHAusjHiFbdPLQBBdEXiH
74,Shonichi,BNK48,22472,https://open.spotify.com/track/74sRRQQx5eRdYSA7eaBjvU
75,ใส่ใจ,"ตูน อาทิวราห์",22407,https://open.spotify.com/track/1E0TFvBj3WqdxDTt7Lwe5j
76,Youngblood,"5 Seconds of Summer",22310,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
77,"Capital Letters","Hailee Steinfeld",22191,https://open.spotify.com/track/3towKHKVOXCCcL1fHv6xFO
78,"Nice For What",Drake,22060,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
79,LATATA,(G)I-DLE,21989,https://open.spotify.com/track/2ezKXygNO30pXyDQXkm6oD
80,โลกที่ไม่มีเธอ,PORTRAIT,21731,https://open.spotify.com/track/0fSl800MbFmlLs1aUxx7Z2
81,"Remind Me to Forget",Kygo,21554,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
82,Happier,"Ed Sheeran",21502,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
83,Flower,"Twopee Southside",21457,https://open.spotify.com/track/3Z1A584gUX1pxdlG3Oo8WT
84,Stay,"Post Malone",20878,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
85,อย่าเลย...อย่า(ทรมาน),"Moving and Cut",20875,https://open.spotify.com/track/5tMVqeydIb4NWI1o2cHoYT
86,หน้าหนาวที่แล้ว,"The Toys",20613,https://open.spotify.com/track/5mVeBv0bUZPJU7kPZcm594
87,Perfect,"Ed Sheeran",20423,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
88,"จังหวะจะรัก - From “Heartbeat” Original Soundtrack","Violette Wautier",20273,https://open.spotify.com/track/1ux0god9zERqovPLrzRdBT
89,Drive,"Violette Wautier",20006,https://open.spotify.com/track/1y2ENgtP8xO2TGfcgqTRWm
90,ไวน์,"Max Jenmana",19843,https://open.spotify.com/track/00Hj710RrsLX5s9bothwlW
91,"Too Good At Goodbyes","Sam Smith",19836,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
92,1950,"King Princess",19823,https://open.spotify.com/track/0CZ8lquoTX2Dkg7Ak2inwA
93,"rockstar (feat. 21 Savage)","Post Malone",19820,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
94,"LOVE SCENARIO",iKON,19784,https://open.spotify.com/track/6qAzAmPBUpGrk7XADZHR5k
95,"lovely (with Khalid)","Billie Eilish",19760,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
96,"What is Love?",TWICE,19721,https://open.spotify.com/track/2PhG74FocRobLC8pP9cIBI
97,"Bad Boy","Red Velvet",19356,https://open.spotify.com/track/5GKwq4sO5ZHKuWaDmdwMQc
98,"ปล่อย (Miss)","Clockwork Motionless",19218,https://open.spotify.com/track/7ihijRsdyrrQQR2iwSdibF
99,"I Wanna Know (feat. Bea Miller)",NOTD,18887,https://open.spotify.com/track/18W92Zm1KjLCbUIszOhpkD
100,"This Is America","Childish Gambino",18867,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
101,...ก่อน,Supersub,18532,https://open.spotify.com/track/5VAc6MbjR5WRvDpduuhVVs
102,"There for You","Martin Garrix",18515,https://open.spotify.com/track/6Jl4RXW8Nyx8dyohnihJeT
103,"ฝัง (ใน) ใจ",ETC.,18419,https://open.spotify.com/track/2sO402csNLrYEpiJXlZUCD
104,"New Rules","Dua Lipa",18399,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
105,"That's What I Like","Bruno Mars",18221,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
106,"Shape of You","Ed Sheeran",18195,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
107,เป็นทุกอย่าง,"Room 39",18020,https://open.spotify.com/track/09zqmrjQokoAfQJ1WeLkFK
108,"Koisuru Fortune Cookie คุกกี้เสี่ยงทาย",BNK48,17704,https://open.spotify.com/track/5OzKApzqDkOVg4P5jQlD8J
109,Paranoid,"Post Malone",17573,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
110,"BBoom BBoom",MOMOLAND,17415,https://open.spotify.com/track/3BPoSr2pO34Aan6alFfVto
111,Wolves,"Selena Gomez",17344,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
112,PLEASE,"Atom Chanakan",17228,https://open.spotify.com/track/60hF3gZXQ33xdAXXk6tE1x
113,ถอนหายใจ,Mild,17138,https://open.spotify.com/track/1rve7sIFz7JVxwfrisKyP3
114,"Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson",16926,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6
115,ใช่หรือเปล่า,"เต้ ดาวิชญ์ กรีพลฤกษ์",16876,https://open.spotify.com/track/2SoropeYCGbI2G2yYF57gG
116,"Change Your Mind",ELI,16790,https://open.spotify.com/track/4kOlyvj9WiPrI4zpmzKAeA
117,"I Like It","Cardi B",16683,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
118,"Drink About",Seeb,16614,https://open.spotify.com/track/2GGGm4MLQynB3I4E4ycIYC
119,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",16039,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
120,"I'll Be There","Jess Glynne",16002,https://open.spotify.com/track/083Qf6hn6sFL6xiOHlZUyn
121,Genius,Sia,15850,https://open.spotify.com/track/73F87Sqh6jQWucOOvz1WFx
122,รถคันเก่า,"Atom Chanakan",15802,https://open.spotify.com/track/5tYSThnYOKQCEjtvFiGcL0
123,Attention,"Charlie Puth",15765,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
124,"รู้ยัง - Acoustic Live Session","Ton Thanasit",15715,https://open.spotify.com/track/6ZKJbL6CkzpDDYeY2SPjeQ
125,"You Are The Reason","Calum Scott",15707,https://open.spotify.com/track/2VgJDTfkuwlm7WIHnvtRCQ
126,รักโกรธ,"Season Five",15678,https://open.spotify.com/track/1rVsQiBov0b97U5ccZr0ty
127,"Never Be the Same","Camila Cabello",15675,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
128,เผด็จเกิร์ล,"Tattoo Colour",15374,https://open.spotify.com/track/6dnXdI7OhOJYvVjlT6pR03
129,"Say You Won't Let Go","James Arthur",15355,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
130,วันหนึ่งฉันเดินเข้าป่า,"Max Jenmana",15327,https://open.spotify.com/track/46upHQ13xvw1y7ykEJpWU5
131,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",15199,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
132,รักตัวเอง,"Room 39",15064,https://open.spotify.com/track/2rEV4Q9fHqZbecnNKHYoMJ
133,"Need You Right Now",HEDEGAARD,14966,https://open.spotify.com/track/50tyqR5Zz99YMSyQWpqLsR
134,"Getting Over You",Lauv,14951,https://open.spotify.com/track/2BNkTvg1kHAAfGvqh56x5a
135,"Drunk On You",Zookeepers,14732,https://open.spotify.com/track/25HWrN7rPVMy7r7JlYZvsC
136,อธิษฐาน,Prem,14633,https://open.spotify.com/track/74p4LbrOxxxzM2xKokMk2x
137,"Pray For Me (with Kendrick Lamar)","The Weeknd",14542,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
138,"Space For Two","Mr. Probz",14514,https://open.spotify.com/track/2vNyWYQtbrgOKcSG64SZMJ
139,สารภาพ,Playground,14445,https://open.spotify.com/track/4Gjl7Z9S2LZEnWLeqQh67K
140,"As If It's Your Last",BLACKPINK,14339,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
141,"One I Love",BATE,14338,https://open.spotify.com/track/7yqkSfpsdd0R1mMlOQ7t3b
142,Photograph,"Ed Sheeran",14319,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
143,"ทุกสิ่ง (original by PRU)","Image Suthita",14193,https://open.spotify.com/track/0CZ2Z36kfslHCi4Nq8Wa6v
144,ความจริง,"Room 39",14179,https://open.spotify.com/track/3qT4oTj72oPPbS9d1OdB7M
145,Sniper,"Folly Rae",14161,https://open.spotify.com/track/6YKtXMb7DISTUfYjSSPsEq
146,"Hold On Tight",R3HAB,14011,https://open.spotify.com/track/226q4gIbBXEsaqHubcnN19
147,Miracle,CHVRCHES,13923,https://open.spotify.com/track/43oX6qFdj2bHGeWzPps3rs
148,"I Like Me Better",Lauv,13706,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
149,Familiar,"Liam Payne",13680,https://open.spotify.com/track/0Y4hwUppbGc8aIBmiTz30A
150,ถ้าเธอต้องเลือก,Illslick,13557,https://open.spotify.com/track/5Of65kRDivh4UHG3SG5Iad
151,ลืมไปก่อน,"Buddha Bless",13431,https://open.spotify.com/track/6Rpj87GuuE59nij1NVmpzD
152,"Sakura no Hanabiratachi",BNK48,13158,https://open.spotify.com/track/0Svq8t3pt6Etnru5tseXnp
153,รอยยิ้ม,Scrubb,13151,https://open.spotify.com/track/6ezEwX2eZRZlioqYaUPOKX
154,"Best Part",H.E.R.,12913,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
155,"Something Just Like This","The Chainsmokers",12857,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
156,"Versace On The Floor","Bruno Mars",12852,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP
157,EVERYDAY,WINNER,12767,https://open.spotify.com/track/42rziXmwGA04hNSMi2MliA
158,ยังคิดถึง...(Same),"Marc Tatchapon",12729,https://open.spotify.com/track/1OlInnJssr9pXY0Ooa0SDT
159,Sway,"Tove Styrke",12717,https://open.spotify.com/track/0XbKGn5HyewE94iODzPmLW
160,เรื่องที่ขอ,Lula,12713,https://open.spotify.com/track/6ZDl7YLiNjey9VOdEM3pok
161,"All Falls Down (feat. Juliander)","Alan Walker",12588,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb
162,"Spoil My Night (feat. Swae Lee)","Post Malone",12581,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
163,Closer,"The Chainsmokers",12492,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
164,พบกันใหม่,Polycat,12489,https://open.spotify.com/track/4IKn1t0eZZzF5mji1vraVI
165,ถอย,Gliss,12447,https://open.spotify.com/track/3nJlzw6Gn33fitnoxJtLSj
166,Restart,"Room 39",12396,https://open.spotify.com/track/5gtXv0Ir0eolOIeDulhNZO
167,BOSS,NCT,12360,https://open.spotify.com/track/0ErzcmZ2gIwX7X0xSMQPix
168,เมื่อวาน,"Oat Pramote",12321,https://open.spotify.com/track/0ZQoB8rzr8sK2Jvkc7rkfT
169,"Bye Bye",P-Hot,12290,https://open.spotify.com/track/08oX4H0Td1Fza9eBXzmojN
170,ยังไม่รู้,"Better Weather",12266,https://open.spotify.com/track/5Ql75hmHV5wZZAPArtcMen
171,ปล่อย,"Pop Pongkool",12189,https://open.spotify.com/track/5eVmR3LXaUuJ4dgXfwcvsx
172,"Jump (with Trippie Redd)","Julia Michaels",12173,https://open.spotify.com/track/2OvV4NjEBRE9v8Oo7QeUCq
173,SAD!,XXXTENTACION,12160,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
174,"Ashes - from ""Deadpool 2"" Motion Picture Soundtrack","Céline Dion",12092,https://open.spotify.com/track/7FihoA0WgTT21DkWR7wbYR
175,"Like I Do","David Guetta",12030,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
176,"I'm Yours","Jason Mraz",12010,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
177,ผู้ช่วยที่ดีที่สุด,Polycat,12003,https://open.spotify.com/track/6dZzTJXuTR2WWtGOvHutOU
178,"Ball For Me (feat. Nicki Minaj)","Post Malone",11960,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
179,"Labelle - Acoustic","Telex Telexs",11892,https://open.spotify.com/track/55dOUAyuTB3QWo5sKrpsFv
180,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",11859,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
181,"Thinking Out Loud","Ed Sheeran",11805,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
182,"Look Alive (feat. Drake)","BlocBoy JB",11721,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
183,"Dusk Till Dawn - Radio Edit",ZAYN,11588,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
184,คนที่คุณก็รู้ว่าใคร,Stamp,11557,https://open.spotify.com/track/3usWyH1du9AWTTxUIMOh79
185,เพื่อนรัก,"The Parkinson",11492,https://open.spotify.com/track/02ILnpL8IvIa9IQX7sSO9I
186,ฝันหวานอายจูบ,Stamp,11486,https://open.spotify.com/track/10DSYghyBjAYJa8iCvdRDv
187,"Wake Me Up - Radio Edit",Avicii,11446,https://open.spotify.com/track/6g1NlCpW7fgqDnWbCCDrHl
188,"Galaxy - Acoustic","D Gerrard",11435,https://open.spotify.com/track/5dTrxzGlg1Dnc9rpkOmg52
189,ทำไมต้องรักเธอ,"Earn Piyada",11379,https://open.spotify.com/track/5IWMAHpNDXeKH0aZ0YHY70
190,"Bad Luck",Lipta,11330,https://open.spotify.com/track/2NsA7Fkd0hRQBS52GLeRAf
191,ร่มสีเทา,Whatcharawale,11284,https://open.spotify.com/track/6z56u8jPSSroDFrJVD5cMf
192,"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",11283,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV
193,Nevermind,"Dennis Lloyd",11243,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
194,Naked,"James Arthur",11127,https://open.spotify.com/track/7krbSH3rd8lhIZvuzTV3Bl
195,Believer,"Imagine Dragons",11093,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4
196,อ้าว,"Atom Chanakan",11032,https://open.spotify.com/track/6UyPvvQuMzdCvat61plRu6
197,"Baby Don’t Stop",NCT,10999,https://open.spotify.com/track/1EYSS9Lp7a9f20C3FaOVgI
198,DNA,BTS,10945,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH
199,กะทันหัน,"Fymme Bongkot",10926,https://open.spotify.com/track/71rZCPjOAU8WBlXYPHNgRu
200,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",10889,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
