,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
54,โคตรจะภักดี,O-Pavee,37455,https://open.spotify.com/track/5HEUm9PnNxzZAIbThvehky
55,Youngblood,"5 Seconds of Summer",36804,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
56,อย่าทำอย่างนั้น,PORTRAIT,36571,https://open.spotify.com/track/1tMotuXLRwAZYpRfz4oAMx
57,เกาะสวาทหาดสวรรค์,"Gavin D",36191,https://open.spotify.com/track/193BjzeSedC42I3ydg1SyF
58,BAAM,MOMOLAND,36142,https://open.spotify.com/track/4Is1b37KJY9XVCgzp81FBW
59,แค่อีกครั้งเดียว,"De Flamingo",35453,https://open.spotify.com/track/5mBmQdFk0MIPBaASLNyhyA
60,ดูโง่โง่,"25 hours",34968,https://open.spotify.com/track/2WzTWMuN1kjNMKhLVTpf6U
61,"PICK ME","PRODUCE 48",34604,https://open.spotify.com/track/1LShDXXs40R8bQFNBBupI3
62,"Eastside (with Halsey & Khalid)","benny blanco",34571,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
63,ไม่เหมือนใคร,"D Gerrard",34155,https://open.spotify.com/track/39Mg8slCqS2tyaZUZ1cQ1M
64,ฝืนตัวเองไม่เป็น,"Non Tanon",33754,https://open.spotify.com/track/0FlZM6SFefxfXzX68IpVxb
65,"Strawberries & Cigarettes","Troye Sivan",33526,https://open.spotify.com/track/2z7UKVsBdbA7HFPunDKDP4
66,"Jackie Chan",Tiësto,33515,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
67,"Let Me",ZAYN,33399,https://open.spotify.com/track/7Fg342AJtNsIDdwCfX0paC
68,"no tears left to cry","Ariana Grande",32003,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
69,"I Like It","Cardi B",31195,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
70,Patient,"Charlie Puth",30648,https://open.spotify.com/track/2ZrHbO88rM6Ijeg0aJmSzl
71,"What is Love?",TWICE,30529,https://open.spotify.com/track/5Ek40FyMPprcvtyZDjqylX
72,มีผลต่อหัวใจ,"Non Tanon",30473,https://open.spotify.com/track/6LxsOkPSGBOsPhDKFAgYVM
73,พอ,"Atom Chanakan",30076,https://open.spotify.com/track/72KOmS4Af9IEFsT87TK1VQ
74,"New Light","John Mayer",29675,https://open.spotify.com/track/40FLJc17FMZaPmCQEEZgB0
75,SAD!,XXXTENTACION,29626,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
76,"One Kiss (with Dua Lipa)","Calvin Harris",29408,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
77,"I'm a Mess","Bebe Rexha",29360,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
78,Escape,"Moving and Cut",29220,https://open.spotify.com/track/3QNcZFnVawSjecRnWDd15O
79,"ของขวัญ - Cover Version","The Toys",29054,https://open.spotify.com/track/72bifeUJaxwOtGjGiVqAeB
80,"Bad Boy","Red Velvet",29026,https://open.spotify.com/track/5GKwq4sO5ZHKuWaDmdwMQc
81,Enemies,Lauv,27621,https://open.spotify.com/track/3JJYIoJ5FyY9E0DGjr7SXF
82,ช่วยบอกให้ชัด,"Fymme Bongkot",27465,https://open.spotify.com/track/7qlqSQTOfKCNx4qUDXk4Wp
83,"The Middle",Zedd,27430,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
84,LATATA,(G)I-DLE,27328,https://open.spotify.com/track/2ezKXygNO30pXyDQXkm6oD
85,"BOOMBAYAH - KR Ver.",BLACKPINK,26867,https://open.spotify.com/track/1qAPA8TooLVEqAZ58fhcrt
86,"PLAYING WITH FIRE - KR Ver.",BLACKPINK,26846,https://open.spotify.com/track/5OepnJhqZoyJN8qWo2LZzy
87,"Me & You ◑",HONNE,26814,https://open.spotify.com/track/2mDeWOqdFJLV2zsrTCPG0T
88,APESHIT,"The Carters",26735,https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj
89,Nonstop,Drake,26310,https://open.spotify.com/track/2Vx8E3K5icPZR7OCklWBXX
90,"Only You (with Little Mix)","Cheat Codes",26017,https://open.spotify.com/track/54l9GJGQ1UCFKe2tzt1Vxt
91,TOY,"The Toys",25949,https://open.spotify.com/track/2Es5K3EnKVXsGqU8PtZLEL
92,"lovely (with Khalid)","Billie Eilish",25692,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
93,อย่าบอก,"Atom Chanakan",25599,https://open.spotify.com/track/3CrDt4x72gWHaglwnM0CAH
94,เจ็บจนไม่เข้าใจ,PORTRAIT,25577,https://open.spotify.com/track/4URCEQmgwuwaHiySIqGmIa
95,"BBoom BBoom",MOMOLAND,25511,https://open.spotify.com/track/3BPoSr2pO34Aan6alFfVto
96,Flower,"Twopee Southside",25385,https://open.spotify.com/track/3Z1A584gUX1pxdlG3Oo8WT
97,Somebody,"The Chainsmokers",24899,https://open.spotify.com/track/3pWcj8hxj3fsb9TDAcMpEl
98,เป็นทุกอย่าง,"Room 39",24479,https://open.spotify.com/track/09zqmrjQokoAfQJ1WeLkFK
99,"WHISTLE - KR Ver.",BLACKPINK,24454,https://open.spotify.com/track/67BbMuItfrHmaNqDxBPF7c
100,"Psycho (feat. Ty Dolla $ign)","Post Malone",24406,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
101,Entertainer,ZAYN,24292,https://open.spotify.com/track/5LTGmestwpHZ1BfCmpFQJx
102,ที่เก่า,"Marc Tatchapon",23527,https://open.spotify.com/track/0xBShp4NOIh5ChC55Xj0zz
103,โลกที่ไม่มีเธอ,PORTRAIT,23473,https://open.spotify.com/track/0fSl800MbFmlLs1aUxx7Z2
104,"Shape of You","Ed Sheeran",23448,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
105,FRIENDS,Marshmello,22712,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
106,Havana,"Camila Cabello",22421,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
107,Perfect,"Ed Sheeran",22325,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
108,"Thru These Tears",LANY,22252,https://open.spotify.com/track/4gB61mP4tNChn4LgfquMhi
109,"Too Good At Goodbyes","Sam Smith",22031,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
110,"I'm so sick",Apink,21990,https://open.spotify.com/track/3lSM3Wn3RJbzAAHzJ3sX1f
111,"Never Not",Lauv,21670,https://open.spotify.com/track/4fFfyouye6vrX9o9z4PVMu
112,วิชาตัวเบา,Bodyslam,21498,https://open.spotify.com/track/2j2NeZZJ0STZQy5Aw3oZLL
113,Body,"Loud Luxury",21215,https://open.spotify.com/track/43V1z6QToNNWNldV4FEG6r
114,"New Rules","Dua Lipa",20299,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
115,Talk,"Why Don't We",20282,https://open.spotify.com/track/4HYNtH7n3TrbbtRa94sA0K
116,"God's Plan",Drake,20242,https://open.spotify.com/track/2VWbHHhWnMzKWPUs4IEEW9
117,Shine,PENTAGON,20181,https://open.spotify.com/track/7nkp1uuSbKkoxMvEs8cSw0
118,ไวน์,"Max Jenmana",20005,https://open.spotify.com/track/00Hj710RrsLX5s9bothwlW
119,"If You're Over Me","Years & Years",19953,https://open.spotify.com/track/1oc3jna2ablnfIKLYbKujl
120,"ดีต่อใจ (To Get Her)",Mild,19934,https://open.spotify.com/track/6i5S9ngfta3qDP6zP5PG7k
121,"ปล่อย (Miss)","Clockwork Motionless",19807,https://open.spotify.com/track/7ihijRsdyrrQQR2iwSdibF
122,"피카부 Peek-A-Boo","Red Velvet",19489,https://open.spotify.com/track/42tFTth2jcF7iSo0RBjfJF
123,IDGAF,"Dua Lipa",19444,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
124,PLEASE,"Atom Chanakan",19438,https://open.spotify.com/track/60hF3gZXQ33xdAXXk6tE1x
125,"Paris in the Rain",Lauv,19167,https://open.spotify.com/track/41CgzGD7xlgnJe14R4cqkL
126,"Let Me Down Slowly","Alec Benjamin",19076,https://open.spotify.com/track/2uaiyLKnYvazyfR0Ky3Kbk
127,ที่เหลือ,"Chart Suchart",18391,https://open.spotify.com/track/542kelU56o4M9myk5ACXsy
128,"Boo'd Up","Ella Mai",18251,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli
129,EVERYDAY,WINNER,18199,https://open.spotify.com/track/42rziXmwGA04hNSMi2MliA
130,"The Truth Untold",BTS,17940,https://open.spotify.com/track/48XfojJC87VKLlUotYV0Gm
131,"Lover Boy","Phum Viphurit",17869,https://open.spotify.com/track/2rd4FH1cSaWGc0ZiUaMbX9
132,Restart,"Room 39",17836,https://open.spotify.com/track/5gtXv0Ir0eolOIeDulhNZO
133,มะงึกๆอุ๋งๆ,"Ornly You",17822,https://open.spotify.com/track/3Wz7m9QeE8EAfpg98uxhRk
134,Hooked,"Why Don't We",17796,https://open.spotify.com/track/0kg36eEw4un3UwGvnf93xT
135,"I'm Yours","Jason Mraz",17687,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
136,แค่เราไม่ได้รักกัน,Indigo,17262,https://open.spotify.com/track/7Fi43HjA5FTTCPOj2wai00
137,"Airplane pt.2",BTS,17234,https://open.spotify.com/track/1trFxVLL8WKhYap543e74l
138,Moonlight,XXXTENTACION,17167,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
139,"빨간 맛 Red Flavor","Red Velvet",17060,https://open.spotify.com/track/7nKQ5WAcjnG48knyLuo8gO
140,Closer,"The Chainsmokers",17018,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
141,DNA,BTS,16999,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH
142,ลืมไปก่อน,"Buddha Bless",16917,https://open.spotify.com/track/6Rpj87GuuE59nij1NVmpzD
143,"I Like Me Better",Lauv,16813,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
144,"That's What I Like","Bruno Mars",16784,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
145,ร่มสีเทา,Whatcharawale,16606,https://open.spotify.com/track/6z56u8jPSSroDFrJVD5cMf
146,"Spring Day",BTS,16513,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW
147,"จังหวะจะรัก - From “Heartbeat” Original Soundtrack","Violette Wautier",16495,https://open.spotify.com/track/0ntdviIRIuOlRFnEZLWqNR
148,ถอนหายใจ,Mild,16443,https://open.spotify.com/track/1rve7sIFz7JVxwfrisKyP3
149,ถ้าหาก,"Two Popetorn",16409,https://open.spotify.com/track/3o5FB7uyNadcadhKe3GP32
150,Attention,"Charlie Puth",16362,https://open.spotify.com/track/5cF0dROlMOK5uNZtivgu50
151,Energetic,"Wanna One",16250,https://open.spotify.com/track/3NkkcnnKrNHv4AiGaPdD76
152,หน่วง,"Room 39",16223,https://open.spotify.com/track/1DwuRmCQZ3YHfUrZZUJHcu
153,สามฤดู,Atip,16218,https://open.spotify.com/track/0wjdbi2kW1Tf3T8KibW4FH
154,"REALLY REALLY - KR ver.",WINNER,16186,https://open.spotify.com/track/4Ve8XzRxQcAMyFWgqITHFk
155,"Start Again (feat. Logic)",OneRepublic,16089,https://open.spotify.com/track/1Nj2oBISdFDSF8eDuXcALz
156,"Done For Me (feat. Kehlani)","Charlie Puth",15974,https://open.spotify.com/track/1lsBTdE6MGsKeZCD6llNu7
157,รู้ดีว่าไม่ดี,Getsunova,15832,https://open.spotify.com/track/37LAaRNSnB6b1T2ckX6VSk
158,โสดทัศนศึกษา,"Wan Thanakrit",15809,https://open.spotify.com/track/0ey6V8DFsfMk3y8BQNeKhu
159,ยังไม่รู้,"Better Weather",15605,https://open.spotify.com/track/2OQQPlUlrSKu2nOPMwTS2c
160,"Young Dumb & Broke",Khalid,15571,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
161,BOSS,NCT,15553,https://open.spotify.com/track/0ErzcmZ2gIwX7X0xSMQPix
162,Thunder,"Imagine Dragons",15507,https://open.spotify.com/track/7BrsBU0BAytRDvROM4yCbn
163,Gashina,SUNMI,15356,https://open.spotify.com/track/0jFHMDRXxKaREor3hBEEST
164,"Ko Ko Bop",EXO,15352,https://open.spotify.com/track/5EzitieoPnjyKHAq0gfRMa
165,"Best Part",H.E.R.,15336,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
166,"Baby Don’t Stop",NCT,15280,https://open.spotify.com/track/1EYSS9Lp7a9f20C3FaOVgI
167,Photograph,"Ed Sheeran",15220,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
168,ควันเหงา,"Opor Praput",15170,https://open.spotify.com/track/6a35EmpHEmpvzlMPZqI5Kw
169,Delicate,"Taylor Swift",15121,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf
170,"rockstar (feat. 21 Savage)","Post Malone",15095,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
171,อย่าเลย...อย่า(ทรมาน),"Moving and Cut",15036,https://open.spotify.com/track/5tMVqeydIb4NWI1o2cHoYT
172,ยังคิดถึง...(Same),"Marc Tatchapon",15030,https://open.spotify.com/track/1OlInnJssr9pXY0Ooa0SDT
173,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",14992,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
174,อธิษฐาน,Prem,14870,https://open.spotify.com/track/74p4LbrOxxxzM2xKokMk2x
175,"Like To Be You feat. Julia Michaels","Shawn Mendes",14791,https://open.spotify.com/track/5QskYLFPX9y7pLU0VEMNbr
176,"ประตู อากาศ และวันดีดี","คริส พีรวัส",14779,https://open.spotify.com/track/13pOQ1SGSdzwsVgEQaUU0K
177,เบอร์มาดิ,P-Hot,14765,https://open.spotify.com/track/740TQSOivzfTgFYcMPWbnf
178,"Say You Won't Let Go","James Arthur",14669,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
179,รอยยิ้ม,Scrubb,14646,https://open.spotify.com/track/6ezEwX2eZRZlioqYaUPOKX
180,"วู่วาม - Unreleased Version","Season Five",14441,https://open.spotify.com/track/2nAUhnLMltzWOHCnjAUsGd
181,Jumpsuit,"Twenty One Pilots",14390,https://open.spotify.com/track/6cQnrSlTxhHCCiUpKrs7g3
182,"Summer on You",PRETTYMUCH,14349,https://open.spotify.com/track/07ipXN6CNTw34qwSYePKpg
183,โลกที่ไม่มีเธอ,"Ink Waruntorn",14297,https://open.spotify.com/track/0nedd58OQDiAUQHEJBrvcx
184,Feel,"Triple H",14211,https://open.spotify.com/track/6AV7hLSw5cIMTI47BxKRm6
185,Down,Jessi,14042,https://open.spotify.com/track/7cClboiuRMxtqsoW0jRBy8
186,รักโกรธ,"Season Five",14019,https://open.spotify.com/track/1rVsQiBov0b97U5ccZr0ty
187,Believer,"Imagine Dragons",14016,https://open.spotify.com/track/5VKSZDsidOFHrtlJb33Syo
188,"Bad Luck",Lipta,14000,https://open.spotify.com/track/2NsA7Fkd0hRQBS52GLeRAf
189,Audio,Sia,13983,https://open.spotify.com/track/7boPPE857KEqCIHNwFkDop
190,"Sun In Our Eyes",MØ,13955,https://open.spotify.com/track/5vsRm2aCBl5T2qdpvwtrf6
191,Anpanman,BTS,13893,https://open.spotify.com/track/4lRwa7PKcGIuJMwtPIYKdy
192,Happier,"Ed Sheeran",13832,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
193,รถคันเก่า,"Atom Chanakan",13814,https://open.spotify.com/track/5tYSThnYOKQCEjtvFiGcL0
194,"How Long","Charlie Puth",13727,https://open.spotify.com/track/6wmAHw1szh5RCKSRjiXhPe
195,เพื่อนรัก,"The Parkinson",13709,https://open.spotify.com/track/02ILnpL8IvIa9IQX7sSO9I
196,changes,XXXTENTACION,13655,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
197,รักตัวเอง,"Room 39",13635,https://open.spotify.com/track/2rEV4Q9fHqZbecnNKHYoMJ
198,พบกันใหม่,Polycat,13611,https://open.spotify.com/track/4IKn1t0eZZzF5mji1vraVI
199,"In My Blood","Shawn Mendes",13570,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
200,"Jocelyn Flores",XXXTENTACION,13541,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
